Sample_ID,District,Latitude,Longitude,Agro_Ecological_Zone,Soil_Order_Classification,pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Sand,Clay,Silt,pH_scaled,Nitrogen_scaled,Phosphorus_scaled,Potassium_scaled,Organic_Carbon_scaled,Sand_scaled,Clay_scaled,Silt_scaled
SL_SOIL_01468,Puttalam,7.603331,80.074594,Dry Zone,Alfisols,6.78,0.926,12.75,113.08,0.75,77.97,16.4,5.63,0.894357514429543,-0.6173956458049715,-0.158392343094159,-1.1881603654769342,-1.2080092958680508,1.8802092849499108,-0.8491359814874104,-1.7848079830078734
SL_SOIL_01469,Polonnaruwa,7.986384,80.814116,Dry Zone,Vertisols,6.49,1.161,4.62,146.5,1.04,52.69,20.78,26.53,0.532457399475188,0.1270957734342008,-1.9206579171761857,0.5829119343615324,-0.7766124687607284,-0.48035903125813684,-0.332483539801593,1.0986142057164991
SL_SOIL_01470,Kilinochchi,9.467552,80.321067,Dry Zone,Alfisols,6.34,1.013,9.89,162.54,1.01,64.94,20.89,14.17,0.3452676848436247,-0.3417754182568528,-0.7783283261045645,1.4329418472702395,-0.821239726737348,0.6635081314613482,-0.3195082501702141,-0.6066058063712159
SL_SOIL_01471,Matara,6.032506,80.482708,Wet Zone,Ultisols,5.53,1.261,16.34,116.95,1.67,56.65,16.49,26.86,-0.6655567741668147,0.44390063268491203,0.6197790481671542,-0.983072100953449,0.16055994874828175,-0.11058646273820526,-0.8385198354253731,1.144141924485831
SL_SOIL_01472,Kilinochchi,9.648349,80.629671,Dry Zone,Alfisols,6.23,0.84,8.0,136.88,0.79,64.47,18.5,17.03,0.2079952274471459,-0.8898478247605838,-1.1880063008911612,0.07310596415069895,-1.148506285232558,0.6196209831774171,-0.6014259067065391,-0.21203224370367002
SL_SOIL_01473,Kandy,7.254937,80.619877,Wet Zone,Ultisols,5.4,1.351,23.16,131.54,2.43,44.18,32.67,23.15,-0.8277878601808357,0.7290250060105528,2.098087930730429,-0.20988404426155172,1.2911171508226438,-1.2749965459310197,1.0700273121720065,0.6322999952912176
SL_SOIL_01474,Trincomalee,8.646538,80.985596,Dry Zone,Alfisols,6.74,1.139,11.85,137.11,1.34,65.56,19.09,15.35,0.8444402571944596,0.05739870439904418,-0.35347709299253843,0.08529467237819385,-0.330339888994533,0.7214018164316409,-0.531831171410961,-0.4438097210748159
SL_SOIL_01475,Galle,6.034082,80.270521,Wet Zone,Ultisols,5.32,1.659,21.46,135.69,2.96,51.52,36.08,12.4,-0.9276223746510027,1.7047839725027447,1.7295945142557128,0.010042647669317409,2.079532041742922,-0.5896100174117525,1.472261290744754,-0.8507999343158158
SL_SOIL_01476,Matara,6.141616,80.542896,Wet Zone,Ultisols,4.87,1.172,20.95,127.24,1.83,47.79,32.92,19.29,-1.4891915185456917,0.16194430795177875,1.6190464893132974,-0.43775989373209034,0.39857199129025284,-0.9379058963459307,1.099516606788777,0.09976364847418051
SL_SOIL_01477,Kalutara,6.624483,80.185284,Wet Zone,Ultisols,5.35,1.11,15.8,136.84,1.67,53.39,36.76,9.85,-0.8901844317246909,-0.03447470478366192,0.5027281982281269,0.07098618880678738,0.16055994874828175,-0.4149951933884517,1.5524721721023695,-1.2026050338970191
SL_SOIL_01478,Badulla,7.165089,81.049348,Up Country Intermediate Zone,Inceptisols,4.52,1.26,11.01,138.45,2.02,37.61,41.37,21.03,-1.9259675193526724,0.44073258409240523,-0.5355561928976925,0.15630714639924415,0.6812112918088432,-1.8884828527936335,2.0962547648356153,0.339818892894296
SL_SOIL_01479,Gampaha,7.082937,80.129481,Wet Zone,Ultisols,5.67,1.438,10.15,109.66,1.95,55.86,19.88,24.27,-0.49084637384402297,1.0046452335586717,-0.7219705094672549,-1.3694011573814093,0.5770810231967308,-0.18435422261970666,-0.4386450004219667,0.7868183135386482
SL_SOIL_01480,Monaragala,6.778788,81.130088,Intermediate Zone,Alfisols,5.27,0.988,11.22,134.29,0.99,57.09,23.17,19.74,-0.9900189461948579,-0.4209766330695304,-0.4900364179214038,-0.0641494893676025,-0.8509912320550944,-0.06950062179154574,-0.05056588326526809,0.16184690134145158
SL_SOIL_01481,Batticaloa,7.526956,81.370624,Dry Zone,Vertisols,7.36,0.928,14.75,138.94,1.33,58.94,32.15,8.92,1.618157744338253,-0.6110595486199573,0.27512932334668405,0.1822743943621665,-0.3452156416534062,0.10324666400690657,1.0086895793691237,-1.3309104231560462
SL_SOIL_01482,Ratnapura,6.550117,80.351411,Wet Zone,Ultisols,4.38,1.462,15.37,126.35,2.24,55.16,32.23,12.61,-2.1006779196754644,1.0806783997788425,0.40952103994334527,-0.4849248951341321,1.0084778503040535,-0.2497180604893918,1.01812615364649,-0.8218277496444226
SL_SOIL_01483,Badulla,6.853075,81.108286,Up Country Intermediate Zone,Inceptisols,5.34,1.596,14.68,142.82,2.73,48.21,38.33,13.46,-0.9026637460334614,1.5051969111747965,0.2599560650212545,0.3878926027216292,1.737389730588839,-0.8986875936241197,1.7376649422956876,-0.7045593831173547
SL_SOIL_01484,Badulla,7.132418,81.017798,Up Country Intermediate Zone,Inceptisols,5.29,1.366,22.38,135.96,2.01,48.95,29.57,21.48,-0.9650603175773156,0.7765457348981598,1.9290144808185001,0.024351131240723873,0.6663355391499697,-0.8295886793047383,0.7043600589240536,0.4019021457615671
SL_SOIL_01485,Matale,7.515641,80.755042,Intermediate Zone,Alfisols,5.17,1.331,14.22,133.56,2.24,53.26,21.76,24.98,-1.1148120892825661,0.6656640341604103,0.1602460817398608,-0.10283538939399575,1.0084778503040535,-0.4271341918499649,-0.21688550490385308,0.8847718902847873
SL_SOIL_01486,Ratnapura,6.800444,80.443581,Wet Zone,Ultisols,4.8,1.575,20.41,137.76,3.1,49.39,32.43,18.18,-1.576546718707088,1.4386678907321466,1.50199563937427,0.11974102171676246,2.2877925789671467,-0.7885028383580794,1.0417175893399067,-0.05337504193175498
SL_SOIL_01487,Colombo,6.903095,79.838879,Wet Zone,Ultisols,5.75,1.089,21.27,124.76,1.21,48.03,24.91,27.06,-0.391011859373856,-0.10100372522631178,1.6884099559438324,-0.5691859650546331,-0.5237246735598845,-0.9154954376477529,0.1546796072674536,1.1717344813157293
SL_SOIL_01488,Kandy,7.240535,80.570668,Wet Zone,Ultisols,5.53,1.256,15.94,140.2,2.31,46.88,22.35,30.76,-0.6655567741668147,0.42806038972237676,0.5330747148789856,0.24904731769539365,1.1126081189161654,-1.0228788855765207,-0.14729076960827497,1.6821967826688484
SL_SOIL_01489,Batticaloa,7.959271,81.251433,Dry Zone,Vertisols,6.6,1.179,13.06,150.12,1.18,48.81,16.74,34.45,0.6697298568716668,0.18412064809932893,-0.09119648479582822,0.7747516029855677,-0.5683519315365041,-0.8426614468786754,-0.8090305408086028,2.1912794561804723
SL_SOIL_01490,Anuradhapura,8.034183,80.853047,Dry Zone,Alfisols,7.07,1.004,3.0,112.33,1.33,59.85,10.13,30.02,1.256257629383898,-0.37028785558941657,-2.271810466993269,-1.227906153175284,-0.3452156416534062,0.18821965323749723,-1.5887274904760114,1.5801043223982243
SL_SOIL_01491,Puttalam,7.793039,80.190315,Dry Zone,Alfisols,6.56,0.742,9.24,117.8,1.1,71.36,5.0,23.64,0.6198125996365833,-1.200316586826281,-0.9192228676978386,-0.9380268748953196,-0.6873579528074893,1.2629879016376009,-2.19384781601214,0.6999017595244688
SL_SOIL_01492,Kalutara,6.746748,80.164322,Wet Zone,Ultisols,5.06,1.067,18.65,114.74,1.31,41.87,20.72,37.41,-1.252084546679046,-0.1707007942614684,1.1204965729063276,-1.1001896887045868,-0.3749671469711526,-1.49069721090098,-0.3395609705096182,2.599649297262966
SL_SOIL_01493,Anuradhapura,8.445427,80.59368,Dry Zone,Alfisols,6.38,0.957,5.3,134.1,1.19,61.17,14.92,23.92,0.39518494207870813,-0.5191861394372511,-1.7732605505862993,-0.07421842225118433,-0.5534761788776309,0.31147717607747444,-1.023712605618691,0.7385313390863265
SL_SOIL_01494,Kilinochchi,9.415958,80.251317,Dry Zone,Alfisols,6.65,0.808,9.63,151.48,0.98,66.61,16.62,16.77,0.732126428415522,-0.9912253797208112,-0.834686142741874,0.8468239646785746,-0.8658669847139676,0.819447573236168,-0.8231854022246522,-0.247902567582538
SL_SOIL_01495,Trincomalee,8.74166,81.087294,Dry Zone,Alfisols,7.06,0.936,11.52,139.76,1.08,64.87,20.44,14.69,1.2437783150751265,-0.5857151598799003,-0.42500816795527757,0.2257297889123619,-0.7171094581252357,0.6569717476743804,-0.37258898048040073,-0.5348651586134804
SL_SOIL_01496,Mullaitivu,9.106459,80.521205,Dry Zone,Alfisols,6.71,0.867,13.13,170.67,0.65,59.83,15.98,24.19,0.8070023142681467,-0.8043105127628916,-0.07602322647039865,1.863786185920351,-1.3567668224567826,0.1863521150126488,-0.8986779964435845,0.7757812908066891
SL_SOIL_01497,Kilinochchi,9.510438,80.581692,Dry Zone,Alfisols,7.47,0.559,12.31,161.1,1.3,64.86,15.83,19.31,1.7554302017347319,-1.780069479255083,-0.25376710971114436,1.356629934889408,-0.3898428996300258,0.6560379785619559,-0.9163715732136468,0.10252290415717027
SL_SOIL_01498,Gampaha,7.114324,79.99989,Wet Zone,Ultisols,6.25,1.425,7.74,128.19,1.46,64.25,21.72,14.02,0.23295385606468708,0.9634606018560795,-1.2443641175284708,-0.3874152293141805,-0.151830857088055,0.5990780627040877,-0.22160379204253666,-0.6273002239936396
SL_SOIL_01499,Hambantota,6.115117,81.08044,Dry Zone,Alfisols,6.32,1.076,9.09,99.27,0.95,71.3,19.13,9.57,0.32030905622608347,-0.14218835692890397,-0.9517369926809018,-1.9200128029625483,-0.9104942426905872,1.2573852869630564,-0.5271128842722779,-1.2412346134588768
SL_SOIL_01500,Gampaha,7.073791,79.976698,Wet Zone,Ultisols,5.18,1.3,12.75,117.16,2.42,53.47,22.08,24.44,-1.1023327749737954,0.56745452779269,-0.158392343094159,-0.9719432803979114,1.2762413981637704,-0.4075250404890593,-0.17913920779438736,0.810271986844062
SL_SOIL_01501,Polonnaruwa,7.963383,81.219803,Dry Zone,Vertisols,5.91,0.957,9.37,134.95,0.92,75.87,16.97,7.15,-0.19134283043352204,-0.5191861394372511,-0.8910439593791839,-0.029173196193054866,-0.9551215006672066,1.6841177713408568,-0.7819003897611739,-1.575104551100646
SL_SOIL_01502,Hambantota,6.112176,80.784381,Dry Zone,Alfisols,5.99,0.797,7.22,96.83,1.38,57.85,16.73,25.42,-0.09150831596335506,-1.0260739142383895,-1.35707975080309,-2.0493190989411794,-0.2708368783590405,0.0014658307526833447,-0.8102101125932734,0.9454755153105637
SL_SOIL_01503,Hambantota,6.019653,81.051062,Dry Zone,Alfisols,6.24,0.745,10.68,100.73,0.7,72.89,18.08,9.03,0.2204745417559165,-1.1908124410487597,-0.6070872678604317,-1.8426410029097604,-1.2823880591624168,1.4058545758384837,-0.6509679216627136,-1.3157345168996022
SL_SOIL_01504,Matara,6.013308,80.593067,Wet Zone,Ultisols,5.68,1.159,16.32,111.48,2.08,56.54,29.4,14.06,-0.4783670595352524,0.12075967624918656,0.615443831502746,-1.2729513792334135,0.7704658077620824,-0.12085792297486997,0.6843073385846495,-0.6217817126276598
SL_SOIL_01505,Trincomalee,8.625095,81.320267,Dry Zone,Alfisols,6.59,1.302,14.44,155.43,1.13,69.35,24.41,6.24,0.6572505425628962,0.5737906249777043,0.20793346504835328,1.0561517798898843,-0.6427306948308701,1.0753003100403626,0.09570101803391283,-1.7006506846766833
SL_SOIL_01506,Colombo,6.833865,79.854749,Wet Zone,Ultisols,5.28,1.189,8.03,120.72,1.72,42.93,28.88,28.19,-0.9775396318860862,0.21580113402440013,-1.1815034758945488,-0.7832832747897442,0.2349387120426477,-1.3917176849840285,0.6229696057817672,1.3276324274046551
SL_SOIL_01507,Kegalle,7.301163,80.384852,Wet Zone,Ultisols,5.37,1.115,12.88,118.61,1.91,50.23,29.89,19.88,-0.8652258031071486,-0.01863446182112668,-0.13021343477550404,-0.8951014241811017,0.517578012561238,-0.710066232914458,0.7421063560335197,0.18116169112238048
SL_SOIL_01508,Kilinochchi,9.426509,80.503057,Dry Zone,Alfisols,7.11,0.843,12.09,163.23,1.0,74.53,12.45,13.02,1.3061748866189815,-0.8803436789830623,-0.3014544930196372,1.469507971952721,-0.8361154793962212,1.5589927102760313,-1.3150668364323825,-0.7652630081431311
SL_SOIL_01509,Matara,6.134142,80.496951,Wet Zone,Ultisols,4.85,1.335,18.5,116.56,1.92,42.53,34.09,23.37,-1.514150147163234,0.6783362285304388,1.0879824479232647,-1.003739910556591,0.5324537652201112,-1.429068449480991,1.2375265055952624,0.662651807804106
SL_SOIL_01510,Jaffna,9.654941,79.936748,Dry Zone,Alfisols,7.68,0.824,13.29,152.26,0.78,73.71,14.56,11.73,2.01749580221892,-0.9405366022406977,-0.04134149315513155,0.8881595838848584,-1.1633820378914312,1.4824236430572568,-1.0661771898668402,-0.943234999695975
SL_SOIL_01511,Kegalle,7.157109,80.465844,Wet Zone,Ultisols,5.08,1.349,11.8,152.58,2.15,56.53,27.2,16.27,-1.2271259180615037,0.7226889088255385,-0.3643151346535593,0.9051177866361554,0.8745960763741943,-0.12179169208729385,0.4248015459570702,-0.3168839596572838
SL_SOIL_01512,Galle,6.100056,80.202437,Wet Zone,Ultisols,5.38,1.577,15.69,147.14,2.3,55.06,29.18,15.76,-0.852746488798378,1.445003987917161,0.4788845065738802,0.6168283398641236,1.097732366257292,-0.2590557516136319,0.6583567593218917,-0.3872449795735244
SL_SOIL_01513,Kalutara,6.617501,80.012793,Wet Zone,Ultisols,5.46,1.474,17.13,141.35,2.47,50.02,31.47,18.51,-0.752911974328211,1.118694982888928,0.7910201064112871,0.30999085883286365,1.3506201614581366,-0.7296753842753628,0.9284786980115084,-0.00784732316242253
SL_SOIL_01514,Kalutara,6.509295,80.044464,Wet Zone,Ultisols,5.31,1.287,16.84,129.25,1.68,50.06,22.65,27.29,-0.9401016889597744,0.5262698960900971,0.728159464777365,-0.33124118270051267,0.17543570140715495,-0.7259403078256667,-0.11190361606815086,1.2034659216701125
SL_SOIL_01515,Kurunegala,7.490143,80.463778,Intermediate Zone,Alfisols,5.79,1.122,14.87,128.91,1.31,64.67,15.67,19.66,-0.3410946021387725,0.0035418783264235085,0.30114062333313446,-0.34925927312376476,-0.3749671469711526,0.6382963654258987,-0.9352447217683798,0.1508098786094925
SL_SOIL_01516,Matale,7.472346,80.646316,Intermediate Zone,Alfisols,5.4,1.235,11.97,120.55,1.76,37.83,28.93,33.24,-0.8277878601808357,0.3615313692797276,-0.32746579300608764,-0.7922923200013703,0.2944417226781405,-1.8679399323203039,0.6288674647051213,2.0243444873595875
SL_SOIL_01517,Mannar,8.86962,79.852442,Dry Zone,Alfisols,6.71,1.002,4.33,159.66,1.05,80.57,11.21,8.23,0.8070023142681467,-0.3766239527744308,-1.9835185588101083,1.2803180225085766,-0.7617367161018552,2.1229892541801685,-1.4613337377315634,-1.4261047442191952
SL_SOIL_01518,Mannar,9.123285,80.070205,Dry Zone,Alfisols,6.99,0.72,20.36,168.86,0.69,68.35,9.86,21.8,1.1564231149137312,-1.2700136558614377,1.4911575977132487,1.7678663516083348,-1.29726381182129,0.9819233987979556,-1.6205759286621237,0.44605023668940436
SL_SOIL_01519,Puttalam,7.677095,79.889251,Dry Zone,Alfisols,6.33,0.76,12.14,142.81,1.09,71.85,15.37,12.77,0.33278837053485405,-1.143291712161153,-0.290616451358616,0.38736265888565163,-0.7022337054663625,1.30874258814638,-0.9706318753085044,-0.799753704180504
SL_SOIL_01520,Nuwara Eliya,7.049738,80.798887,Up Country Wet Zone,Inceptisols,4.44,1.906,18.21,155.83,4.0,40.31,40.31,19.39,-2.0258020338228384,2.487291974852002,1.0251218062893428,1.0773495333290044,3.626610318265733,-1.6363651924391345,1.9712201556605096,0.11355992688912984
SL_SOIL_01521,Gampaha,7.067068,79.889776,Wet Zone,Ultisols,5.62,1.323,11.87,103.32,1.81,60.18,26.66,13.16,-0.5532429453878771,0.6403196454203534,-0.3491418763281301,-1.7053855493914596,0.36882048597250644,0.21903403394749135,0.36110466958484627,-0.7459482183622023
SL_SOIL_01522,Mannar,9.160481,79.821033,Dry Zone,Alfisols,7.15,0.6,16.31,161.52,0.69,81.08,8.98,9.94,1.3560921438540652,-1.6501794869622917,0.6132762231705414,1.3788875760004848,-1.29726381182129,2.1706114789137962,-1.7243782457131553,-1.190188383323565
SL_SOIL_01523,Puttalam,8.068101,80.064111,Dry Zone,Alfisols,6.66,1.023,5.89,114.85,1.07,78.14,14.1,7.75,0.7446057427242926,-0.31009493233178165,-1.6453716589862508,-1.094360306508829,-0.7319852107841089,1.8960833598611202,-1.120437491961698,-1.4923268806109513
SL_SOIL_01524,Matale,7.418627,80.849153,Intermediate Zone,Alfisols,5.74,1.44,13.53,125.41,2.16,64.33,27.43,8.24,-0.4034911736826266,1.010981330743686,0.010681106817769657,-0.5347396157160638,0.8894718290330679,0.60654821560348,0.45193169700449903,-1.4247251163777004
SL_SOIL_01525,Mannar,9.055112,79.989318,Dry Zone,Alfisols,6.93,0.567,16.98,163.44,0.92,75.84,8.67,15.49,1.0815472290611052,-1.7547250905150265,0.7585059814282241,1.4806367925082595,-0.9551215006672066,1.6813164640035845,-1.7609449710379506,-0.42449493129388705
SL_SOIL_01526,Trincomalee,8.413362,81.458158,Dry Zone,Alfisols,6.49,0.977,10.77,151.08,1.25,64.99,14.95,20.07,0.532457399475188,-0.4558251675871088,-0.5875787928705937,0.8256262112394558,-0.4642216629243917,0.6681769770234683,-1.0201738902646786,0.20737462011078403
SL_SOIL_01527,Trincomalee,8.413407,80.819933,Dry Zone,Alfisols,6.95,0.592,11.49,124.85,0.92,66.07,24.08,9.85,1.1065058576786477,-1.6755238757023485,-0.4315109929518901,-0.5644164705308317,-0.9551215006672066,0.7690240411652677,0.05677514913977571,-1.2026050338970191
SL_SOIL_01528,Jaffna,9.614951,80.003196,Dry Zone,Alfisols,7.84,0.718,11.46,157.4,0.77,67.23,19.05,13.72,2.217164831159254,-1.2763497530464518,-0.4380138179485026,1.1605507155775496,-1.1782577905503044,0.8773412582064607,-0.5365494585496442,-0.668689059238487
SL_SOIL_01529,Kegalle,7.128213,80.511778,Wet Zone,Ultisols,5.66,1.384,16.06,133.39,1.54,49.78,28.73,21.49,-0.5033256881527935,0.8335706095632873,0.559086014865436,-0.11184443460562254,-0.03282483581706944,-0.7520858429735408,0.6052760290117051,0.4032817736030617
SL_SOIL_01530,Monaragala,7.096864,81.045077,Intermediate Zone,Alfisols,6.11,0.901,10.79,132.9,1.11,66.4,28.48,5.12,0.05824345574189543,-0.6965968606176495,-0.5832435762061854,-0.13781168256854337,-0.6724822001486161,0.7998384218752631,0.5757867343949348,-1.8551690029241137
SL_SOIL_01531,Trincomalee,8.453756,81.149076,Dry Zone,Alfisols,6.98,0.942,10.38,133.39,1.28,61.09,13.9,25.01,1.1439438006049605,-0.566706868324858,-0.6721155178265579,-0.11184443460562254,-0.41959440494777217,0.30400702317808204,-1.144028927655114,0.8889107738092722
SL_SOIL_01532,Batticaloa,7.799798,81.579209,Dry Zone,Vertisols,7.14,1.123,7.64,146.81,1.14,65.89,12.04,22.07,1.3436128295452934,0.006709926918930276,-1.2660402008505132,0.5993401932768505,-0.6278549421719969,0.7522161971416351,-1.3634292796038858,0.483300188409767
SL_SOIL_01533,Mannar,9.177627,80.084356,Dry Zone,Alfisols,7.26,0.692,8.19,166.07,0.69,74.32,16.69,8.99,1.493364601250544,-1.358719016451637,-1.1468217425792813,1.6200120213704725,-1.29726381182129,1.539383558915125,-0.8149283997319565,-1.3212530282655819
SL_SOIL_01534,Ampara,7.360415,81.687689,Dry Zone,Vertisols,6.52,0.997,13.71,131.2,1.25,57.99,28.29,13.72,0.5698953424014999,-0.3924641957369664,0.04969805679744586,-0.2279021346848038,-0.4642216629243917,0.01453859832662037,0.553374870486189,-0.668689059238487
SL_SOIL_01535,Ratnapura,6.693332,80.708474,Wet Zone,Ultisols,5.4,1.64,16.36,119.47,1.46,47.77,34.24,17.99,-0.8277878601808357,1.644591049245109,0.6241142648315626,-0.8495262542869939,-0.151830857088055,-0.9397734345707784,1.2552200823653246,-0.07958797092015854
SL_SOIL_01536,Puttalam,8.233823,79.960432,Dry Zone,Alfisols,5.97,0.884,14.87,127.06,1.13,76.34,10.56,13.11,-0.11646694458089735,-0.7504536866902705,0.30114062333313446,-0.44729888277969393,-0.6427306948308701,1.728004919624788,-1.5380059037351663,-0.7528463575696769
SL_SOIL_01537,Matara,5.954131,80.479016,Wet Zone,Ultisols,5.5,1.232,10.1,145.25,2.15,46.19,30.45,23.36,-0.7029947170931276,0.3520272235022059,-0.7328085511282761,0.5166689548642829,0.8745960763741943,-1.087308954333782,0.8081623759750852,0.6612721799626109
SL_SOIL_01538,Polonnaruwa,8.14253,80.940865,Dry Zone,Vertisols,6.49,1.172,22.74,151.87,0.91,55.14,10.37,34.49,0.532457399475188,0.16194430795177875,2.0070483807778516,0.8674917742817172,-0.9699972533260798,-0.2515855987142396,-1.5604177676439122,2.1967979675464515
SL_SOIL_01539,Trincomalee,8.504171,81.186117,Dry Zone,Alfisols,6.56,1.285,19.96,144.84,1.57,70.38,10.04,19.58,0.6198125996365833,0.5199337989050828,1.4044532644250804,0.4949412575891851,0.011802422159550142,1.1714785286200418,-1.599343636538049,0.1397728558775329
SL_SOIL_01540,Monaragala,7.221713,81.220219,Intermediate Zone,Alfisols,5.38,1.093,7.53,130.12,1.19,66.3,23.79,9.91,-0.852746488798378,-0.0883315308562833,-1.2898838925047593,-0.28513606897042665,-0.5534761788776309,0.7905007307510217,0.022567567384322165,-1.1943272668480496
SL_SOIL_01541,Matale,7.612037,80.55777,Intermediate Zone,Alfisols,5.06,1.452,13.28,115.63,1.86,59.62,35.19,5.18,-1.252084546679046,1.0489979138537715,-0.04350910148733573,-1.053024687302545,0.44319924926687243,0.16674296365174326,1.3672794019090515,-1.8468912358751444
SL_SOIL_01542,Badulla,6.894039,81.157432,Up Country Intermediate Zone,Inceptisols,5.28,1.88,17.59,143.99,3.39,33.86,26.1,40.05,-0.9775396318860862,2.404922711446817,0.8907300896926812,0.4498960315310557,2.7191894060744692,-2.2386462699526595,0.29504864964328076,2.9638710474176237
SL_SOIL_01543,Ampara,7.366971,81.541161,Dry Zone,Vertisols,6.51,0.87,15.13,161.44,1.09,51.39,27.29,21.32,0.5574160280927293,-0.7948063669853701,0.3574984399704444,1.37464802531266,-0.7022337054663625,-0.6017490158732656,0.43541769201910757,0.3798281002976484
SL_SOIL_01544,Nuwara Eliya,6.895048,80.746627,Up Country Wet Zone,Inceptisols,4.64,1.727,17.72,160.82,3.6,46.22,34.35,19.43,-1.776215747647422,1.920211276793229,0.9189089980113357,1.3417915074820241,3.0315802119108057,-1.0845076469965096,1.2681953719967034,0.11907843825510939
SL_SOIL_01545,Matara,6.119628,80.606005,Wet Zone,Ultisols,5.34,1.264,14.29,116.29,2.1,62.27,25.58,12.15,-0.9026637460334614,0.4534047784624337,0.17541934006528997,-1.0180483941279967,0.8002173130798288,0.4141917784441222,0.23371091684039802,-0.8852906303531887
SL_SOIL_01546,Kegalle,7.209182,80.242506,Wet Zone,Ultisols,5.02,1.186,17.35,131.11,1.67,39.93,35.62,24.45,-1.3020018039141295,0.20629698824687842,0.8387074897197804,-0.23267162920860446,0.16055994874828175,-1.6718484187112492,1.4180009886498965,0.8116516146855567
SL_SOIL_01547,Kurunegala,7.903146,80.406256,Intermediate Zone,Alfisols,6.7,1.01,17.1,128.33,0.88,66.13,22.12,11.75,0.794522999959376,-0.3512795640343738,0.7845172814146749,-0.37999601561048774,-1.0146245113026995,0.7746266558398123,-0.17442092065570378,-0.9404757440129853
SL_SOIL_01548,Kegalle,7.148904,80.386304,Wet Zone,Ultisols,5.64,1.359,17.45,143.61,2.05,46.63,25.88,27.49,-0.5282843167703358,0.7543693947506097,0.860383573041822,0.42975816576389203,0.7258385497854625,-1.0462231133871225,0.2690980703805226,1.2310584785000107
SL_SOIL_01549,Mannar,8.856797,80.056745,Dry Zone,Alfisols,7.31,0.578,19.13,150.63,0.68,65.61,16.02,18.37,1.5557611727943979,-1.7198765559974483,1.2245417728521302,0.801778738620445,-1.312139564480163,0.726070661993761,-0.8939597093049013,-0.02716211294335142
SL_SOIL_01550,Batticaloa,7.869405,81.449894,Dry Zone,Vertisols,7.05,1.033,17.65,169.68,1.34,52.44,18.96,28.61,1.2312990007663558,-0.2784144464067104,0.9037357396859061,1.8113217461585303,-0.330339888994533,-0.5037032590687386,-0.5471656046116815,1.3855767967474413
SL_SOIL_01551,Hambantota,6.23368,81.052169,Dry Zone,Alfisols,5.87,0.914,10.24,104.43,0.97,69.39,17.66,12.95,-0.24126008766860552,-0.6554122289150569,-0.702462034477417,-1.6465617835979012,-0.8807427373728408,1.0790353864900595,-0.7005099366188875,-0.7749204030335956
SL_SOIL_01552,Mullaitivu,9.132391,80.726684,Dry Zone,Alfisols,6.87,0.753,14.7,144.43,0.8,62.01,22.72,15.27,1.0066713432084806,-1.1654680523087027,0.26429128168566285,0.4732135603140874,-1.1336305325736848,0.3899137815210959,-0.10364661357545511,-0.45484674380677526
SL_SOIL_01553,Batticaloa,7.683957,81.36986,Dry Zone,Vertisols,6.83,0.78,19.77,144.16,0.61,51.71,15.22,33.07,0.9567540859733972,-1.0799307403110106,1.3632687061132,0.45890507674268094,-1.4162698330922754,-0.5718684042756953,-0.9883254520785665,2.0008908140541735
SL_SOIL_01554,Jaffna,9.648433,79.919501,Dry Zone,Alfisols,7.17,0.846,11.01,195.14,0.96,67.42,21.01,11.56,1.3810507724716063,-0.870839533205541,-0.5355561928976925,3.16055875255851,-0.895618490031714,0.8950828713425178,-0.30535338875416423,-0.9666886730013886
SL_SOIL_01555,Ampara,7.238291,81.50237,Dry Zone,Vertisols,6.56,1.074,11.48,139.2,1.24,56.3,17.97,25.72,0.6198125996365833,-0.1485244541139182,-0.43367860128409425,0.19605293409759394,-0.4790974155832649,-0.1432683816730478,-0.6639432112940924,0.9868643505554108
SL_SOIL_01556,Galle,6.016004,80.318543,Wet Zone,Ultisols,5.48,1.236,11.09,126.17,2.1,52.15,29.62,18.23,-0.7279533457106687,0.36469941787223437,-0.5182153262400587,-0.4944638841817357,0.8002173130798288,-0.5307825633290365,0.7102579178474078,-0.04647690272428031
SL_SOIL_01557,Trincomalee,8.790805,80.805689,Dry Zone,Alfisols,6.38,0.824,8.12,122.78,0.91,55.67,17.92,26.41,0.39518494207870813,-0.9405366022406977,-1.1619950009047109,-0.6741148445782768,-0.9699972533260798,-0.20209583575576376,-0.6698410702174462,1.08205867161856
SL_SOIL_01558,Monaragala,6.928826,81.159817,Intermediate Zone,Alfisols,5.96,1.062,8.76,122.84,1.26,68.83,22.1,9.07,-0.12894625888966793,-0.18654103722400364,-1.023268067643641,-0.6709351815624086,-0.4493459102655185,1.0267443161943113,-0.17678006422504536,-1.3102160055336225
SL_SOIL_01559,Polonnaruwa,7.856279,81.088896,Dry Zone,Vertisols,6.17,1.078,13.59,142.65,1.56,69.42,18.27,12.31,0.1331193415945201,-0.13585225974388973,0.023686756810995056,0.37888355751000385,-0.003073330499323052,1.0818366938273316,-0.6285560577539678,-0.86321658488927
SL_SOIL_01560,Badulla,7.181079,81.124263,Up Country Intermediate Zone,Inceptisols,5.44,1.325,14.92,131.21,2.42,37.36,39.98,22.66,-0.7778706029457522,0.6466557426053676,0.3119786649941557,-0.2273721908488248,1.2762413981637704,-1.9118270806042352,1.932294286766372,0.564698231057967
