date,district,latitude,longitude,temperature_avg_c,temperature_max_c,temperature_min_c,rainfall_mm,humidity_percent,solar_radiation_mj_m2_day,wind_speed_m_s
2015-05-26,Hambantota,6.1429,81.1212,27.92,29.0,27.04,1.28,86.96,21.22,7.04
2015-05-27,Hambantota,6.1429,81.1212,27.92,28.95,26.99,0.65,86.22,23.08,6.83
2015-05-28,Hambantota,6.1429,81.1212,28.18,29.29,27.35,0.51,86.84,21.05,6.76
2015-05-29,Hambantota,6.1429,81.1212,28.22,28.97,27.6,0.71,86.8,22.92,6.81
2015-05-30,Hambantota,6.1429,81.1212,28.02,28.92,27.4,1.95,87.43,20.28,5.95
2015-05-31,Hambantota,6.1429,81.1212,27.9,28.75,27.03,5.61,83.83,21.65,7.3
2015-06-01,Hambantota,6.1429,81.1212,28.0,28.67,27.49,3.24,85.7,23.65,7.78
2015-06-02,Hambantota,6.1429,81.1212,27.96,29.07,27.19,5.23,86.58,21.93,6.51
2015-06-03,Hambantota,6.1429,81.1212,28.34,29.47,27.38,4.54,85.53,22.96,5.62
2015-06-04,Hambantota,6.1429,81.1212,28.04,29.08,27.3,5.84,84.13,21.25,5.57
2015-06-05,Hambantota,6.1429,81.1212,27.23,27.84,26.55,9.8,89.82,20.72,6.71
2015-06-06,Hambantota,6.1429,81.1212,27.98,29.5,26.65,14.13,82.97,20.17,5.67
2015-06-07,Hambantota,6.1429,81.1212,28.08,29.11,27.36,4.39,85.66,22.41,5.29
2015-06-08,Hambantota,6.1429,81.1212,28.05,28.67,27.59,7.77,83.64,21.79,5.27
2015-06-09,Hambantota,6.1429,81.1212,28.16,29.08,27.65,3.94,78.12,22.55,6.95
2015-06-10,Hambantota,6.1429,81.1212,28.54,29.91,27.53,0.66,79.07,23.29,5.6
2015-06-11,Hambantota,6.1429,81.1212,28.26,29.26,27.52,5.64,83.83,21.44,7.01
2015-06-12,Hambantota,6.1429,81.1212,28.1,29.09,27.33,6.7,83.64,22.87,6.9
2015-06-13,Hambantota,6.1429,81.1212,28.13,29.24,27.23,1.32,84.79,22.85,6.4
2015-06-14,Hambantota,6.1429,81.1212,28.27,29.29,27.55,4.37,85.79,23.47,7.11
2015-06-15,Hambantota,6.1429,81.1212,27.97,29.03,27.01,12.62,83.34,19.26,7.67
2015-06-16,Hambantota,6.1429,81.1212,28.16,29.08,27.23,8.98,85.35,17.22,7.09
2015-06-17,Hambantota,6.1429,81.1212,28.12,29.15,27.39,0.81,83.73,12.14,7.09
2015-06-18,Hambantota,6.1429,81.1212,28.04,29.16,27.31,6.36,85.97,17.44,7.61
2015-06-19,Hambantota,6.1429,81.1212,28.16,29.15,27.38,4.47,86.95,18.03,8.01
2015-06-20,Hambantota,6.1429,81.1212,28.25,28.87,27.82,2.13,87.08,21.84,6.83
2015-06-21,Hambantota,6.1429,81.1212,28.07,28.79,27.54,2.45,87.01,22.71,6.9
2015-06-22,Hambantota,6.1429,81.1212,28.03,28.87,27.32,1.54,84.11,23.74,5.44
2015-06-23,Hambantota,6.1429,81.1212,28.12,28.98,27.25,1.57,84.0,22.59,5.0
2015-06-24,Hambantota,6.1429,81.1212,28.19,28.98,27.66,0.77,84.77,22.49,5.78
2015-06-25,Hambantota,6.1429,81.1212,28.21,29.2,27.41,1.58,82.42,21.58,6.42
2015-06-26,Hambantota,6.1429,81.1212,28.21,29.46,27.1,3.23,83.38,22.61,7.17
2015-06-27,Hambantota,6.1429,81.1212,28.16,29.53,27.07,13.04,83.81,15.88,7.71
2015-06-28,Hambantota,6.1429,81.1212,27.6,28.89,26.79,10.94,85.09,15.44,7.9
2015-06-29,Hambantota,6.1429,81.1212,27.64,28.81,26.63,5.1,83.39,20.72,7.77
2015-06-30,Hambantota,6.1429,81.1212,27.94,29.05,27.25,2.33,83.4,23.26,7.06
2015-07-01,Hambantota,6.1429,81.1212,27.71,28.46,27.06,2.7,85.98,22.72,5.96
2015-07-02,Hambantota,6.1429,81.1212,27.68,28.57,26.99,2.47,87.43,23.25,5.82
2015-07-03,Hambantota,6.1429,81.1212,27.79,28.68,27.06,2.55,87.45,23.5,7.15
2015-07-04,Hambantota,6.1429,81.1212,28.31,29.45,27.5,2.44,80.03,22.19,8.84
2015-07-05,Hambantota,6.1429,81.1212,28.1,29.1,27.51,2.23,84.77,21.45,8.91
2015-07-06,Hambantota,6.1429,81.1212,27.67,28.36,27.3,2.98,83.1,21.57,9.72
2015-07-07,Hambantota,6.1429,81.1212,28.12,29.21,27.39,0.54,83.61,23.26,8.66
2015-07-08,Hambantota,6.1429,81.1212,28.13,29.5,27.19,0.16,80.53,23.47,8.24
2015-07-09,Hambantota,6.1429,81.1212,27.85,29.24,26.89,0.27,82.06,23.63,7.79
2015-07-10,Hambantota,6.1429,81.1212,27.93,29.11,27.04,3.28,83.83,20.76,8.57
2015-07-11,Hambantota,6.1429,81.1212,27.94,29.12,26.97,5.01,83.91,17.13,8.6
2015-07-12,Hambantota,6.1429,81.1212,27.89,29.2,26.88,0.45,84.77,21.22,7.9
2015-07-13,Hambantota,6.1429,81.1212,28.19,29.7,27.24,1.38,84.4,23.1,7.7
2015-07-14,Hambantota,6.1429,81.1212,27.9,28.83,27.33,9.74,85.69,20.39,8.8
2015-07-15,Hambantota,6.1429,81.1212,27.25,27.63,26.86,5.17,88.16,18.69,9.32
2015-07-16,Hambantota,6.1429,81.1212,27.27,28.23,26.55,3.48,85.85,19.15,8.83
2015-07-17,Hambantota,6.1429,81.1212,27.32,28.37,26.6,2.31,85.09,17.74,8.48
2015-07-18,Hambantota,6.1429,81.1212,27.33,28.61,26.6,1.96,85.75,13.83,7.94
2015-07-19,Hambantota,6.1429,81.1212,27.64,29.26,26.39,1.45,84.54,20.69,7.76
2015-07-20,Hambantota,6.1429,81.1212,27.43,28.36,26.57,1.97,85.34,19.47,7.37
2015-07-21,Hambantota,6.1429,81.1212,27.58,28.67,26.92,4.09,86.26,17.03,7.11
2015-07-22,Hambantota,6.1429,81.1212,26.96,27.7,26.07,9.51,88.97,19.11,6.42
2015-07-23,Hambantota,6.1429,81.1212,26.58,28.05,25.77,5.13,85.22,12.05,5.75
2015-07-24,Hambantota,6.1429,81.1212,27.01,28.27,26.0,0.86,84.13,22.55,6.68
2015-07-25,Hambantota,6.1429,81.1212,27.3,28.3,26.66,2.83,82.76,20.7,6.54
2015-07-26,Hambantota,6.1429,81.1212,27.25,28.35,26.49,4.38,83.96,22.66,5.86
2015-07-27,Hambantota,6.1429,81.1212,27.17,28.19,26.38,2.5,86.1,21.09,4.71
2015-07-28,Hambantota,6.1429,81.1212,27.14,28.14,26.21,1.73,86.02,22.47,5.17
2015-07-29,Hambantota,6.1429,81.1212,27.31,28.2,26.6,1.99,84.75,23.32,5.87
2015-07-30,Hambantota,6.1429,81.1212,27.27,28.24,26.63,1.2,83.83,22.36,5.79
2015-07-31,Hambantota,6.1429,81.1212,27.32,28.52,26.49,1.06,84.71,22.24,6.33
2015-08-01,Hambantota,6.1429,81.1212,27.38,28.63,26.53,1.01,83.81,23.37,6.7
2015-08-02,Hambantota,6.1429,81.1212,27.32,28.56,26.45,2.03,85.73,22.95,6.93
2015-08-03,Hambantota,6.1429,81.1212,27.24,27.91,26.79,5.54,86.92,22.25,7.57
2015-08-04,Hambantota,6.1429,81.1212,27.37,28.38,26.68,11.76,85.81,20.25,7.85
2015-08-05,Hambantota,6.1429,81.1212,27.29,28.62,26.43,2.74,77.99,13.37,8.44
2015-08-06,Hambantota,6.1429,81.1212,27.39,28.8,26.34,3.36,84.15,23.5,7.8
2015-08-07,Hambantota,6.1429,81.1212,27.68,29.02,26.76,3.51,84.06,23.72,7.73
2015-08-08,Hambantota,6.1429,81.1212,27.75,28.95,27.07,2.69,85.73,23.37,7.97
2015-08-09,Hambantota,6.1429,81.1212,27.6,28.38,27.07,2.81,85.79,18.43,8.9
2015-08-10,Hambantota,6.1429,81.1212,27.5,28.79,26.85,1.71,86.56,20.79,8.88
2015-08-11,Hambantota,6.1429,81.1212,27.45,28.88,26.5,1.74,82.95,19.55,9.03
2015-08-12,Hambantota,6.1429,81.1212,27.67,28.77,26.87,0.9,83.74,21.82,9.03
2015-08-13,Hambantota,6.1429,81.1212,27.76,29.22,26.77,1.14,83.68,22.72,7.6
2015-08-14,Hambantota,6.1429,81.1212,27.81,29.56,26.71,1.78,84.01,23.16,7.5
2015-08-15,Hambantota,6.1429,81.1212,27.69,29.07,26.81,7.57,85.62,21.33,6.44
2015-08-16,Hambantota,6.1429,81.1212,26.82,27.26,26.52,19.57,88.16,12.51,3.86
2015-08-17,Hambantota,6.1429,81.1212,26.76,27.69,26.08,3.53,86.2,20.38,3.99
2015-08-18,Hambantota,6.1429,81.1212,26.97,27.9,26.3,5.88,85.46,21.71,4.84
2015-08-19,Hambantota,6.1429,81.1212,27.51,28.56,26.52,1.44,84.49,24.56,5.58
2015-08-20,Hambantota,6.1429,81.1212,27.95,29.08,27.14,2.04,81.71,24.13,6.37
2015-08-21,Hambantota,6.1429,81.1212,27.71,28.64,26.94,3.22,82.13,22.76,5.96
2015-08-22,Hambantota,6.1429,81.1212,27.71,28.73,26.97,4.67,84.29,23.87,7.21
2015-08-23,Hambantota,6.1429,81.1212,27.65,28.69,26.94,3.85,85.7,23.16,7.32
2015-08-24,Hambantota,6.1429,81.1212,27.63,28.72,26.84,5.65,83.41,21.27,7.6
2015-08-25,Hambantota,6.1429,81.1212,27.92,29.34,26.94,6.27,81.39,22.14,8.14
2015-08-26,Hambantota,6.1429,81.1212,27.66,28.48,27.04,10.34,84.32,21.71,8.01
2015-08-27,Hambantota,6.1429,81.1212,27.9,29.17,27.02,11.53,79.46,13.47,8.56
2015-08-28,Hambantota,6.1429,81.1212,27.55,28.65,26.69,5.08,82.08,12.55,8.19
2015-08-29,Hambantota,6.1429,81.1212,27.61,28.74,26.67,3.69,83.97,22.79,7.76
2015-08-30,Hambantota,6.1429,81.1212,27.54,28.57,26.83,2.03,84.3,21.94,8.16
2015-08-31,Hambantota,6.1429,81.1212,27.43,28.65,26.88,2.7,86.16,20.36,7.18
2015-09-01,Hambantota,6.1429,81.1212,27.63,28.73,26.79,1.99,83.57,23.32,7.51
2015-09-02,Hambantota,6.1429,81.1212,28.04,29.32,27.1,4.21,83.39,23.12,6.55
2015-09-03,Hambantota,6.1429,81.1212,27.27,28.19,26.45,23.39,86.42,20.47,7.22
2015-09-04,Hambantota,6.1429,81.1212,26.56,27.21,25.98,17.79,86.89,21.9,5.21
2015-09-05,Hambantota,6.1429,81.1212,26.46,27.53,25.44,12.66,85.9,12.81,3.94
2015-09-06,Hambantota,6.1429,81.1212,26.6,27.68,25.35,6.45,83.56,22.95,4.8
2015-09-07,Hambantota,6.1429,81.1212,26.8,27.79,26.0,11.88,81.52,18.04,4.81
2015-09-08,Hambantota,6.1429,81.1212,26.98,28.36,25.89,1.25,80.48,21.36,4.68
2015-09-09,Hambantota,6.1429,81.1212,27.26,28.5,26.16,4.54,84.97,23.7,5.55
2015-09-10,Hambantota,6.1429,81.1212,27.46,28.46,26.65,6.45,85.08,21.43,5.45
2015-09-11,Hambantota,6.1429,81.1212,27.62,28.43,26.96,14.17,83.89,17.62,5.42
2015-09-12,Hambantota,6.1429,81.1212,27.66,28.58,27.04,4.7,84.3,21.8,6.02
2015-09-13,Hambantota,6.1429,81.1212,27.82,28.94,27.06,19.87,84.19,23.15,7.12
2015-09-14,Hambantota,6.1429,81.1212,27.84,28.93,27.13,4.61,83.95,24.11,7.83
2015-09-15,Hambantota,6.1429,81.1212,27.65,28.35,27.2,11.55,86.99,20.8,8.33
2015-09-16,Hambantota,6.1429,81.1212,27.91,29.0,27.16,6.16,84.17,17.73,8.93
2015-09-17,Hambantota,6.1429,81.1212,28.3,29.26,27.59,10.25,83.97,19.98,8.44
2015-09-18,Hambantota,6.1429,81.1212,27.93,28.42,27.42,7.65,84.8,16.48,8.23
2015-09-19,Hambantota,6.1429,81.1212,27.37,28.06,26.8,12.22,85.43,14.96,7.63
2015-09-20,Hambantota,6.1429,81.1212,27.35,27.91,26.93,15.81,87.82,18.38,7.19
2015-09-21,Hambantota,6.1429,81.1212,27.41,28.24,26.83,2.18,85.49,20.58,7.38
2015-09-22,Hambantota,6.1429,81.1212,27.54,29.09,26.14,2.7,83.46,24.19,6.3
2015-09-23,Hambantota,6.1429,81.1212,27.19,28.05,26.54,22.0,87.18,21.04,5.99
2015-09-24,Hambantota,6.1429,81.1212,27.16,28.16,26.31,14.93,85.68,19.6,6.18
2015-09-25,Hambantota,6.1429,81.1212,27.38,28.37,26.72,10.08,84.33,21.74,6.75
2015-09-26,Hambantota,6.1429,81.1212,27.17,27.77,26.59,33.31,87.42,15.25,7.27
2015-09-27,Hambantota,6.1429,81.1212,27.2,27.75,26.86,21.46,85.7,16.99,7.13
2015-09-28,Hambantota,6.1429,81.1212,27.14,28.16,26.03,23.31,84.55,17.41,7.39
2015-09-29,Hambantota,6.1429,81.1212,26.46,26.83,26.01,28.69,87.27,17.42,7.03
2015-09-30,Hambantota,6.1429,81.1212,27.16,28.22,26.18,2.11,81.53,13.95,6.71
2015-10-01,Hambantota,6.1429,81.1212,27.42,28.49,26.75,5.97,84.33,21.75,5.08
2015-10-02,Hambantota,6.1429,81.1212,27.2,28.05,26.58,7.03,87.26,23.11,3.92
2015-10-03,Hambantota,6.1429,81.1212,27.49,28.66,26.36,5.39,86.3,21.25,4.36
2015-10-04,Hambantota,6.1429,81.1212,27.76,28.33,27.22,5.1,86.35,21.24,6.44
2015-10-05,Hambantota,6.1429,81.1212,27.75,28.4,27.35,4.09,84.83,16.55,7.38
2015-10-06,Hambantota,6.1429,81.1212,27.81,28.69,27.19,8.66,85.28,21.8,5.67
2015-10-07,Hambantota,6.1429,81.1212,27.34,28.17,26.75,18.54,88.47,22.45,5.16
2015-10-08,Hambantota,6.1429,81.1212,27.39,28.39,26.43,10.75,83.42,22.88,5.47
2015-10-09,Hambantota,6.1429,81.1212,27.39,28.07,26.81,5.08,82.63,22.67,5.93
2015-10-10,Hambantota,6.1429,81.1212,27.73,28.8,26.68,6.88,82.53,23.54,5.82
2015-10-11,Hambantota,6.1429,81.1212,27.88,28.94,27.12,8.08,81.88,22.67,4.5
2015-10-12,Hambantota,6.1429,81.1212,27.82,28.89,26.9,9.49,82.31,21.24,3.64
2015-10-13,Hambantota,6.1429,81.1212,27.79,28.83,26.96,3.51,81.89,22.53,3.47
2015-10-14,Hambantota,6.1429,81.1212,27.51,28.48,26.75,6.9,81.93,21.8,2.94
2015-10-15,Hambantota,6.1429,81.1212,27.27,28.25,26.37,4.05,81.21,18.71,2.31
2015-10-16,Hambantota,6.1429,81.1212,27.37,28.47,26.36,7.37,80.32,21.87,1.8
2015-10-17,Hambantota,6.1429,81.1212,27.4,28.51,26.31,6.46,80.47,20.29,1.87
2015-10-18,Hambantota,6.1429,81.1212,27.63,28.61,26.97,7.24,81.14,17.86,1.97
2015-10-19,Hambantota,6.1429,81.1212,27.68,28.89,26.78,5.01,81.39,20.98,2.42
2015-10-20,Hambantota,6.1429,81.1212,27.69,28.7,26.76,6.36,81.41,17.95,1.99
2015-10-21,Hambantota,6.1429,81.1212,27.58,28.62,26.83,5.96,81.08,19.38,1.84
2015-10-22,Hambantota,6.1429,81.1212,27.52,28.39,26.85,10.14,84.55,15.29,2.9
2015-10-23,Hambantota,6.1429,81.1212,27.26,27.95,26.49,23.19,87.61,15.96,4.76
2015-10-24,Hambantota,6.1429,81.1212,27.2,28.63,26.22,19.67,86.46,13.8,5.01
2015-10-25,Hambantota,6.1429,81.1212,27.07,27.57,26.65,19.82,87.11,6.77,6.82
2015-10-26,Hambantota,6.1429,81.1212,26.66,27.31,26.2,33.07,85.27,10.54,4.64
2015-10-27,Hambantota,6.1429,81.1212,26.64,27.38,25.88,26.75,85.79,7.99,4.07
2015-10-28,Hambantota,6.1429,81.1212,26.77,27.69,26.24,21.06,86.42,13.22,5.58
2015-10-29,Hambantota,6.1429,81.1212,26.65,27.11,26.07,19.79,88.49,7.93,4.78
2015-10-30,Hambantota,6.1429,81.1212,27.16,27.63,26.76,7.11,87.04,18.49,6.41
2015-10-31,Hambantota,6.1429,81.1212,27.33,28.25,26.5,9.12,85.28,13.95,4.29
2015-11-01,Hambantota,6.1429,81.1212,26.57,27.2,25.95,6.63,84.51,15.92,2.85
2015-11-02,Hambantota,6.1429,81.1212,26.63,27.28,25.85,19.0,82.29,17.27,1.74
2015-11-03,Hambantota,6.1429,81.1212,27.06,28.09,26.19,16.2,82.76,16.84,3.68
2015-11-04,Hambantota,6.1429,81.1212,26.88,27.81,26.05,11.79,81.5,14.5,2.52
2015-11-05,Hambantota,6.1429,81.1212,27.11,28.17,26.39,10.2,79.75,17.81,1.58
2015-11-06,Hambantota,6.1429,81.1212,26.48,27.04,26.0,17.08,85.11,16.94,3.2
2015-11-07,Hambantota,6.1429,81.1212,27.02,27.88,26.09,8.03,82.34,20.44,3.68
2015-11-08,Hambantota,6.1429,81.1212,26.75,27.54,26.23,18.65,87.36,16.75,4.68
2015-11-09,Hambantota,6.1429,81.1212,27.17,27.98,26.35,11.7,84.98,15.0,6.5
2015-11-10,Hambantota,6.1429,81.1212,27.73,28.72,27.02,4.96,85.44,16.44,5.81
2015-11-11,Hambantota,6.1429,81.1212,27.16,27.97,26.32,8.53,86.03,12.88,4.89
2015-11-12,Hambantota,6.1429,81.1212,27.29,28.85,26.07,18.51,84.13,16.78,2.46
2015-11-13,Hambantota,6.1429,81.1212,26.74,27.86,25.98,34.95,85.61,8.67,2.0
2015-11-14,Hambantota,6.1429,81.1212,26.79,27.68,26.05,18.54,85.38,8.67,4.02
2015-11-15,Hambantota,6.1429,81.1212,26.99,28.09,26.22,17.13,85.92,12.55,7.15
2015-11-16,Hambantota,6.1429,81.1212,27.26,28.16,26.4,4.21,84.9,17.89,6.41
2015-11-17,Hambantota,6.1429,81.1212,27.93,29.09,26.91,2.48,82.91,19.11,5.0
2015-11-18,Hambantota,6.1429,81.1212,27.78,29.13,26.4,1.2,78.63,21.59,3.67
2015-11-19,Hambantota,6.1429,81.1212,27.8,29.22,26.62,3.01,76.82,20.19,1.74
2015-11-20,Hambantota,6.1429,81.1212,27.35,28.41,26.27,5.34,80.81,21.3,2.65
2015-11-21,Hambantota,6.1429,81.1212,26.41,26.98,25.54,9.68,86.11,10.33,3.18
2015-11-22,Hambantota,6.1429,81.1212,27.78,28.87,26.61,3.1,81.39,16.13,3.6
2015-11-23,Hambantota,6.1429,81.1212,27.85,28.89,27.02,3.41,81.99,18.4,3.65
2015-11-24,Hambantota,6.1429,81.1212,27.4,28.41,26.44,3.23,85.8,19.52,4.11
2015-11-25,Hambantota,6.1429,81.1212,27.41,28.3,26.64,5.17,86.94,20.88,5.0
2015-11-26,Hambantota,6.1429,81.1212,26.9,27.89,26.29,6.67,84.08,20.82,3.12
2015-11-27,Hambantota,6.1429,81.1212,27.17,28.05,26.12,1.97,80.43,16.18,2.39
2015-11-28,Hambantota,6.1429,81.1212,27.35,28.49,26.3,8.48,78.95,11.28,1.57
2015-11-29,Hambantota,6.1429,81.1212,26.78,27.71,26.0,28.63,83.24,4.14,4.29
2015-11-30,Hambantota,6.1429,81.1212,27.13,28.3,25.92,43.9,85.39,14.86,3.83
2015-12-01,Hambantota,6.1429,81.1212,26.87,27.2,26.48,12.39,87.1,14.22,3.88
2015-12-02,Hambantota,6.1429,81.1212,27.31,28.13,26.58,13.62,86.05,16.89,5.32
2015-12-03,Hambantota,6.1429,81.1212,27.45,28.53,26.36,6.03,85.67,17.77,4.45
2015-12-04,Hambantota,6.1429,81.1212,27.17,28.06,26.57,5.99,86.0,15.14,2.4
2015-12-05,Hambantota,6.1429,81.1212,27.13,27.94,26.44,5.04,86.26,11.6,2.46
2015-12-06,Hambantota,6.1429,81.1212,26.68,27.15,25.91,11.07,89.76,16.81,5.2
2015-12-07,Hambantota,6.1429,81.1212,25.98,26.42,25.41,24.88,89.39,11.12,2.15
2015-12-08,Hambantota,6.1429,81.1212,26.56,27.14,26.04,40.01,85.8,9.44,1.48
2015-12-09,Hambantota,6.1429,81.1212,27.09,27.97,26.02,7.44,86.08,18.26,3.73
2015-12-10,Hambantota,6.1429,81.1212,27.1,27.98,26.34,9.32,89.84,10.58,4.44
2015-12-11,Hambantota,6.1429,81.1212,26.85,27.72,26.15,6.26,84.09,16.2,1.65
2015-12-12,Hambantota,6.1429,81.1212,26.94,27.84,26.16,4.54,87.2,15.65,3.41
2015-12-13,Hambantota,6.1429,81.1212,26.97,27.65,26.35,3.66,86.44,15.02,2.3
2015-12-14,Hambantota,6.1429,81.1212,27.01,27.99,26.31,8.11,84.24,19.68,1.82
2015-12-15,Hambantota,6.1429,81.1212,27.21,28.16,26.29,10.78,85.01,17.99,3.19
2015-12-16,Hambantota,6.1429,81.1212,27.21,28.15,26.3,5.83,84.02,18.5,3.64
2015-12-17,Hambantota,6.1429,81.1212,27.12,28.03,26.36,8.67,84.06,8.98,4.81
2015-12-18,Hambantota,6.1429,81.1212,26.85,27.93,25.86,5.29,83.3,13.87,2.62
2015-12-19,Hambantota,6.1429,81.1212,26.76,27.66,25.9,9.41,87.06,10.04,4.02
2015-12-20,Hambantota,6.1429,81.1212,26.96,28.18,25.99,4.4,85.8,18.29,6.15
2015-12-21,Hambantota,6.1429,81.1212,27.04,28.44,25.91,3.15,83.68,18.74,6.16
2015-12-22,Hambantota,6.1429,81.1212,26.86,28.15,25.86,0.65,81.83,20.79,6.96
2015-12-23,Hambantota,6.1429,81.1212,26.89,28.36,25.51,0.04,79.14,21.83,6.13
2015-12-24,Hambantota,6.1429,81.1212,26.83,28.48,25.27,0.05,78.05,21.64,5.35
2015-12-25,Hambantota,6.1429,81.1212,26.9,28.74,25.14,0.89,81.97,18.85,5.21
2015-12-26,Hambantota,6.1429,81.1212,27.19,28.62,26.05,4.53,84.71,15.08,6.57
2015-12-27,Hambantota,6.1429,81.1212,27.34,28.58,26.2,24.62,87.95,4.78,7.28
2015-12-28,Hambantota,6.1429,81.1212,27.35,28.15,26.82,20.3,87.61,13.85,6.67
2015-12-29,Hambantota,6.1429,81.1212,27.62,28.68,26.87,13.83,87.82,15.5,6.18
2015-12-30,Hambantota,6.1429,81.1212,27.35,28.61,26.28,2.94,83.98,19.69,7.86
2015-12-31,Hambantota,6.1429,81.1212,27.28,28.68,25.96,3.43,84.84,18.3,7.76
2016-01-01,Hambantota,6.1429,81.1212,27.49,28.69,26.61,1.57,82.48,16.98,7.51
2016-01-02,Hambantota,6.1429,81.1212,27.25,28.61,26.14,0.54,83.17,17.04,7.0
2016-01-03,Hambantota,6.1429,81.1212,27.03,28.49,25.87,0.28,84.54,20.46,7.11
2016-01-04,Hambantota,6.1429,81.1212,27.35,28.73,26.22,1.17,84.99,18.78,6.38
2016-01-05,Hambantota,6.1429,81.1212,27.4,28.68,26.29,3.4,86.57,16.24,5.42
2016-01-06,Hambantota,6.1429,81.1212,27.47,28.57,26.74,9.26,86.72,16.6,5.8
2016-01-07,Hambantota,6.1429,81.1212,27.09,27.78,26.41,11.07,86.98,13.4,6.51
2016-01-08,Hambantota,6.1429,81.1212,26.98,28.26,26.15,4.6,84.64,16.57,6.05
2016-01-09,Hambantota,6.1429,81.1212,27.07,28.28,26.14,0.5,82.86,20.15,5.97
2016-01-10,Hambantota,6.1429,81.1212,26.93,28.31,25.66,1.24,85.55,17.84,6.16
2016-01-11,Hambantota,6.1429,81.1212,27.05,28.57,26.1,0.31,82.77,20.14,6.97
2016-01-12,Hambantota,6.1429,81.1212,26.84,28.4,25.87,0.0,81.55,19.92,6.99
2016-01-13,Hambantota,6.1429,81.1212,26.33,27.52,25.33,0.0,79.97,17.95,5.7
2016-01-14,Hambantota,6.1429,81.1212,26.1,27.23,25.1,0.0,80.44,21.15,5.72
2016-01-15,Hambantota,6.1429,81.1212,26.3,27.96,24.45,0.0,80.36,19.33,4.28
2016-01-16,Hambantota,6.1429,81.1212,26.57,28.27,25.19,0.0,83.34,19.82,3.87
2016-01-17,Hambantota,6.1429,81.1212,26.74,28.35,25.42,0.0,81.42,21.05,4.87
2016-01-18,Hambantota,6.1429,81.1212,26.36,28.23,24.53,0.0,80.7,21.85,5.2
2016-01-19,Hambantota,6.1429,81.1212,26.62,28.19,25.1,0.0,81.55,21.93,5.68
2016-01-20,Hambantota,6.1429,81.1212,26.89,28.62,25.13,0.0,81.17,21.47,5.09
2016-01-21,Hambantota,6.1429,81.1212,27.05,28.76,25.38,0.03,80.57,21.05,5.45
2016-01-22,Hambantota,6.1429,81.1212,27.25,28.8,25.67,0.14,82.01,21.63,5.03
2016-01-23,Hambantota,6.1429,81.1212,27.26,28.51,26.22,10.5,86.8,17.51,5.75
2016-01-24,Hambantota,6.1429,81.1212,27.49,28.84,26.36,3.62,86.01,19.8,5.93
2016-01-25,Hambantota,6.1429,81.1212,27.55,29.07,26.39,7.04,85.51,13.76,6.89
2016-01-26,Hambantota,6.1429,81.1212,27.57,29.15,26.44,5.46,84.02,21.22,6.62
2016-01-27,Hambantota,6.1429,81.1212,26.93,28.78,25.44,0.76,79.5,22.36,6.2
2016-01-28,Hambantota,6.1429,81.1212,26.58,28.59,24.35,0.01,77.86,23.07,4.09
2016-01-29,Hambantota,6.1429,81.1212,26.5,28.48,24.86,0.2,78.74,20.41,5.07
2016-01-30,Hambantota,6.1429,81.1212,26.36,28.2,24.67,0.3,77.99,16.53,6.14
2016-01-31,Hambantota,6.1429,81.1212,26.44,28.05,25.33,0.61,82.56,13.71,6.69
2016-02-01,Hambantota,6.1429,81.1212,26.84,28.63,25.47,0.02,81.6,20.84,6.07
2016-02-02,Hambantota,6.1429,81.1212,26.37,28.29,24.8,0.01,79.98,16.99,7.63
2016-02-03,Hambantota,6.1429,81.1212,25.9,27.78,24.38,0.0,77.68,22.19,6.87
2016-02-04,Hambantota,6.1429,81.1212,26.26,28.17,24.12,0.0,78.47,19.11,5.59
2016-02-05,Hambantota,6.1429,81.1212,26.8,28.18,25.52,4.41,82.84,15.96,5.61
2016-02-06,Hambantota,6.1429,81.1212,27.26,28.83,25.82,3.84,81.74,16.72,5.35
2016-02-07,Hambantota,6.1429,81.1212,27.48,28.9,26.2,3.9,82.31,17.83,4.3
2016-02-08,Hambantota,6.1429,81.1212,27.49,28.99,26.22,4.78,84.9,18.39,5.28
2016-02-09,Hambantota,6.1429,81.1212,27.54,28.96,26.35,6.11,84.99,18.42,4.56
2016-02-10,Hambantota,6.1429,81.1212,27.39,28.91,26.23,3.62,83.31,18.71,3.76
2016-02-11,Hambantota,6.1429,81.1212,27.15,29.16,25.51,0.1,81.56,21.2,3.79
2016-02-12,Hambantota,6.1429,81.1212,27.04,29.1,25.41,0.03,77.7,23.65,4.17
2016-02-13,Hambantota,6.1429,81.1212,26.94,28.77,24.97,0.0,75.09,22.3,3.75
2016-02-14,Hambantota,6.1429,81.1212,27.14,29.01,25.33,0.11,76.47,22.78,4.13
2016-02-15,Hambantota,6.1429,81.1212,27.41,29.24,25.78,15.21,83.41,17.52,5.14
2016-02-16,Hambantota,6.1429,81.1212,27.1,28.41,26.25,8.86,83.75,16.64,7.13
2016-02-17,Hambantota,6.1429,81.1212,27.74,29.0,26.28,18.76,86.89,13.7,6.91
2016-02-18,Hambantota,6.1429,81.1212,28.15,29.27,27.44,15.91,86.04,18.43,7.35
2016-02-19,Hambantota,6.1429,81.1212,27.8,29.03,26.83,8.25,84.78,20.65,5.68
2016-02-20,Hambantota,6.1429,81.1212,27.57,29.0,26.41,2.0,83.66,20.57,4.81
2016-02-21,Hambantota,6.1429,81.1212,27.49,29.28,25.72,0.94,83.53,24.1,5.16
2016-02-22,Hambantota,6.1429,81.1212,27.39,28.91,26.01,0.17,79.3,24.06,5.66
