District,Season,Crop,Year,Cultivated Area,Production
Mullaitivu,Maha,Leeks,2020,117.24,1172.35
Mullaitivu,Maha,Leeks,2020,122.52,1373.2
Mullaitivu,Maha,Leeks,2020,94.32,1060.84
Mullaitivu,Maha,Okra,2020,119.79,997.56
Mullaitivu,Maha,Papaya,2020,190.0,5610.5
Mullaitivu,Maha,Pineapple,2020,108.92,2739.57
Mullaitivu,Maha,Potato,2020,145.58,2452.68
Mullaitivu,Maha,Red Onion,2020,88.59,853.49
Mullaitivu,Maha,Sesame,2020,52.08,317.39
Mullaitivu,Maha,Tomato,2020,81.34,1141.68
Mullaitivu,Maha,Watermelon,2020,134.6,2147.22
Mullaitivu,Maha,Watermelon,2020,132.65,2704.01
Mullaitivu,Maha,Watermelon,2020,136.21,2874.46
Mullaitivu,Maha,Yam,2020,136.36,1676.4
Mullaitivu,Yala,Banana,2020,203.82,8393.37
Mullaitivu,Yala,Banana,2020,145.43,5085.95
Mullaitivu,Yala,Banana,2020,159.17,5867.82
Mullaitivu,Yala,Beans,2020,76.68,736.44
Mullaitivu,Yala,Beans,2020,88.69,881.17
Mullaitivu,Yala,Beans,2020,78.29,805.27
Mullaitivu,Yala,Beans,2020,80.27,788.37
Mullaitivu,Yala,Big Onion,2020,77.33,838.24
Mullaitivu,Yala,Black Gram,2020,74.34,421.81
Mullaitivu,Yala,Brinjal,2020,122.42,1673.16
Mullaitivu,Yala,Cabbage,2020,107.07,1897.69
Mullaitivu,Yala,Carrot,2020,82.15,1361.75
Mullaitivu,Yala,Cauliflower,2020,83.03,1133.16
Mullaitivu,Yala,Chilli,2020,56.98,399.37
Mullaitivu,Yala,Chilli,2020,101.49,682.02
Mullaitivu,Yala,Cinnamon,2020,54.42,219.8
Mullaitivu,Yala,Cowpea,2020,75.93,543.69
Mullaitivu,Yala,Green Gram,2020,77.7,635.86
Mullaitivu,Yala,Maize,2020,112.05,1724.23
Mullaitivu,Yala,Okra,2020,63.05,622.37
Mullaitivu,Yala,Papaya,2020,215.68,5821.88
Mullaitivu,Yala,Pepper,2020,47.75,319.3
Mullaitivu,Yala,Potato,2020,112.77,2119.0
Mullaitivu,Yala,Potato,2020,139.86,2761.55
Mullaitivu,Yala,Red Onion,2020,65.24,576.87
Mullaitivu,Yala,Soybean,2020,92.04,1018.95
Mullaitivu,Yala,Soybean,2020,51.32,580.96
Mullaitivu,Yala,Tomato,2020,167.26,2239.65
Mullaitivu,Yala,Turmeric,2020,71.28,722.88
Mullaitivu,Yala,Watermelon,2020,173.22,3092.33
Nuwara Eliya,Maha,Banana,2020,157.95,5583.71
Nuwara Eliya,Maha,Banana,2020,245.37,6026.21
Nuwara Eliya,Maha,Beans,2020,85.61,815.77
Nuwara Eliya,Maha,Beans,2020,57.48,554.83
Nuwara Eliya,Maha,Beans,2020,112.02,1369.0
Nuwara Eliya,Maha,Beans,2020,76.25,668.92
Nuwara Eliya,Maha,Big Onion,2020,57.44,547.92
Nuwara Eliya,Maha,Black Gram,2020,21.81,151.01
Nuwara Eliya,Maha,Carrot,2020,164.63,2896.66
Nuwara Eliya,Maha,Carrot,2020,180.82,2301.8
Nuwara Eliya,Maha,Carrot,2020,186.26,2627.62
Nuwara Eliya,Maha,Carrot,2020,126.15,1637.44
Nuwara Eliya,Maha,Cauliflower,2020,61.36,868.41
Nuwara Eliya,Maha,Chilli,2020,44.53,441.87
Nuwara Eliya,Maha,Chilli,2020,39.62,310.41
Nuwara Eliya,Maha,Chilli,2020,50.12,370.3
Nuwara Eliya,Maha,Cowpea,2020,47.78,333.29
Nuwara Eliya,Maha,Cucumber,2020,99.35,1745.61
Nuwara Eliya,Maha,Cucumber,2020,75.64,1073.59
Nuwara Eliya,Maha,Ginger,2020,60.83,739.78
Nuwara Eliya,Maha,Green Gram,2020,43.17,300.92
Nuwara Eliya,Maha,Leeks,2020,159.44,1799.81
Nuwara Eliya,Maha,Long Bean,2020,61.63,540.79
Nuwara Eliya,Maha,Long Bean,2020,60.26,491.79
Nuwara Eliya,Maha,Maize,2020,98.91,1795.79
Nuwara Eliya,Maha,Maize,2020,92.61,1620.72
Nuwara Eliya,Maha,Mango,2020,136.05,3618.79
Nuwara Eliya,Maha,Pepper,2020,18.65,95.9
Nuwara Eliya,Maha,Pepper,2020,36.32,164.05
Nuwara Eliya,Maha,Pineapple,2020,117.58,2644.66
Nuwara Eliya,Maha,Sesame,2020,32.69,202.05
Nuwara Eliya,Maha,Sesame,2020,39.73,206.49
Nuwara Eliya,Maha,Snake Gourd,2020,67.72,568.03
Nuwara Eliya,Maha,Tea,2020,199.91,4541.23
Nuwara Eliya,Maha,Tomato,2020,87.69,1350.66
Nuwara Eliya,Maha,Watermelon,2020,115.11,2010.59
Nuwara Eliya,Yala,Ash Plantain,2020,120.23,4213.62
Nuwara Eliya,Yala,Banana,2020,208.43,5524.67
Nuwara Eliya,Yala,Banana,2020,126.78,4039.61
Nuwara Eliya,Yala,Beans,2020,83.02,665.44
Nuwara Eliya,Yala,Cassava,2020,117.65,2687.69
Nuwara Eliya,Yala,Cauliflower,2020,70.61,1016.0
Nuwara Eliya,Yala,Chilli,2020,45.24,330.42
Nuwara Eliya,Yala,Chilli,2020,39.5,323.36
Nuwara Eliya,Yala,Cinnamon,2020,33.0,180.61
Nuwara Eliya,Yala,Cowpea,2020,31.92,248.16
Nuwara Eliya,Yala,Mango,2020,94.19,1721.55
Nuwara Eliya,Yala,Mango,2020,108.43,2397.86
Nuwara Eliya,Yala,Mango,2020,179.04,4314.99
Nuwara Eliya,Yala,Papaya,2020,143.84,3347.73
Nuwara Eliya,Yala,Papaya,2020,168.6,4345.78
Nuwara Eliya,Yala,Papaya,2020,98.89,2396.56
Nuwara Eliya,Yala,Pepper,2020,36.46,188.42
Nuwara Eliya,Yala,Pineapple,2020,136.11,3547.01
Nuwara Eliya,Yala,Potato,2020,92.79,1781.75
Nuwara Eliya,Yala,Pumpkin,2020,90.68,1166.79
Nuwara Eliya,Yala,Rice,2020,114.34,2061.14
Nuwara Eliya,Yala,Sesame,2020,45.45,260.09
Nuwara Eliya,Yala,Snake Gourd,2020,50.68,513.65
Nuwara Eliya,Yala,Sweet Potato,2020,76.63,875.04
Nuwara Eliya,Yala,Tomato,2020,52.54,631.65
Nuwara Eliya,Yala,Watermelon,2020,114.66,2419.95
Polonnaruwa,Maha,Banana,2020,141.85,4960.24
Polonnaruwa,Maha,Beans,2020,65.74,672.72
Polonnaruwa,Maha,Beans,2020,80.95,946.33
Polonnaruwa,Maha,Bitter Gourd,2020,67.96,709.59
Polonnaruwa,Maha,Bitter Gourd,2020,79.08,881.5
Polonnaruwa,Maha,Black Gram,2020,47.73,385.65
Polonnaruwa,Maha,Carrot,2020,104.6,1869.82
Polonnaruwa,Maha,Cassava,2020,128.34,3111.09
Polonnaruwa,Maha,Chilli,2020,95.2,800.77
Polonnaruwa,Maha,Chilli,2020,73.29,548.83
Polonnaruwa,Maha,Chilli,2020,72.88,557.84
Polonnaruwa,Maha,Cinnamon,2020,41.62,165.87
Polonnaruwa,Maha,Cowpea,2020,51.18,358.14
Polonnaruwa,Maha,Cowpea,2020,57.1,426.37
Polonnaruwa,Maha,Green Gram,2020,79.34,715.35
Polonnaruwa,Maha,Groundnut,2020,67.74,605.78
Polonnaruwa,Maha,Okra,2020,47.34,463.09
Polonnaruwa,Maha,Okra,2020,59.12,512.41
Polonnaruwa,Maha,Papaya,2020,116.52,3482.76
Polonnaruwa,Maha,Pepper,2020,35.6,195.44
Polonnaruwa,Maha,Pineapple,2020,185.12,3437.47
Polonnaruwa,Maha,Red Onion,2020,80.86,846.32
Polonnaruwa,Maha,Rice,2020,130.14,3713.6
Polonnaruwa,Maha,Sesame,2020,61.09,395.17
Polonnaruwa,Maha,Soybean,2020,85.56,809.05
Polonnaruwa,Maha,Tea,2020,222.4,4550.7
Polonnaruwa,Maha,Tea,2020,165.94,3915.9
Polonnaruwa,Yala,Cabbage,2020,92.76,1570.17
Polonnaruwa,Yala,Carrot,2020,74.61,1251.68
Polonnaruwa,Yala,Chilli,2020,41.13,326.98
Polonnaruwa,Yala,Chilli,2020,55.36,408.42
Polonnaruwa,Yala,Cowpea,2020,59.5,583.77
Polonnaruwa,Yala,Cowpea,2020,76.3,564.4
Polonnaruwa,Yala,Ginger,2020,77.31,1005.32
Polonnaruwa,Yala,Groundnut,2020,69.49,689.45
Polonnaruwa,Yala,Leeks,2020,88.04,1101.34
Polonnaruwa,Yala,Leeks,2020,60.07,783.81
Polonnaruwa,Yala,Leeks,2020,84.74,960.91
Polonnaruwa,Yala,Leeks,2020,75.09,837.28
Polonnaruwa,Yala,Pumpkin,2020,82.42,1266.3
Polonnaruwa,Yala,Rice,2020,249.32,4541.5
Polonnaruwa,Yala,Sesame,2020,64.96,376.6
Polonnaruwa,Yala,Soybean,2020,45.08,419.37
Polonnaruwa,Yala,Sweet Potato,2020,90.67,1453.93
Polonnaruwa,Yala,Sweet Potato,2020,110.86,1515.12
Polonnaruwa,Yala,Taro,2020,85.28,1018.89
Polonnaruwa,Yala,Tea,2020,196.98,5008.64
Polonnaruwa,Yala,Tomato,2020,142.65,1666.62
Polonnaruwa,Yala,Turmeric,2020,71.62,753.9
Polonnaruwa,Yala,Turmeric,2020,77.13,844.99
Polonnaruwa,Yala,Watermelon,2020,117.27,2344.58
Puttalam,Maha,Banana,2020,276.72,9953.5
Puttalam,Maha,Banana,2020,198.83,5357.43
Puttalam,Maha,Beans,2020,56.89,604.38
Puttalam,Maha,Beans,2020,51.07,525.98
Puttalam,Maha,Bitter Gourd,2020,87.74,1048.97
Puttalam,Maha,Bitter Gourd,2020,90.94,661.41
Puttalam,Maha,Brinjal,2020,78.96,1031.09
Puttalam,Maha,Cabbage,2020,70.42,1010.69
Puttalam,Maha,Carrot,2020,97.12,1115.83
Puttalam,Maha,Carrot,2020,89.68,1101.65
Puttalam,Maha,Carrot,2020,114.62,1594.78
Puttalam,Maha,Carrot,2020,102.7,1744.48
Puttalam,Maha,Carrot,2020,100.23,1702.25
Puttalam,Maha,Carrot,2020,76.61,1248.83
Puttalam,Maha,Chilli,2020,79.59,605.35
Puttalam,Maha,Chilli,2020,64.27,482.06
Puttalam,Maha,Chilli,2020,74.78,540.9
Puttalam,Maha,Coconut,2020,335.75,8958.33
Puttalam,Maha,Cowpea,2020,92.78,666.75
Puttalam,Maha,Ginger,2020,74.2,863.7
Puttalam,Maha,Ginger,2020,122.15,1480.05
Puttalam,Maha,Green Gram,2020,65.37,574.9
Puttalam,Maha,Green Gram,2020,35.21,244.29
Puttalam,Maha,Groundnut,2020,100.28,1162.46
Puttalam,Maha,Leeks,2020,77.08,939.2
Puttalam,Maha,Leeks,2020,106.54,1247.75
Puttalam,Maha,Leeks,2020,87.83,884.01
Puttalam,Maha,Leeks,2020,59.59,742.14
Puttalam,Maha,Okra,2020,60.06,614.99
Puttalam,Maha,Pepper,2020,55.15,335.4
Puttalam,Maha,Potato,2020,124.91,2136.13
Puttalam,Maha,Pumpkin,2020,138.91,2248.27
Puttalam,Maha,Red Onion,2020,71.74,744.47
Puttalam,Maha,Snake Gourd,2020,78.93,782.31
Puttalam,Maha,Tomato,2020,58.17,763.29
Puttalam,Maha,Tomato,2020,98.94,1145.73
Puttalam,Maha,Watermelon,2020,175.28,4734.1
Puttalam,Maha,Watermelon,2020,207.49,4541.29
Puttalam,Maha,Watermelon,2020,112.12,2437.02
Puttalam,Maha,Watermelon,2020,170.46,2971.89
Puttalam,Yala,Banana,2020,191.36,6190.76
Puttalam,Yala,Banana,2020,127.08,4280.18
Puttalam,Yala,Beans,2020,56.53,492.97
Puttalam,Yala,Black Gram,2020,37.89,238.18
Puttalam,Yala,Cabbage,2020,129.99,2289.52
Puttalam,Yala,Cabbage,2020,92.79,1355.77
Puttalam,Yala,Cabbage,2020,122.69,2036.83
Puttalam,Yala,Cabbage,2020,125.73,1661.49
Puttalam,Yala,Carrot,2020,90.51,1341.59
Puttalam,Yala,Carrot,2020,74.13,1044.8
Puttalam,Yala,Pineapple,2020,180.3,3428.81
Puttalam,Yala,Potato,2020,142.84,3299.24
Puttalam,Yala,Pumpkin,2020,81.5,1065.43
Puttalam,Yala,Ridge Gourd,2020,55.91,574.72
Puttalam,Yala,Ridge Gourd,2020,64.37,738.38
Puttalam,Yala,Ridge Gourd,2020,49.91,511.82
Puttalam,Yala,Sesame,2020,29.48,149.13
Puttalam,Yala,Tea,2020,198.7,4911.02
Puttalam,Yala,Watermelon,2020,227.8,3850.79
Puttalam,Yala,Yam,2020,80.76,1005.76
Ratnapura,Maha,Ash Plantain,2020,236.96,6748.48
Ratnapura,Maha,Ash Plantain,2020,218.35,6599.9
Ratnapura,Maha,Banana,2020,194.7,6101.22
Ratnapura,Maha,Banana,2020,244.51,10050.64
Ratnapura,Maha,Beans,2020,85.32,866.75
Ratnapura,Maha,Beans,2020,56.83,587.17
Ratnapura,Maha,Big Onion,2020,77.52,814.52
Ratnapura,Maha,Bitter Gourd,2020,111.67,1236.49
Ratnapura,Maha,Cabbage,2020,69.96,1156.28
Ratnapura,Maha,Carrot,2020,103.52,1706.61
Ratnapura,Maha,Carrot,2020,85.07,1232.79
Ratnapura,Maha,Cauliflower,2020,107.51,1067.51
Ratnapura,Maha,Cauliflower,2020,94.72,1136.1
Ratnapura,Maha,Chilli,2020,54.38,450.21
Ratnapura,Maha,Chilli,2020,49.84,377.16
Ratnapura,Maha,Chilli,2020,44.24,362.23
Ratnapura,Maha,Chilli,2020,57.82,561.12
Ratnapura,Maha,Cowpea,2020,50.98,444.03
Ratnapura,Maha,Cowpea,2020,49.17,402.8
Ratnapura,Maha,Cucumber,2020,98.23,1750.93
Ratnapura,Maha,Cucumber,2020,93.41,1716.43
Ratnapura,Maha,Green Gram,2020,38.95,272.41
Ratnapura,Maha,Groundnut,2020,64.95,581.62
Ratnapura,Maha,Groundnut,2020,69.52,642.55
Ratnapura,Maha,Groundnut,2020,80.73,748.9
Ratnapura,Maha,Leeks,2020,56.9,580.85
Ratnapura,Maha,Leeks,2020,106.77,1343.91
Ratnapura,Maha,Maize,2020,131.94,2157.72
Ratnapura,Maha,Papaya,2020,215.33,5115.02
Ratnapura,Maha,Red Onion,2020,57.35,673.05
Ratnapura,Maha,Ridge Gourd,2020,81.8,917.34
Ratnapura,Maha,Sweet Potato,2020,117.33,1306.0
Ratnapura,Maha,Tea,2020,165.12,4062.73
Ratnapura,Maha,Tea,2020,317.34,7100.17
Ratnapura,Maha,Turmeric,2020,76.86,847.37
Ratnapura,Maha,Watermelon,2020,120.9,2126.02
Ratnapura,Maha,Watermelon,2020,91.74,1689.47
Ratnapura,Yala,Banana,2020,268.87,8781.65
Ratnapura,Yala,Banana,2020,131.48,3908.93
Ratnapura,Yala,Banana,2020,157.62,6472.21
Ratnapura,Yala,Beans,2020,74.61,811.14
Ratnapura,Yala,Beans,2020,60.88,465.4
Ratnapura,Yala,Black Gram,2020,50.98,333.92
Ratnapura,Yala,Brinjal,2020,96.9,1205.11
Ratnapura,Yala,Carrot,2020,109.55,1863.21
Ratnapura,Yala,Carrot,2020,116.04,1732.61
Ratnapura,Yala,Carrot,2020,122.51,2076.12
Ratnapura,Yala,Carrot,2020,73.49,1270.61
Ratnapura,Yala,Chilli,2020,61.39,456.55
Ratnapura,Yala,Chilli,2020,43.69,381.81
Ratnapura,Yala,Chilli,2020,40.79,356.82
Ratnapura,Yala,Chilli,2020,54.45,403.62
Ratnapura,Yala,Cinnamon,2020,28.31,118.41
Ratnapura,Yala,Cucumber,2020,90.46,1391.41
Ratnapura,Yala,Green Gram,2020,48.57,360.59
Ratnapura,Yala,Leeks,2020,79.9,854.05
Ratnapura,Yala,Long Bean,2020,52.78,345.15
Ratnapura,Yala,Pineapple,2020,71.48,1560.4
Ratnapura,Yala,Pineapple,2020,91.45,1816.99
Ratnapura,Yala,Pumpkin,2020,80.35,1320.9
Ratnapura,Yala,Tea,2020,171.7,4248.53
Ratnapura,Yala,Tea,2020,249.3,7910.21
Ratnapura,Yala,Tomato,2020,101.33,1127.72
Ratnapura,Yala,Yam,2020,43.11,689.93
Trincomalee,Maha,Banana,2020,177.31,7114.98
Trincomalee,Maha,Banana,2020,203.57,5961.6
Trincomalee,Maha,Banana,2020,161.04,5319.96
Trincomalee,Maha,Banana,2020,160.87,3985.41
Trincomalee,Maha,Banana,2020,107.21,3515.21
Trincomalee,Maha,Beans,2020,58.33,605.64
Trincomalee,Maha,Black Gram,2020,57.15,462.61
Trincomalee,Maha,Brinjal,2020,97.63,1146.25
Trincomalee,Maha,Carrot,2020,92.49,1608.9
Trincomalee,Maha,Carrot,2020,95.44,1654.06
Trincomalee,Maha,Cauliflower,2020,72.58,832.23
Trincomalee,Maha,Cauliflower,2020,100.86,1351.59
Trincomalee,Maha,Chilli,2020,39.73,361.05
Trincomalee,Maha,Chilli,2020,50.53,364.77
Trincomalee,Maha,Chilli,2020,52.49,386.4
Trincomalee,Maha,Coconut,2020,224.01,7284.27
Trincomalee,Maha,Coconut,2020,122.77,4305.78
Trincomalee,Maha,Groundnut,2020,47.77,463.46
Trincomalee,Maha,Leeks,2020,57.14,745.73
Trincomalee,Maha,Long Bean,2020,65.66,548.52
Trincomalee,Maha,Maize,2020,82.76,1566.06
Trincomalee,Maha,Maize,2020,78.93,1379.19
Trincomalee,Maha,Pepper,2020,37.7,182.59
Trincomalee,Maha,Potato,2020,98.39,2086.24
Trincomalee,Maha,Red Onion,2020,41.63,381.26
Trincomalee,Maha,Soybean,2020,60.85,550.69
Trincomalee,Maha,Soybean,2020,58.21,634.43
Trincomalee,Maha,Taro,2020,99.71,1315.37
Trincomalee,Maha,Taro,2020,82.03,988.35
Trincomalee,Maha,Taro,2020,81.19,1127.46
Trincomalee,Maha,Tea,2020,110.67,2566.26
Trincomalee,Maha,Watermelon,2020,101.49,2108.3
Trincomalee,Maha,Watermelon,2020,144.33,2838.75
Trincomalee,Maha,Yam,2020,130.18,1401.61
Trincomalee,Yala,Ash Plantain,2020,193.6,5918.54
Trincomalee,Yala,Banana,2020,197.74,6511.99
Trincomalee,Yala,Banana,2020,181.04,6068.56
Trincomalee,Yala,Beans,2020,109.85,1263.98
Trincomalee,Yala,Bitter Gourd,2020,48.44,523.29
Trincomalee,Yala,Brinjal,2020,45.42,463.39
Trincomalee,Yala,Cabbage,2020,92.78,1286.56
Trincomalee,Yala,Carrot,2020,100.96,1309.28
Trincomalee,Yala,Carrot,2020,118.25,1939.7
Trincomalee,Yala,Cauliflower,2020,76.23,943.69
Trincomalee,Yala,Chilli,2020,57.19,381.54
Trincomalee,Yala,Ginger,2020,115.26,1365.84
Trincomalee,Yala,Groundnut,2020,57.92,509.83
Trincomalee,Yala,Leeks,2020,60.0,752.03
Trincomalee,Yala,Long Bean,2020,51.61,555.88
Trincomalee,Yala,Papaya,2020,104.25,3356.73
Trincomalee,Yala,Pepper,2020,42.24,176.56
Trincomalee,Yala,Rice,2020,103.77,2241.03
Trincomalee,Yala,Rice,2020,79.4,1596.05
Trincomalee,Yala,Rice,2020,69.33,1524.15
Trincomalee,Yala,Taro,2020,41.35,498.05
Trincomalee,Yala,Taro,2020,87.33,1070.89
Trincomalee,Yala,Tomato,2020,98.23,1270.59
Trincomalee,Yala,Watermelon,2020,173.56,3493.1
Trincomalee,Yala,Watermelon,2020,66.1,1388.02
Trincomalee,Yala,Watermelon,2020,73.11,1694.98
Trincomalee,Yala,Watermelon,2020,141.67,2571.42
Vavuniya,Maha,Banana,2020,107.25,3443.79
Vavuniya,Maha,Banana,2020,179.6,5252.77
Vavuniya,Maha,Banana,2020,226.72,7475.5
Vavuniya,Maha,Beans,2020,66.19,620.5
Vavuniya,Maha,Beans,2020,90.03,1144.32
Vavuniya,Maha,Bitter Gourd,2020,57.93,574.92
Vavuniya,Maha,Bitter Gourd,2020,44.28,432.41
Vavuniya,Maha,Bitter Gourd,2020,65.47,619.96
Vavuniya,Maha,Black Gram,2020,56.1,426.7
Vavuniya,Maha,Carrot,2020,159.11,2397.41
Vavuniya,Maha,Chilli,2020,37.66,290.43
Vavuniya,Maha,Chilli,2020,56.49,406.25
Vavuniya,Maha,Cowpea,2020,27.58,261.74
Vavuniya,Maha,Groundnut,2020,49.2,596.53
Vavuniya,Maha,Leeks,2020,106.95,1240.51
Vavuniya,Maha,Long Bean,2020,38.64,381.5
Vavuniya,Maha,Maize,2020,73.3,1432.06
Vavuniya,Maha,Maize,2020,71.63,1196.12
Vavuniya,Maha,Maize,2020,131.5,2049.09
Vavuniya,Maha,Okra,2020,46.5,395.57
Vavuniya,Maha,Red Onion,2020,31.47,252.61
Vavuniya,Maha,Rice,2020,126.32,2560.93
Vavuniya,Maha,Ridge Gourd,2020,62.45,601.44
Vavuniya,Maha,Snake Gourd,2020,86.54,795.55
Vavuniya,Maha,Snake Gourd,2020,67.43,553.28
Vavuniya,Maha,Tea,2020,131.32,3025.1
Vavuniya,Maha,Yam,2020,92.9,1246.05
Vavuniya,Yala,Ash Plantain,2020,165.5,4389.46
Vavuniya,Yala,Banana,2020,177.56,7231.19
Vavuniya,Yala,Banana,2020,145.8,5184.19
Vavuniya,Yala,Beans,2020,59.68,457.65
Vavuniya,Yala,Bitter Gourd,2020,70.19,827.15
Vavuniya,Yala,Brinjal,2020,128.2,1396.12
Vavuniya,Yala,Carrot,2020,112.98,1710.11
Vavuniya,Yala,Carrot,2020,84.5,1284.59
Vavuniya,Yala,Carrot,2020,72.35,1095.47
Vavuniya,Yala,Carrot,2020,73.02,1202.2
Vavuniya,Yala,Carrot,2020,91.48,1295.12
Vavuniya,Yala,Carrot,2020,72.75,984.23
Vavuniya,Yala,Carrot,2020,69.72,1427.51
Vavuniya,Yala,Cauliflower,2020,69.2,1153.59
Vavuniya,Yala,Chilli,2020,46.79,346.86
Vavuniya,Yala,Cinnamon,2020,25.76,105.89
Vavuniya,Yala,Cucumber,2020,85.66,1091.75
Vavuniya,Yala,Leeks,2020,67.62,816.79
Vavuniya,Yala,Maize,2020,96.06,1449.08
Vavuniya,Yala,Okra,2020,55.73,434.98
Vavuniya,Yala,Pumpkin,2020,93.05,1505.66
Vavuniya,Yala,Ridge Gourd,2020,58.05,580.27
Vavuniya,Yala,Ridge Gourd,2020,78.48,890.69
Vavuniya,Yala,Sesame,2020,38.03,234.9
Vavuniya,Yala,Taro,2020,72.36,742.92
Vavuniya,Yala,Tea,2020,96.33,2491.85
Vavuniya,Yala,Turmeric,2020,54.03,492.52
Vavuniya,Yala,Watermelon,2020,61.91,1186.47
Vavuniya,Yala,Watermelon,2020,183.48,3355.77
Vavuniya,Yala,Watermelon,2020,92.69,1395.97
Vavuniya,Yala,Watermelon,2020,154.0,3052.28
Ampara,Maha,Ash Plantain,2021,268.82,8481.13
Ampara,Maha,Ash Plantain,2021,115.76,3109.55
Ampara,Maha,Banana,2021,187.64,6016.26
Ampara,Maha,Big Onion,2021,72.05,922.86
Ampara,Maha,Bitter Gourd,2021,75.89,695.67
Ampara,Maha,Bitter Gourd,2021,89.9,966.27
Ampara,Maha,Bitter Gourd,2021,44.34,443.12
Ampara,Maha,Carrot,2021,63.85,1020.14
Ampara,Maha,Carrot,2021,83.49,1136.58
Ampara,Maha,Carrot,2021,84.4,1181.43
Ampara,Maha,Carrot,2021,85.25,1178.67
Ampara,Maha,Carrot,2021,101.25,1658.46
Ampara,Maha,Cassava,2021,133.01,2813.87
Ampara,Maha,Chilli,2021,50.88,384.72
Ampara,Maha,Chilli,2021,73.03,584.92
Ampara,Maha,Chilli,2021,37.36,270.31
Ampara,Maha,Chilli,2021,38.65,390.12
Ampara,Maha,Coconut,2021,177.24,5443.27
Ampara,Maha,Cucumber,2021,62.98,927.7
Ampara,Maha,Cucumber,2021,62.55,1247.38
Ampara,Maha,Ginger,2021,44.09,511.36
Ampara,Maha,Ginger,2021,121.26,1424.54
Ampara,Maha,Ginger,2021,52.88,567.43
Ampara,Maha,Green Gram,2021,76.89,545.66
Ampara,Maha,Groundnut,2021,82.36,758.43
Ampara,Maha,Leeks,2021,90.41,922.84
Ampara,Maha,Long Bean,2021,47.28,372.11
Ampara,Maha,Long Bean,2021,47.69,425.7
Ampara,Maha,Long Bean,2021,52.44,510.98
Ampara,Maha,Maize,2021,64.85,1060.81
Ampara,Maha,Mango,2021,94.21,2627.59
Ampara,Maha,Mango,2021,92.94,1925.25
Ampara,Maha,Okra,2021,67.84,592.05
Ampara,Maha,Okra,2021,29.04,186.81
Ampara,Maha,Pepper,2021,30.66,158.99
Ampara,Maha,Pineapple,2021,143.8,3358.58
Ampara,Maha,Potato,2021,111.33,2560.42
Ampara,Maha,Pumpkin,2021,93.33,1360.86
Ampara,Maha,Pumpkin,2021,95.56,1396.12
Ampara,Maha,Ridge Gourd,2021,85.66,665.02
Ampara,Maha,Snake Gourd,2021,50.39,553.11
Ampara,Maha,Sweet Potato,2021,122.94,1333.27
Ampara,Maha,Sweet Potato,2021,123.04,1451.25
Ampara,Maha,Watermelon,2021,92.11,1327.13
Ampara,Maha,Watermelon,2021,91.14,1574.04
Ampara,Maha,Yam,2021,80.16,1147.85
Ampara,Maha,Yam,2021,71.33,1007.59
Ampara,Yala,Banana,2021,125.5,3719.69
Ampara,Yala,Banana,2021,162.43,5042.66
Ampara,Yala,Beans,2021,71.78,684.61
Ampara,Yala,Beans,2021,59.93,724.81
Ampara,Yala,Bitter Gourd,2021,64.35,618.28
Ampara,Yala,Carrot,2021,63.78,973.51
Ampara,Yala,Cauliflower,2021,76.98,989.75
Ampara,Yala,Chilli,2021,46.13,341.87
Ampara,Yala,Coconut,2021,199.26,6169.42
Ampara,Yala,Cowpea,2021,59.09,463.04
Ampara,Yala,Cucumber,2021,105.41,1711.32
Ampara,Yala,Green Gram,2021,48.23,311.14
Ampara,Yala,Green Gram,2021,42.62,262.41
Ampara,Yala,Leeks,2021,71.6,855.46
Ampara,Yala,Leeks,2021,97.99,981.91
Ampara,Yala,Leeks,2021,73.91,903.16
Ampara,Yala,Mango,2021,175.32,4284.74
Ampara,Yala,Okra,2021,47.42,399.35
Ampara,Yala,Red Onion,2021,64.4,526.48
Ampara,Yala,Snake Gourd,2021,52.77,523.61
Ampara,Yala,Tea,2021,138.83,3812.92
Ampara,Yala,Watermelon,2021,94.84,1841.62
Ampara,Yala,Watermelon,2021,137.15,2986.21
Ampara,Yala,Watermelon,2021,121.53,2226.57
Ampara,Yala,Watermelon,2021,122.57,2150.62
Ampara,Yala,Yam,2021,58.42,765.54
Anuradhapura,Maha,Banana,2021,189.35,5567.99
Anuradhapura,Maha,Banana,2021,214.85,7112.56
Anuradhapura,Maha,Banana,2021,316.06,9917.71
Anuradhapura,Maha,Beans,2021,51.04,459.46
Anuradhapura,Maha,Beans,2021,50.14,537.57
Anuradhapura,Maha,Big Onion,2021,94.53,1297.39
Anuradhapura,Maha,Black Gram,2021,51.9,340.78
Anuradhapura,Maha,Brinjal,2021,104.96,1355.37
Anuradhapura,Maha,Brinjal,2021,106.17,1340.97
Anuradhapura,Maha,Brinjal,2021,111.72,1484.79
Anuradhapura,Maha,Brinjal,2021,56.17,764.71
Anuradhapura,Maha,Brinjal,2021,106.16,1385.16
Anuradhapura,Maha,Carrot,2021,71.27,939.08
Anuradhapura,Maha,Carrot,2021,81.89,1369.0
Anuradhapura,Maha,Cauliflower,2021,121.47,1481.05
Anuradhapura,Maha,Cauliflower,2021,93.41,1589.71
Anuradhapura,Maha,Chilli,2021,79.33,751.93
Anuradhapura,Maha,Chilli,2021,78.69,576.22
Anuradhapura,Maha,Chilli,2021,63.17,519.86
Anuradhapura,Maha,Chilli,2021,90.78,679.34
Anuradhapura,Maha,Cinnamon,2021,38.28,167.98
