District,Crop,Year,Cultivated Area,Production,Agro_Ecological_Zone,Crop_standardized,Yield,Season_Maha,Season_Yala,SpatialCheck_Supported envelope,SpatialCheck_Unverified,AEZ_Dry Zone,AEZ_Intermediate Zone,AEZ_Unknown,AEZ_Up Country Intermediate Zone,AEZ_Up Country Wet Zone,AEZ_Wet Zone,District_encoded,Crop_encoded
Jaffna,Groundnut,2020,77.61,842.31,Dry,Ground Nuts,10.853111712408195,False,True,True,False,True,False,False,False,False,False,8,18
Jaffna,Long Bean,2020,103.12,1037.82,Dry,Long Bean,10.064197051978276,False,True,False,True,True,False,False,False,False,False,8,20
Jaffna,Long Bean,2020,74.95,589.57,Dry,Long Bean,7.866177451634424,False,True,False,True,True,False,False,False,False,False,8,20
Jaffna,Maize,2020,145.06,2274.92,Dry,Maize,15.682614090721081,False,True,True,False,True,False,False,False,False,False,8,21
Jaffna,Maize,2020,135.14,1795.14,Dry,Maize,13.283557791919494,False,True,True,False,True,False,False,False,False,False,8,21
Jaffna,Maize,2020,134.83,2038.64,Dry,Maize,15.120077134168953,False,True,True,False,True,False,False,False,False,False,8,21
Jaffna,Mango,2020,183.55,4233.48,Dry,Mango,23.06445110324162,False,True,False,True,True,False,False,False,False,False,8,22
Jaffna,Okra,2020,89.01,758.89,Dry,Okra,8.525895966745308,False,True,False,True,True,False,False,False,False,False,8,24
Jaffna,Okra,2020,68.54,605.09,Dry,Okra,8.828275459585644,False,True,False,True,True,False,False,False,False,False,8,24
Jaffna,Okra,2020,72.36,550.02,Dry,Okra,7.601160862354892,False,True,False,True,True,False,False,False,False,False,8,24
Jaffna,Potato,2020,138.93,2453.48,Dry,Potatoes,17.65982869070755,False,True,True,False,True,False,False,False,False,False,8,28
Jaffna,Potato,2020,137.37,2999.64,Dry,Potatoes,21.836208779209432,False,True,True,False,True,False,False,False,False,False,8,28
Jaffna,Potato,2020,109.25,1815.24,Dry,Potatoes,16.615469107551487,False,True,True,False,True,False,False,False,False,False,8,28
Jaffna,Pumpkin,2020,100.11,1715.89,Dry,Pumpkin,17.1400459494556,False,True,False,True,True,False,False,False,False,False,8,29
Jaffna,Pumpkin,2020,100.08,1403.53,Dry,Pumpkin,14.02408073541167,False,True,False,True,True,False,False,False,False,False,8,29
Jaffna,Red Onion,2020,208.32,1695.11,Dry,Red Onion,8.137048771121352,False,True,True,False,True,False,False,False,False,False,8,30
Jaffna,Ridge Gourd,2020,89.74,982.31,Dry,Ridge Gourd,10.946177847113885,False,True,False,True,True,False,False,False,False,False,8,32
Jaffna,Ridge Gourd,2020,83.91,693.25,Dry,Ridge Gourd,8.261828149207485,False,True,False,True,True,False,False,False,False,False,8,32
Jaffna,Sesame,2020,64.75,381.64,Dry,Gingelly,5.894054054054054,False,True,False,True,True,False,False,False,False,False,8,15
Jaffna,Snake Gourd,2020,100.87,878.22,Dry,Snake Gourd,8.70645385149202,False,True,False,True,True,False,False,False,False,False,8,33
Jaffna,Sweet Potato,2020,125.42,1424.43,Dry,Sweet Potatoes,11.357279540743104,False,True,True,False,True,False,False,False,False,False,8,35
Jaffna,Turmeric,2020,90.11,1242.7,Dry,Turmeric,13.790922206192432,False,True,True,False,True,False,False,False,False,False,8,39
Jaffna,Watermelon,2020,107.65,2329.36,Dry,Watermelon,21.638272178355784,False,True,False,True,True,False,False,False,False,False,8,40
Jaffna,Yam,2020,110.6,1588.88,Dry,Yam,14.36600361663653,False,True,False,True,True,False,False,False,False,False,8,41
Kalutara,Ash Plantain,2020,161.1,5539.62,Wet,Ash Plantain,34.386219739292365,True,False,False,True,False,False,False,False,False,True,9,0
Kalutara,Banana,2020,127.85,3734.56,Wet,Banana,29.210481032459914,True,False,False,True,False,False,False,False,False,True,9,1
Kalutara,Banana,2020,280.18,8571.06,Wet,Banana,30.591262759654505,True,False,False,True,False,False,False,False,False,True,9,1
Kalutara,Banana,2020,342.47,10398.43,Wet,Banana,30.36303909831518,True,False,False,True,False,False,False,False,False,True,9,1
Kalutara,Banana,2020,214.11,5943.24,Wet,Banana,27.757881462799492,True,False,False,True,False,False,False,False,False,True,9,1
Kalutara,Banana,2020,157.21,5719.28,Wet,Banana,36.37987405381337,True,False,False,True,False,False,False,False,False,True,9,1
Kalutara,Bitter Gourd,2020,61.79,540.34,Wet,Bitter Gourd,8.744780708852566,True,False,False,True,False,False,False,False,False,True,9,4
Kalutara,Brinjal,2020,109.09,1343.17,Wet,Brinjal,12.31249427078559,True,False,False,True,False,False,False,False,False,True,9,6
Kalutara,Carrot,2020,78.85,1220.44,Wet,Carrot,15.477996195307547,True,False,True,False,False,False,False,False,False,True,9,8
Kalutara,Cassava,2020,258.94,6749.47,Wet,Manioc,26.065768131613503,True,False,True,False,False,False,False,False,False,True,9,23
Kalutara,Chilli,2020,69.67,487.02,Wet,Chillies (Green),6.990383235251901,True,False,True,False,False,False,False,False,False,True,9,10
Kalutara,Coconut,2020,211.31,4483.17,Wet,Coconut,21.216080639818276,True,False,False,True,False,False,False,False,False,True,9,12
Kalutara,Coconut,2020,285.73,9747.76,Wet,Coconut,34.115283659398735,True,False,False,True,False,False,False,False,False,True,9,12
Kalutara,Ginger,2020,91.55,965.86,Wet,Ginger,10.55008192244675,True,False,True,False,False,False,False,False,False,True,9,16
Kalutara,Long Bean,2020,78.28,678.1,Wet,Long Bean,8.662493612672458,True,False,False,True,False,False,False,False,False,True,9,20
Kalutara,Mango,2020,184.65,4197.38,Wet,Mango,22.731546168426753,True,False,False,True,False,False,False,False,False,True,9,22
Kalutara,Pepper,2020,43.63,239.09,Wet,Pepper,5.479944991977996,True,False,True,False,False,False,False,False,False,True,9,26
Kalutara,Pepper,2020,50.59,246.97,Wet,Pepper,4.8817948211108915,True,False,True,False,False,False,False,False,False,True,9,26
Kalutara,Red Onion,2020,59.6,493.68,Wet,Red Onion,8.283221476510066,True,False,True,False,False,False,False,False,False,True,9,30
Kalutara,Rice,2020,175.78,3919.62,Wet,Rice,22.29844123335988,True,False,False,True,False,False,False,False,False,True,9,31
Kalutara,Sesame,2020,32.35,244.93,Wet,Gingelly,7.571251931993817,True,False,False,True,False,False,False,False,False,True,9,15
Kalutara,Snake Gourd,2020,109.82,990.77,Wet,Snake Gourd,9.021762884720452,True,False,False,True,False,False,False,False,False,True,9,33
Kalutara,Taro,2020,133.39,1447.58,Wet,Taro,10.852237798935453,True,False,False,True,False,False,False,False,False,True,9,36
Kalutara,Tea,2020,170.48,5718.69,Wet,Tea,33.544638667292354,True,False,True,False,False,False,False,False,False,True,9,37
Kalutara,Tomato,2020,94.25,1054.78,Wet,Tomato,11.19129973474801,True,False,False,True,False,False,False,False,False,True,9,38
Kalutara,Watermelon,2020,128.0,2506.49,Wet,Watermelon,19.581953125,True,False,False,True,False,False,False,False,False,True,9,40
Kalutara,Watermelon,2020,200.88,3645.74,Wet,Watermelon,18.14884508164078,True,False,False,True,False,False,False,False,False,True,9,40
Kalutara,Watermelon,2020,155.39,3134.89,Wet,Watermelon,20.174335542827723,True,False,False,True,False,False,False,False,False,True,9,40
Kalutara,Ash Plantain,2020,241.9,8550.6,Wet,Ash Plantain,35.34766432410087,False,True,False,True,False,False,False,False,False,True,9,0
Kalutara,Banana,2020,264.84,6598.72,Wet,Banana,24.915873735085338,False,True,False,True,False,False,False,False,False,True,9,1
Kalutara,Banana,2020,242.69,6542.9,Wet,Banana,26.959907701182576,False,True,False,True,False,False,False,False,False,True,9,1
Kalutara,Bitter Gourd,2020,88.22,890.33,Wet,Bitter Gourd,10.09215597370211,False,True,False,True,False,False,False,False,False,True,9,4
Kalutara,Carrot,2020,116.48,1789.34,Wet,Carrot,15.361778846153845,False,True,True,False,False,False,False,False,False,True,9,8
Kalutara,Cassava,2020,243.03,6470.87,Wet,Manioc,26.625807513475703,False,True,True,False,False,False,False,False,False,True,9,23
Kalutara,Chilli,2020,69.57,542.82,Wet,Chillies (Green),7.802501078050885,False,True,True,False,False,False,False,False,False,True,9,10
Kalutara,Chilli,2020,51.63,374.06,Wet,Chillies (Green),7.2450125895797015,False,True,True,False,False,False,False,False,False,True,9,10
Kalutara,Chilli,2020,82.21,773.74,Wet,Chillies (Green),9.411750395329037,False,True,True,False,False,False,False,False,False,True,9,10
Kalutara,Cinnamon,2020,41.99,213.14,Wet,Cinnamon,5.075970469159323,False,True,True,False,False,False,False,False,False,True,9,11
Kalutara,Cucumber,2020,116.08,1731.79,Wet,Cucumber,14.918935217091661,False,True,False,True,False,False,False,False,False,True,9,14
Kalutara,Mango,2020,179.45,4177.08,Wet,Mango,23.27712454722764,False,True,False,True,False,False,False,False,False,True,9,22
Kalutara,Okra,2020,96.22,837.22,Wet,Okra,8.701101642070256,False,True,False,True,False,False,False,False,False,True,9,24
Kalutara,Papaya,2020,259.45,7861.38,Wet,Papaya,30.300173443823475,False,True,False,True,False,False,False,False,False,True,9,25
Kalutara,Pumpkin,2020,113.71,1526.18,Wet,Pumpkin,13.421686746987953,False,True,False,True,False,False,False,False,False,True,9,29
Kalutara,Snake Gourd,2020,73.64,835.48,Wet,Snake Gourd,11.34546442151005,False,True,False,True,False,False,False,False,False,True,9,33
Kalutara,Soybean,2020,77.82,738.17,Wet,Soybean,9.485607812901568,False,True,False,True,False,False,False,False,False,True,9,34
Kalutara,Taro,2020,139.89,1715.23,Wet,Taro,12.261276717420833,False,True,False,True,False,False,False,False,False,True,9,36
Kalutara,Tomato,2020,91.54,1006.07,Wet,Tomato,10.990495958051126,False,True,False,True,False,False,False,False,False,True,9,38
Kalutara,Turmeric,2020,106.2,1097.41,Wet,Turmeric,10.333427495291902,False,True,True,False,False,False,False,False,False,True,9,39
Kalutara,Yam,2020,111.2,1619.43,Wet,Yam,14.563219424460431,False,True,False,True,False,False,False,False,False,True,9,41
Kandy,Banana,2020,272.19,7789.9,Up-country Wet/Intermediate,Banana,28.619346779822916,True,False,False,True,False,False,False,False,True,False,10,1
Kandy,Banana,2020,196.37,6158.22,Up-country Wet/Intermediate,Banana,31.360289249885422,True,False,False,True,False,False,False,False,True,False,10,1
Kandy,Banana,2020,189.06,5273.07,Up-country Wet/Intermediate,Banana,27.890986988257694,True,False,False,True,False,False,False,False,True,False,10,1
Kandy,Banana,2020,193.24,6545.38,Up-country Wet/Intermediate,Banana,33.87176567998344,True,False,False,True,False,False,False,False,True,False,10,1
Kandy,Banana,2020,193.34,6750.61,Up-country Wet/Intermediate,Banana,34.91574428467984,True,False,False,True,False,False,False,False,True,False,10,1
Kandy,Beans,2020,91.83,932.99,Up-country Wet/Intermediate,Beans,10.159969508875095,True,False,True,False,False,False,False,False,True,False,10,2
Kandy,Beans,2020,80.48,817.75,Up-country Wet/Intermediate,Beans,10.160909542743537,True,False,True,False,False,False,False,False,True,False,10,2
Kandy,Beans,2020,58.54,482.42,Up-country Wet/Intermediate,Beans,8.24086094977793,True,False,True,False,False,False,False,False,True,False,10,2
Kandy,Cabbage,2020,75.1,1081.84,Up-country Wet/Intermediate,Cabbage,14.40532623169108,True,False,True,False,False,False,False,False,True,False,10,7
Kandy,Carrot,2020,75.31,982.83,Up-country Wet/Intermediate,Carrot,13.050458106493162,True,False,True,False,False,False,False,False,True,False,10,8
Kandy,Cauliflower,2020,106.91,1338.15,Up-country Wet/Intermediate,Cauliflower,12.516602749976617,True,False,True,False,False,False,False,False,True,False,10,9
Kandy,Cauliflower,2020,109.18,1095.49,Up-country Wet/Intermediate,Cauliflower,10.033797398790988,True,False,True,False,False,False,False,False,True,False,10,9
Kandy,Chilli,2020,112.66,840.67,Up-country Wet/Intermediate,Chillies (Green),7.462009586366057,True,False,True,False,False,False,False,False,True,False,10,10
Kandy,Chilli,2020,49.73,357.41,Up-country Wet/Intermediate,Chillies (Green),7.1870098532073206,True,False,True,False,False,False,False,False,True,False,10,10
Kandy,Chilli,2020,128.71,1001.52,Up-country Wet/Intermediate,Chillies (Green),7.781213580918343,True,False,True,False,False,False,False,False,True,False,10,10
Kandy,Coconut,2020,319.74,11917.15,Up-country Wet/Intermediate,Coconut,37.27137674360418,True,False,False,True,False,False,False,False,True,False,10,12
Kandy,Coconut,2020,217.77,5721.69,Up-country Wet/Intermediate,Coconut,26.274004683840747,True,False,False,True,False,False,False,False,True,False,10,12
Kandy,Cowpea,2020,54.48,383.19,Up-country Wet/Intermediate,Cowpea,7.033590308370044,True,False,True,False,False,False,False,False,True,False,10,13
Kandy,Cucumber,2020,106.32,1339.77,Up-country Wet/Intermediate,Cucumber,12.601297968397292,True,False,False,True,False,False,False,False,True,False,10,14
Kandy,Groundnut,2020,70.0,618.7,Up-country Wet/Intermediate,Ground Nuts,8.838571428571429,True,False,True,False,False,False,False,False,True,False,10,18
Kandy,Groundnut,2020,67.27,607.31,Up-country Wet/Intermediate,Ground Nuts,9.027947078935632,True,False,True,False,False,False,False,False,True,False,10,18
Kandy,Groundnut,2020,152.31,1493.97,Up-country Wet/Intermediate,Ground Nuts,9.808745322040576,True,False,True,False,False,False,False,False,True,False,10,18
Kandy,Groundnut,2020,84.14,957.71,Up-country Wet/Intermediate,Ground Nuts,11.38233895887806,True,False,True,False,False,False,False,False,True,False,10,18
Kandy,Leeks,2020,78.59,955.15,Up-country Wet/Intermediate,Leeks,12.153581880646392,True,False,True,False,False,False,False,False,True,False,10,19
Kandy,Leeks,2020,109.48,1371.58,Up-country Wet/Intermediate,Leeks,12.528132992327365,True,False,True,False,False,False,False,False,True,False,10,19
Kandy,Leeks,2020,129.49,1424.99,Up-country Wet/Intermediate,Leeks,11.004633562437252,True,False,True,False,False,False,False,False,True,False,10,19
Kandy,Maize,2020,108.62,1708.66,Up-country Wet/Intermediate,Maize,15.730620511876266,True,False,True,False,False,False,False,False,True,False,10,21
Kandy,Maize,2020,81.0,1348.41,Up-country Wet/Intermediate,Maize,16.647037037037038,True,False,True,False,False,False,False,False,True,False,10,21
Kandy,Maize,2020,103.19,1646.66,Up-country Wet/Intermediate,Maize,15.957554026552963,True,False,True,False,False,False,False,False,True,False,10,21
Kandy,Pepper,2020,54.34,238.73,Up-country Wet/Intermediate,Pepper,4.393264630106735,True,False,True,False,False,False,False,False,True,False,10,26
Kandy,Pepper,2020,52.65,316.76,Up-country Wet/Intermediate,Pepper,6.016334283000949,True,False,True,False,False,False,False,False,True,False,10,26
Kandy,Pepper,2020,66.93,329.47,Up-country Wet/Intermediate,Pepper,4.92260570745555,True,False,True,False,False,False,False,False,True,False,10,26
Kandy,Pumpkin,2020,115.84,1841.77,Up-country Wet/Intermediate,Pumpkin,15.899257596685082,True,False,False,True,False,False,False,False,True,False,10,29
Kandy,Red Onion,2020,43.08,378.04,Up-country Wet/Intermediate,Red Onion,8.775301764159703,True,False,True,False,False,False,False,False,True,False,10,30
Kandy,Ridge Gourd,2020,112.74,1247.21,Up-country Wet/Intermediate,Ridge Gourd,11.062710661699487,True,False,False,True,False,False,False,False,True,False,10,32
Kandy,Snake Gourd,2020,68.52,653.77,Up-country Wet/Intermediate,Snake Gourd,9.541301809690601,True,False,False,True,False,False,False,False,True,False,10,33
Kandy,Sweet Potato,2020,102.21,1355.65,Up-country Wet/Intermediate,Sweet Potatoes,13.263379317092262,True,False,True,False,False,False,False,False,True,False,10,35
Kandy,Tea,2020,271.11,7070.25,Up-country Wet/Intermediate,Tea,26.07889786433551,True,False,True,False,False,False,False,False,True,False,10,37
Kandy,Tea,2020,162.03,4588.79,Up-country Wet/Intermediate,Tea,28.320619638338577,True,False,True,False,False,False,False,False,True,False,10,37
Kandy,Turmeric,2020,77.33,821.56,Up-country Wet/Intermediate,Turmeric,10.624078624078624,True,False,True,False,False,False,False,False,True,False,10,39
Kandy,Watermelon,2020,161.38,3376.19,Up-country Wet/Intermediate,Watermelon,20.920746065187757,True,False,False,True,False,False,False,False,True,False,10,40
Kandy,Watermelon,2020,109.02,2154.79,Up-country Wet/Intermediate,Watermelon,19.76508897450009,True,False,False,True,False,False,False,False,True,False,10,40
Kandy,Yam,2020,56.9,944.84,Up-country Wet/Intermediate,Yam,16.605272407732866,True,False,False,True,False,False,False,False,True,False,10,41
Kandy,Ash Plantain,2020,277.99,7802.7,Up-country Wet/Intermediate,Ash Plantain,28.06827583726033,False,True,False,True,False,False,False,False,True,False,10,0
Kandy,Banana,2020,242.93,8557.48,Up-country Wet/Intermediate,Banana,35.2261145185856,False,True,False,True,False,False,False,False,True,False,10,1
Kandy,Beans,2020,76.77,879.56,Up-country Wet/Intermediate,Beans,11.457079588380878,False,True,True,False,False,False,False,False,True,False,10,2
Kandy,Beans,2020,100.67,1013.43,Up-country Wet/Intermediate,Beans,10.066852090990364,False,True,True,False,False,False,False,False,True,False,10,2
Kandy,Bitter Gourd,2020,71.37,774.74,Up-country Wet/Intermediate,Bitter Gourd,10.855261314277707,False,True,False,True,False,False,False,False,True,False,10,4
Kandy,Bitter Gourd,2020,91.49,848.64,Up-country Wet/Intermediate,Bitter Gourd,9.275767843480162,False,True,False,True,False,False,False,False,True,False,10,4
Kandy,Brinjal,2020,103.62,1193.76,Up-country Wet/Intermediate,Brinjal,11.520555877243774,False,True,False,True,False,False,False,False,True,False,10,6
Kandy,Cabbage,2020,100.86,1425.2,Up-country Wet/Intermediate,Cabbage,14.130477890144755,False,True,True,False,False,False,False,False,True,False,10,7
Kandy,Carrot,2020,145.39,2720.97,Up-country Wet/Intermediate,Carrot,18.714973519499278,False,True,True,False,False,False,False,False,True,False,10,8
Kandy,Carrot,2020,149.9,1969.92,Up-country Wet/Intermediate,Carrot,13.141561040693796,False,True,True,False,False,False,False,False,True,False,10,8
Kandy,Carrot,2020,100.13,1311.51,Up-country Wet/Intermediate,Carrot,13.098072505742536,False,True,True,False,False,False,False,False,True,False,10,8
Kandy,Cassava,2020,151.17,3084.72,Up-country Wet/Intermediate,Manioc,20.405636038896606,False,True,True,False,False,False,False,False,True,False,10,23
Kandy,Cassava,2020,194.84,4228.49,Up-country Wet/Intermediate,Manioc,21.702371176349825,False,True,True,False,False,False,False,False,True,False,10,23
Kandy,Cauliflower,2020,98.79,840.84,Up-country Wet/Intermediate,Cauliflower,8.51138779228667,False,True,True,False,False,False,False,False,True,False,10,9
Kandy,Chilli,2020,76.11,687.98,Up-country Wet/Intermediate,Chillies (Green),9.039285245040073,False,True,True,False,False,False,False,False,True,False,10,10
Kandy,Chilli,2020,74.99,624.86,Up-country Wet/Intermediate,Chillies (Green),8.332577677023604,False,True,True,False,False,False,False,False,True,False,10,10
Kandy,Coconut,2020,253.36,8957.17,Up-country Wet/Intermediate,Coconut,35.35352857593937,False,True,False,True,False,False,False,False,True,False,10,12
Kandy,Coconut,2020,209.92,6889.7,Up-country Wet/Intermediate,Coconut,32.820598323170735,False,True,False,True,False,False,False,False,True,False,10,12
Kandy,Cowpea,2020,48.76,392.52,Up-country Wet/Intermediate,Cowpea,8.050041017227235,False,True,True,False,False,False,False,False,True,False,10,13
Kandy,Cowpea,2020,61.72,528.09,Up-country Wet/Intermediate,Cowpea,8.556221646143877,False,True,True,False,False,False,False,False,True,False,10,13
Kandy,Cucumber,2020,98.17,1249.38,Up-country Wet/Intermediate,Cucumber,12.726698584088826,False,True,False,True,False,False,False,False,True,False,10,14
Kandy,Leeks,2020,116.48,1283.06,Up-country Wet/Intermediate,Leeks,11.015281593406593,False,True,True,False,False,False,False,False,True,False,10,19
Kandy,Long Bean,2020,53.32,522.63,Up-country Wet/Intermediate,Long Bean,9.801762940735184,False,True,False,True,False,False,False,False,True,False,10,20
Kandy,Maize,2020,106.43,1818.57,Up-country Wet/Intermediate,Maize,17.08700554354975,False,True,True,False,False,False,False,False,True,False,10,21
Kandy,Mango,2020,153.26,3024.02,Up-country Wet/Intermediate,Mango,19.73130627691505,False,True,False,True,False,False,False,False,True,False,10,22
Kandy,Mango,2020,211.75,5903.05,Up-country Wet/Intermediate,Mango,27.87744982290437,False,True,False,True,False,False,False,False,True,False,10,22
Kandy,Papaya,2020,140.56,3650.99,Up-country Wet/Intermediate,Papaya,25.974601593625497,False,True,False,True,False,False,False,False,True,False,10,25
Kandy,Pepper,2020,31.01,180.33,Up-country Wet/Intermediate,Pepper,5.8152208964850045,False,True,True,False,False,False,False,False,True,False,10,26
Kandy,Potato,2020,122.91,2433.67,Up-country Wet/Intermediate,Potatoes,19.800423073793834,False,True,True,False,False,False,False,False,True,False,10,28
Kandy,Potato,2020,148.07,2700.2,Up-country Wet/Intermediate,Potatoes,18.23596947389748,False,True,True,False,False,False,False,False,True,False,10,28
Kandy,Ridge Gourd,2020,92.97,1010.72,Up-country Wet/Intermediate,Ridge Gourd,10.871463913090244,False,True,False,True,False,False,False,False,True,False,10,32
Kandy,Sesame,2020,66.64,357.5,Up-country Wet/Intermediate,Gingelly,5.364645858343337,False,True,False,True,False,False,False,False,True,False,10,15
Kandy,Tea,2020,210.69,4734.43,Up-country Wet/Intermediate,Tea,22.47107124210926,False,True,True,False,False,False,False,False,True,False,10,37
Kandy,Tea,2020,243.78,6327.03,Up-country Wet/Intermediate,Tea,25.953851833620476,False,True,True,False,False,False,False,False,True,False,10,37
Kandy,Turmeric,2020,68.98,627.43,Up-country Wet/Intermediate,Turmeric,9.095824876775875,False,True,True,False,False,False,False,False,True,False,10,39
Kandy,Watermelon,2020,166.28,3723.96,Up-country Wet/Intermediate,Watermelon,22.395718065912916,False,True,False,True,False,False,False,False,True,False,10,40
Kandy,Watermelon,2020,198.13,3516.81,Up-country Wet/Intermediate,Watermelon,17.750012617978097,False,True,False,True,False,False,False,False,True,False,10,40
Kandy,Watermelon,2020,122.39,2449.77,Up-country Wet/Intermediate,Watermelon,20.016096086281557,False,True,False,True,False,False,False,False,True,False,10,40
Kandy,Watermelon,2020,157.18,2953.83,Up-country Wet/Intermediate,Watermelon,18.79265809899478,False,True,False,True,False,False,False,False,True,False,10,40
Kandy,Watermelon,2020,101.91,2213.22,Up-country Wet/Intermediate,Watermelon,21.717397703856342,False,True,False,True,False,False,False,False,True,False,10,40
Kandy,Watermelon,2020,156.54,3352.42,Up-country Wet/Intermediate,Watermelon,21.415740385843876,False,True,False,True,False,False,False,False,True,False,10,40
Kandy,Watermelon,2020,109.9,1782.08,Up-country Wet/Intermediate,Watermelon,16.215468607825294,False,True,False,True,False,False,False,False,True,False,10,40
Kegalle,Banana,2020,163.49,6735.25,Wet/Intermediate,Banana,41.196709278854975,True,False,False,True,False,False,False,False,False,True,11,1
Kegalle,Banana,2020,235.34,6405.51,Wet/Intermediate,Banana,27.21810996855613,True,False,False,True,False,False,False,False,False,True,11,1
Kegalle,Banana,2020,210.21,6649.85,Wet/Intermediate,Banana,31.63431806288949,True,False,False,True,False,False,False,False,False,True,11,1
Kegalle,Banana,2020,217.9,7385.07,Wet/Intermediate,Banana,33.89201468563561,True,False,False,True,False,False,False,False,False,True,11,1
Kegalle,Banana,2020,175.79,5869.83,Wet/Intermediate,Banana,33.391148529495425,True,False,False,True,False,False,False,False,False,True,11,1
Kegalle,Banana,2020,169.68,5379.06,Wet/Intermediate,Banana,31.701202263083452,True,False,False,True,False,False,False,False,False,True,11,1
Kegalle,Banana,2020,182.99,6346.19,Wet/Intermediate,Banana,34.680528990655226,True,False,False,True,False,False,False,False,False,True,11,1
Kegalle,Beans,2020,96.16,968.57,Wet/Intermediate,Beans,10.072483361064892,True,False,True,False,False,False,False,False,False,True,11,2
Kegalle,Black Gram,2020,59.65,353.91,Wet/Intermediate,Black Gram,5.9331098072087185,True,False,False,True,False,False,False,False,False,True,11,5
Kegalle,Brinjal,2020,129.47,1554.93,Wet/Intermediate,Brinjal,12.009963698154014,True,False,False,True,False,False,False,False,False,True,11,6
Kegalle,Cabbage,2020,131.26,1864.71,Wet/Intermediate,Cabbage,14.206231906140486,True,False,True,False,False,False,False,False,False,True,11,7
Kegalle,Carrot,2020,135.41,1676.0,Wet/Intermediate,Carrot,12.377224724909535,True,False,True,False,False,False,False,False,False,True,11,8
Kegalle,Carrot,2020,74.36,1118.18,Wet/Intermediate,Carrot,15.037385691231846,True,False,True,False,False,False,False,False,False,True,11,8
Kegalle,Carrot,2020,78.11,1568.39,Wet/Intermediate,Carrot,20.079247215465372,True,False,True,False,False,False,False,False,False,True,11,8
Kegalle,Carrot,2020,100.55,1279.01,Wet/Intermediate,Carrot,12.720139234211835,True,False,True,False,False,False,False,False,False,True,11,8
Kegalle,Cassava,2020,143.54,3125.92,Wet/Intermediate,Manioc,21.777344294273377,True,False,True,False,False,False,False,False,False,True,11,23
Kegalle,Cauliflower,2020,92.0,1123.96,Wet/Intermediate,Cauliflower,12.216956521739132,True,False,True,False,False,False,False,False,False,True,11,9
Kegalle,Chilli,2020,74.08,509.37,Wet/Intermediate,Chillies (Green),6.875944924406047,True,False,True,False,False,False,False,False,False,True,11,10
Kegalle,Chilli,2020,51.61,437.56,Wet/Intermediate,Chillies (Green),8.478201898856812,True,False,True,False,False,False,False,False,False,True,11,10
Kegalle,Chilli,2020,48.8,303.13,Wet/Intermediate,Chillies (Green),6.211680327868852,True,False,True,False,False,False,False,False,False,True,11,10
Kegalle,Cinnamon,2020,35.55,168.67,Wet/Intermediate,Cinnamon,4.744585091420534,True,False,True,False,False,False,False,False,False,True,11,11
Kegalle,Coconut,2020,167.21,4558.87,Wet/Intermediate,Coconut,27.26433825728126,True,False,False,True,False,False,False,False,False,True,11,12
Kegalle,Cucumber,2020,101.55,1376.87,Wet/Intermediate,Cucumber,13.558542589857213,True,False,False,True,False,False,False,False,False,True,11,14
Kegalle,Green Gram,2020,57.04,450.91,Wet/Intermediate,Green Gram,7.90515427769986,True,False,True,False,False,False,False,False,False,True,11,17
Kegalle,Maize,2020,94.46,1296.72,Wet/Intermediate,Maize,13.727715435104807,True,False,True,False,False,False,False,False,False,True,11,21
Kegalle,Papaya,2020,186.7,6002.99,Wet/Intermediate,Papaya,32.15313336904124,True,False,False,True,False,False,False,False,False,True,11,25
Kegalle,Pepper,2020,47.01,203.02,Wet/Intermediate,Pepper,4.3186556051903855,True,False,True,False,False,False,False,False,False,True,11,26
Kegalle,Pepper,2020,57.05,229.92,Wet/Intermediate,Pepper,4.030148992112182,True,False,True,False,False,False,False,False,False,True,11,26
Kegalle,Pepper,2020,35.14,200.17,Wet/Intermediate,Pepper,5.696357427433124,True,False,True,False,False,False,False,False,False,True,11,26
Kegalle,Pineapple,2020,79.85,2257.47,Wet/Intermediate,Pineapple,28.27138384470883,True,False,True,False,False,False,False,False,False,True,11,27
Kegalle,Pineapple,2020,150.01,2990.48,Wet/Intermediate,Pineapple,19.93520431971202,True,False,True,False,False,False,False,False,False,True,11,27
Kegalle,Pineapple,2020,124.16,2865.22,Wet/Intermediate,Pineapple,23.076836340206185,True,False,True,False,False,False,False,False,False,True,11,27
Kegalle,Pineapple,2020,113.83,2723.8,Wet/Intermediate,Pineapple,23.928665553896163,True,False,True,False,False,False,False,False,False,True,11,27
Kegalle,Red Onion,2020,92.6,800.0,Wet/Intermediate,Red Onion,8.639308855291578,True,False,True,False,False,False,False,False,False,True,11,30
Kegalle,Rice,2020,103.44,2446.59,Wet/Intermediate,Rice,23.65226218097448,True,False,False,True,False,False,False,False,False,True,11,31
Kegalle,Sweet Potato,2020,102.32,1290.66,Wet/Intermediate,Sweet Potatoes,12.613956215793591,True,False,True,False,False,False,False,False,False,True,11,35
Kegalle,Sweet Potato,2020,88.73,1017.92,Wet/Intermediate,Sweet Potatoes,11.472106390172431,True,False,True,False,False,False,False,False,False,True,11,35
Kegalle,Taro,2020,96.91,1192.23,Wet/Intermediate,Taro,12.302445568052834,True,False,False,True,False,False,False,False,False,True,11,36
Kegalle,Turmeric,2020,56.59,656.36,Wet/Intermediate,Turmeric,11.598515638805441,True,False,True,False,False,False,False,False,False,True,11,39
