District,Season,Crop,Year,Cultivated Area,Production,Agro_Ecological_Zone,Spatial_Check,AEZ_standardized,Crop_standardized,Yield
Kandy,Yala,Leeks,2019,86.89,950.95,Up-country Wet/Intermediate,Supported envelope,Up Country Wet Zone,Leeks,10.94429738750144
Kandy,Yala,Leeks,2019,94.77,1279.95,Up-country Wet/Intermediate,Supported envelope,Up Country Wet Zone,Leeks,13.505856283634062
Kandy,Yala,Leeks,2019,108.68,1069.28,Up-country Wet/Intermediate,Supported envelope,Up Country Wet Zone,Leeks,9.838792786161207
Kandy,Yala,Maize,2019,114.11,1484.31,Up-country Wet/Intermediate,Supported envelope,Up Country Wet Zone,Maize,13.007711856980107
Kandy,Yala,Maize,2019,106.07,1524.96,Up-country Wet/Intermediate,Supported envelope,Up Country Wet Zone,Maize,14.376920901291601
Kandy,Yala,Maize,2019,98.19,1686.76,Up-country Wet/Intermediate,Supported envelope,Up Country Wet Zone,Maize,17.178531418678073
Kandy,Yala,Pepper,2019,32.54,152.31,Up-country Wet/Intermediate,Supported envelope,Up Country Wet Zone,Pepper,4.680700676090965
Kandy,Yala,Pepper,2019,41.69,238.4,Up-country Wet/Intermediate,Supported envelope,Up Country Wet Zone,Pepper,5.718397697289518
Kandy,Yala,Pepper,2019,64.71,352.6,Up-country Wet/Intermediate,Supported envelope,Up Country Wet Zone,Pepper,5.4489259774378
Kandy,Yala,Tea,2019,202.8,4763.68,Up-country Wet/Intermediate,Supported envelope,Up Country Wet Zone,Tea,23.48954635108481
Kegalle,Maha,Beans,2019,76.38,553.21,Wet/Intermediate,Supported envelope,Wet Zone,Beans,7.242864624247186
Kegalle,Maha,Cabbage,2019,62.81,929.59,Wet/Intermediate,Supported envelope,Wet Zone,Cabbage,14.800031842063365
Kegalle,Maha,Cabbage,2019,122.53,1810.36,Wet/Intermediate,Supported envelope,Wet Zone,Cabbage,14.774830653717457
Kegalle,Maha,Carrot,2019,67.22,1113.78,Wet/Intermediate,Supported envelope,Wet Zone,Carrot,16.569175840523652
Kegalle,Maha,Carrot,2019,88.97,1294.94,Wet/Intermediate,Supported envelope,Wet Zone,Carrot,14.554793750702485
Kegalle,Maha,Carrot,2019,122.81,1662.5,Wet/Intermediate,Supported envelope,Wet Zone,Carrot,13.537171240127025
Kegalle,Maha,Cassava,2019,111.84,2564.42,Wet/Intermediate,Supported envelope,Wet Zone,Manioc,22.92936337625179
Kegalle,Maha,Cauliflower,2019,66.14,715.05,Wet/Intermediate,Supported envelope,Wet Zone,Cauliflower,10.811158149380102
Kegalle,Maha,Cauliflower,2019,82.6,1132.73,Wet/Intermediate,Supported envelope,Wet Zone,Cauliflower,13.713438256658597
Kegalle,Maha,Maize,2019,104.83,1820.21,Wet/Intermediate,Supported envelope,Wet Zone,Maize,17.36344557855576
Kegalle,Maha,Pineapple,2019,192.86,5577.67,Wet/Intermediate,Supported envelope,Wet Zone,Pineapple,28.92082339520896
Kegalle,Maha,Red Onion,2019,43.41,522.69,Wet/Intermediate,Supported envelope,Wet Zone,Red Onion,12.040774015203873
Kegalle,Maha,Sweet Potato,2019,144.92,1798.94,Wet/Intermediate,Supported envelope,Wet Zone,Sweet Potatoes,12.41333149323765
Kegalle,Maha,Tea,2019,201.09,5340.32,Wet/Intermediate,Supported envelope,Wet Zone,Tea,26.556865085285192
Kegalle,Maha,Tea,2019,167.98,3756.27,Wet/Intermediate,Supported envelope,Wet Zone,Tea,22.361412072865818
Kegalle,Yala,Beans,2019,62.62,642.03,Wet/Intermediate,Supported envelope,Wet Zone,Beans,10.25279463430214
Kegalle,Yala,Beans,2019,69.61,631.06,Wet/Intermediate,Supported envelope,Wet Zone,Beans,9.065651486855336
Kegalle,Yala,Cabbage,2019,112.06,1867.3,Wet/Intermediate,Supported envelope,Wet Zone,Cabbage,16.66339461003034
Kegalle,Yala,Cabbage,2019,90.04,1169.04,Wet/Intermediate,Supported envelope,Wet Zone,Cabbage,12.983562860950688
Kegalle,Yala,Carrot,2019,93.7,1279.72,Wet/Intermediate,Supported envelope,Wet Zone,Carrot,13.657630736392743
Kegalle,Yala,Cauliflower,2019,78.01,1144.31,Wet/Intermediate,Supported envelope,Wet Zone,Cauliflower,14.668760415331366
Kegalle,Yala,Chilli,2019,48.94,423.2,Wet/Intermediate,Supported envelope,Wet Zone,Chillies (Green),8.647323252962812
Kegalle,Yala,Green Gram,2019,62.13,424.67,Wet/Intermediate,Supported envelope,Wet Zone,Green Gram,6.8351842910027365
Kegalle,Yala,Pineapple,2019,168.37,3562.22,Wet/Intermediate,Supported envelope,Wet Zone,Pineapple,21.157094494268573
Kegalle,Yala,Pineapple,2019,183.5,4181.32,Wet/Intermediate,Supported envelope,Wet Zone,Pineapple,22.786485013623977
Kegalle,Yala,Sweet Potato,2019,116.79,1504.93,Wet/Intermediate,Supported envelope,Wet Zone,Sweet Potatoes,12.885777891942803
Kegalle,Yala,Sweet Potato,2019,68.22,917.52,Wet/Intermediate,Supported envelope,Wet Zone,Sweet Potatoes,13.44942832014072
Kegalle,Yala,Sweet Potato,2019,82.24,1089.72,Wet/Intermediate,Supported envelope,Wet Zone,Sweet Potatoes,13.250486381322958
Kegalle,Yala,Tea,2019,151.0,4355.13,Wet/Intermediate,Supported envelope,Wet Zone,Tea,28.841920529801325
Kegalle,Yala,Turmeric,2019,70.02,705.1,Wet/Intermediate,Supported envelope,Wet Zone,Turmeric,10.069980005712655
Kilinochchi,Maha,Big Onion,2019,49.09,520.86,Dry,Supported envelope,Dry Zone,Big Onion,10.610307598288857
Kilinochchi,Maha,Carrot,2019,96.36,1310.7,Dry,Supported envelope,Dry Zone,Carrot,13.602117061021172
Kilinochchi,Maha,Green Gram,2019,50.91,422.36,Dry,Supported envelope,Dry Zone,Green Gram,8.296208996267925
Kilinochchi,Maha,Red Onion,2019,67.45,682.49,Dry,Supported envelope,Dry Zone,Red Onion,10.118458117123796
Kilinochchi,Maha,Red Onion,2019,92.73,946.54,Dry,Supported envelope,Dry Zone,Red Onion,10.207484093605089
Kilinochchi,Yala,Big Onion,2019,55.62,556.07,Dry,Supported envelope,Dry Zone,Big Onion,9.997662711254945
Kilinochchi,Yala,Carrot,2019,52.81,718.92,Dry,Supported envelope,Dry Zone,Carrot,13.613330808558983
Kilinochchi,Yala,Carrot,2019,105.3,1811.73,Dry,Supported envelope,Dry Zone,Carrot,17.205413105413108
Kilinochchi,Yala,Cassava,2019,143.71,2780.0,Dry,Supported envelope,Dry Zone,Manioc,19.3445132558625
Kilinochchi,Yala,Chilli,2019,57.1,524.1,Dry,Supported envelope,Dry Zone,Chillies (Green),9.178633975481612
Kilinochchi,Yala,Chilli,2019,38.59,260.97,Dry,Supported envelope,Dry Zone,Chillies (Green),6.762632806426535
Kilinochchi,Yala,Chilli,2019,68.7,489.27,Dry,Supported envelope,Dry Zone,Chillies (Green),7.12183406113537
Kilinochchi,Yala,Ginger,2019,39.51,416.27,Dry,Supported envelope,Dry Zone,Ginger,10.535813718046064
Kilinochchi,Yala,Green Gram,2019,37.66,285.28,Dry,Supported envelope,Dry Zone,Green Gram,7.57514604354753
Kilinochchi,Yala,Green Gram,2019,38.62,292.52,Dry,Supported envelope,Dry Zone,Green Gram,7.574313827032626
Kilinochchi,Yala,Green Gram,2019,35.63,325.03,Dry,Supported envelope,Dry Zone,Green Gram,9.122368790345213
Kilinochchi,Yala,Green Gram,2019,42.49,313.03,Dry,Supported envelope,Dry Zone,Green Gram,7.367145210637796
Kilinochchi,Yala,Potato,2019,70.77,1364.59,Dry,Supported envelope,Dry Zone,Potatoes,19.28204041260421
Kilinochchi,Yala,Red Onion,2019,70.0,737.08,Dry,Supported envelope,Dry Zone,Red Onion,10.529714285714286
Kurunegala,Maha,Carrot,2019,88.27,1372.78,Intermediate/Dry,Supported envelope,Intermediate Zone,Carrot,15.552056191231449
Kurunegala,Maha,Carrot,2019,126.63,2145.22,Intermediate/Dry,Supported envelope,Intermediate Zone,Carrot,16.940851299060252
Kurunegala,Maha,Cassava,2019,179.25,3673.19,Intermediate/Dry,Supported envelope,Intermediate Zone,Manioc,20.491994421199443
Kurunegala,Maha,Chilli,2019,64.11,550.0,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),8.57900483543909
Kurunegala,Maha,Chilli,2019,62.02,443.07,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),7.1439858110287
Kurunegala,Maha,Ginger,2019,95.62,1063.77,Intermediate/Dry,Supported envelope,Intermediate Zone,Ginger,11.124973854842082
Kurunegala,Maha,Green Gram,2019,82.2,557.24,Intermediate/Dry,Supported envelope,Intermediate Zone,Green Gram,6.779075425790754
Kurunegala,Maha,Green Gram,2019,86.4,746.92,Intermediate/Dry,Supported envelope,Intermediate Zone,Green Gram,8.644907407407405
Kurunegala,Maha,Maize,2019,123.28,1988.83,Intermediate/Dry,Supported envelope,Intermediate Zone,Maize,16.13262491888384
Kurunegala,Maha,Maize,2019,74.29,1382.91,Intermediate/Dry,Supported envelope,Intermediate Zone,Maize,18.6150222102571
Kurunegala,Maha,Red Onion,2019,78.03,696.91,Intermediate/Dry,Supported envelope,Intermediate Zone,Red Onion,8.931308471100857
Kurunegala,Yala,Big Onion,2019,61.98,603.66,Intermediate/Dry,Supported envelope,Intermediate Zone,Big Onion,9.739593417231365
Kurunegala,Yala,Big Onion,2019,94.38,937.69,Intermediate/Dry,Supported envelope,Intermediate Zone,Big Onion,9.935261707988982
Kurunegala,Yala,Carrot,2019,76.81,815.41,Intermediate/Dry,Supported envelope,Intermediate Zone,Carrot,10.61593542507486
Kurunegala,Yala,Carrot,2019,67.7,820.27,Intermediate/Dry,Supported envelope,Intermediate Zone,Carrot,12.116248153618907
Kurunegala,Yala,Carrot,2019,123.3,2042.31,Intermediate/Dry,Supported envelope,Intermediate Zone,Carrot,16.56374695863747
Kurunegala,Yala,Chilli,2019,36.65,292.56,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),7.982537517053206
Kurunegala,Yala,Chilli,2019,49.36,391.55,Intermediate/Dry,Supported envelope,Intermediate Zone,Chillies (Green),7.9325364667747165
Kurunegala,Yala,Ginger,2019,117.17,1125.66,Intermediate/Dry,Supported envelope,Intermediate Zone,Ginger,9.60706665528719
Kurunegala,Yala,Groundnut,2019,102.57,936.27,Intermediate/Dry,Supported envelope,Intermediate Zone,Ground Nuts,9.128107633811057
Kurunegala,Yala,Groundnut,2019,81.04,858.43,Intermediate/Dry,Supported envelope,Intermediate Zone,Ground Nuts,10.592670286278379
Kurunegala,Yala,Pineapple,2019,200.84,4773.43,Intermediate/Dry,Supported envelope,Intermediate Zone,Pineapple,23.767327225652263
Kurunegala,Yala,Potato,2019,128.17,1865.22,Intermediate/Dry,Supported envelope,Intermediate Zone,Potatoes,14.552703440742766
Mannar,Maha,Big Onion,2019,231.11,2490.24,Dry,Supported envelope,Dry Zone,Big Onion,10.775128726580414
Mannar,Maha,Big Onion,2019,53.62,584.65,Dry,Supported envelope,Dry Zone,Big Onion,10.903580753450205
Mannar,Maha,Carrot,2019,186.53,2281.0,Dry,Supported envelope,Dry Zone,Carrot,12.228595936310512
Mannar,Maha,Carrot,2019,155.67,2232.19,Dry,Supported envelope,Dry Zone,Carrot,14.339243271022035
Mannar,Maha,Cassava,2019,156.33,3609.17,Dry,Supported envelope,Dry Zone,Manioc,23.0868675238278
Mannar,Maha,Cassava,2019,214.5,4219.59,Dry,Supported envelope,Dry Zone,Manioc,19.67174825174825
Mannar,Maha,Cowpea,2019,108.85,855.09,Dry,Supported envelope,Dry Zone,Cowpea,7.8556729444189255
Mannar,Maha,Groundnut,2019,102.93,1051.97,Dry,Supported envelope,Dry Zone,Ground Nuts,10.220246769649275
Mannar,Maha,Potato,2019,150.97,3082.43,Dry,Supported envelope,Dry Zone,Potatoes,20.41750016559581
Mannar,Yala,Big Onion,2019,78.66,851.08,Dry,Supported envelope,Dry Zone,Big Onion,10.819730485634377
Mannar,Yala,Carrot,2019,123.09,1687.15,Dry,Supported envelope,Dry Zone,Carrot,13.706637419774149
Mannar,Yala,Chilli,2019,87.87,533.1,Dry,Supported envelope,Dry Zone,Chillies (Green),6.0669170365312395
Mannar,Yala,Ginger,2019,139.39,1807.96,Dry,Supported envelope,Dry Zone,Ginger,12.970514384102161
Mannar,Yala,Maize,2019,178.79,3253.0,Dry,Supported envelope,Dry Zone,Maize,18.19452989540802
Mannar,Yala,Potato,2019,168.87,3997.83,Dry,Supported envelope,Dry Zone,Potatoes,23.674009593178184
Mannar,Yala,Sweet Potato,2019,81.79,1089.08,Dry,Supported envelope,Dry Zone,Sweet Potatoes,13.3155642499083
Mannar,Yala,Turmeric,2019,117.99,1390.82,Dry,Supported envelope,Dry Zone,Turmeric,11.7876091194169
Matale,Maha,Beans,2019,80.71,813.88,Intermediate/Up-country,Supported envelope,Intermediate Zone,Beans,10.084004460413828
Matale,Maha,Big Onion,2019,99.94,1064.55,Intermediate/Up-country,Supported envelope,Intermediate Zone,Big Onion,10.651891134680808
Matale,Maha,Carrot,2019,88.31,1439.67,Intermediate/Up-country,Supported envelope,Intermediate Zone,Carrot,16.302457252859245
Matale,Maha,Carrot,2019,93.23,1140.7,Intermediate/Up-country,Supported envelope,Intermediate Zone,Carrot,12.23533197468626
Matale,Maha,Carrot,2019,74.28,1017.78,Intermediate/Up-country,Supported envelope,Intermediate Zone,Carrot,13.701938610662358
Matale,Maha,Carrot,2019,96.26,1653.13,Intermediate/Up-country,Supported envelope,Intermediate Zone,Carrot,17.173592354041137
Matale,Maha,Chilli,2019,50.0,354.99,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),7.0998
Matale,Maha,Chilli,2019,46.88,398.93,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),8.509598976109215
Matale,Maha,Chilli,2019,76.48,530.98,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),6.9427301255230125
Matale,Maha,Cowpea,2019,60.44,447.12,Intermediate/Up-country,Supported envelope,Intermediate Zone,Cowpea,7.397749834546659
Matale,Maha,Groundnut,2019,55.38,575.33,Intermediate/Up-country,Supported envelope,Intermediate Zone,Ground Nuts,10.388768508486818
Matale,Maha,Groundnut,2019,78.27,616.16,Intermediate/Up-country,Supported envelope,Intermediate Zone,Ground Nuts,7.872237127890635
Matale,Maha,Groundnut,2019,64.6,769.0,Intermediate/Up-country,Supported envelope,Intermediate Zone,Ground Nuts,11.90402476780186
Matale,Maha,Leeks,2019,33.57,424.97,Intermediate/Up-country,Supported envelope,Intermediate Zone,Leeks,12.659219541257075
Matale,Maha,Leeks,2019,67.06,890.52,Intermediate/Up-country,Supported envelope,Intermediate Zone,Leeks,13.279451237697584
Matale,Maha,Maize,2019,101.17,1532.33,Intermediate/Up-country,Supported envelope,Intermediate Zone,Maize,15.146090738361174
Matale,Maha,Red Onion,2019,46.11,558.87,Intermediate/Up-country,Supported envelope,Intermediate Zone,Red Onion,12.120364346128822
Matale,Maha,Red Onion,2019,49.98,525.21,Intermediate/Up-country,Supported envelope,Intermediate Zone,Red Onion,10.50840336134454
Matale,Maha,Sweet Potato,2019,85.42,1170.38,Intermediate/Up-country,Supported envelope,Intermediate Zone,Sweet Potatoes,13.701475064387733
Matale,Maha,Sweet Potato,2019,66.32,870.96,Intermediate/Up-country,Supported envelope,Intermediate Zone,Sweet Potatoes,13.132689987937276
Matale,Maha,Tea,2019,152.33,2990.57,Intermediate/Up-country,Supported envelope,Intermediate Zone,Tea,19.63218013523272
Matale,Yala,Beans,2019,47.78,454.69,Intermediate/Up-country,Supported envelope,Intermediate Zone,Beans,9.516324822101298
Matale,Yala,Beans,2019,46.04,427.68,Intermediate/Up-country,Supported envelope,Intermediate Zone,Beans,9.289313640312772
Matale,Yala,Cabbage,2019,109.18,1873.97,Intermediate/Up-country,Supported envelope,Intermediate Zone,Cabbage,17.164041033156256
Matale,Yala,Carrot,2019,121.19,1603.7,Intermediate/Up-country,Supported envelope,Intermediate Zone,Carrot,13.23294001155211
Matale,Yala,Chilli,2019,41.25,230.5,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),5.587878787878788
Matale,Yala,Groundnut,2019,56.34,606.71,Intermediate/Up-country,Supported envelope,Intermediate Zone,Ground Nuts,10.768725594604188
Matale,Yala,Leeks,2019,73.56,948.44,Intermediate/Up-country,Supported envelope,Intermediate Zone,Leeks,12.89342033713975
Matale,Yala,Pepper,2019,26.52,118.7,Intermediate/Up-country,Supported envelope,Intermediate Zone,Pepper,4.475867269984917
Matale,Yala,Pepper,2019,39.59,216.47,Intermediate/Up-country,Supported envelope,Intermediate Zone,Pepper,5.467794897701439
Matale,Yala,Sweet Potato,2019,108.26,1335.1,Intermediate/Up-country,Supported envelope,Intermediate Zone,Sweet Potatoes,12.33234805098836
Matara,Maha,Big Onion,2019,92.5,844.74,Wet,Supported envelope,Wet Zone,Big Onion,9.132324324324324
Matara,Maha,Big Onion,2019,107.89,1030.62,Wet,Supported envelope,Wet Zone,Big Onion,9.55250718324219
Matara,Maha,Carrot,2019,123.34,2209.0,Wet,Supported envelope,Wet Zone,Carrot,17.9098427112048
Matara,Maha,Carrot,2019,131.64,2467.62,Wet,Supported envelope,Wet Zone,Carrot,18.745214220601643
Matara,Maha,Chilli,2019,66.15,463.31,Wet,Supported envelope,Wet Zone,Chillies (Green),7.003930461073318
Matara,Maha,Chilli,2019,93.39,720.71,Wet,Supported envelope,Wet Zone,Chillies (Green),7.717207409786916
Matara,Maha,Cowpea,2019,109.7,869.12,Wet,Supported envelope,Wet Zone,Cowpea,7.922698268003646
Matara,Maha,Ginger,2019,105.51,1320.5,Wet,Supported envelope,Wet Zone,Ginger,12.515401383755094
Matara,Maha,Maize,2019,172.5,3002.85,Wet,Supported envelope,Wet Zone,Maize,17.407826086956522
Matara,Maha,Pepper,2019,59.04,263.6,Wet,Supported envelope,Wet Zone,Pepper,4.464769647696477
Matara,Maha,Red Onion,2019,68.46,709.96,Wet,Supported envelope,Wet Zone,Red Onion,10.37043529068069
Matara,Maha,Turmeric,2019,50.09,549.82,Wet,Supported envelope,Wet Zone,Turmeric,10.976642044320224
Matara,Yala,Cinnamon,2019,63.68,272.31,Wet,Supported envelope,Wet Zone,Cinnamon,4.276224874371859
Matara,Yala,Cowpea,2019,77.13,595.49,Wet,Supported envelope,Wet Zone,Cowpea,7.720601581745107
Matara,Yala,Ginger,2019,97.55,1337.11,Wet,Supported envelope,Wet Zone,Ginger,13.70691952844695
Matara,Yala,Green Gram,2019,49.39,318.61,Wet,Supported envelope,Wet Zone,Green Gram,6.450900992103665
Matara,Yala,Maize,2019,182.67,3163.14,Wet,Supported envelope,Wet Zone,Maize,17.316143865987847
Matara,Yala,Potato,2019,167.94,2635.51,Wet,Supported envelope,Wet Zone,Potatoes,15.693164225318567
Matara,Yala,Potato,2019,148.77,2895.19,Wet,Supported envelope,Wet Zone,Potatoes,19.460845600591515
Matara,Yala,Tea,2019,197.02,4658.56,Wet,Supported envelope,Wet Zone,Tea,23.645112171353162
Matara,Yala,Tea,2019,180.08,4429.62,Wet,Supported envelope,Wet Zone,Tea,24.5980675255442
Matara,Yala,Turmeric,2019,79.13,767.39,Wet,Supported envelope,Wet Zone,Turmeric,9.69783899911538
Matara,Yala,Turmeric,2019,87.0,777.64,Wet,Supported envelope,Wet Zone,Turmeric,8.9383908045977
Mullaitivu,Maha,Carrot,2019,90.83,1262.14,Dry,Supported envelope,Dry Zone,Carrot,13.89562919740174
Mullaitivu,Maha,Carrot,2019,207.62,3077.25,Dry,Supported envelope,Dry Zone,Carrot,14.821548983720257
Mullaitivu,Maha,Cassava,2019,208.82,4102.53,Dry,Supported envelope,Dry Zone,Manioc,19.646250359160998
Mullaitivu,Maha,Chilli,2019,95.39,820.38,Dry,Supported envelope,Dry Zone,Chillies (Green),8.600272565258413
Mullaitivu,Maha,Chilli,2019,77.35,539.97,Dry,Supported envelope,Dry Zone,Chillies (Green),6.9808661926308995
Mullaitivu,Maha,Cowpea,2019,78.0,562.59,Dry,Supported envelope,Dry Zone,Cowpea,7.212692307692308
Mullaitivu,Maha,Cowpea,2019,53.64,397.29,Dry,Supported envelope,Dry Zone,Cowpea,7.4065995525727075
Mullaitivu,Maha,Groundnut,2019,68.76,742.0,Dry,Supported envelope,Dry Zone,Ground Nuts,10.791157649796393
Mullaitivu,Maha,Groundnut,2019,93.35,761.77,Dry,Supported envelope,Dry Zone,Ground Nuts,8.16036422067488
Mullaitivu,Maha,Red Onion,2019,97.15,1008.76,Dry,Supported envelope,Dry Zone,Red Onion,10.383530622748326
Mullaitivu,Maha,Red Onion,2019,74.18,661.56,Dry,Supported envelope,Dry Zone,Red Onion,8.918306821245617
Mullaitivu,Yala,Carrot,2019,111.77,1656.05,Dry,Supported envelope,Dry Zone,Carrot,14.816587635322538
Mullaitivu,Yala,Carrot,2019,130.59,1998.23,Dry,Supported envelope,Dry Zone,Carrot,15.30155448349797
Mullaitivu,Yala,Carrot,2019,132.53,1991.35,Dry,Supported envelope,Dry Zone,Carrot,15.02565456877688
Mullaitivu,Yala,Chilli,2019,96.36,594.75,Dry,Supported envelope,Dry Zone,Chillies (Green),6.172166874221669
Mullaitivu,Yala,Potato,2019,160.68,2449.26,Dry,Supported envelope,Dry Zone,Potatoes,15.243091859596715
Mullaitivu,Yala,Turmeric,2019,80.94,742.14,Dry,Supported envelope,Dry Zone,Turmeric,9.169014084507042
Nuwara Eliya,Maha,Beans,2019,106.1,969.59,Up-country Wet,Supported envelope,Up Country Wet Zone,Beans,9.138454288407164
Nuwara Eliya,Maha,Big Onion,2019,68.39,762.3,Up-country Wet,Supported envelope,Up Country Wet Zone,Big Onion,11.146366427840327
Nuwara Eliya,Maha,Cabbage,2019,150.38,2665.33,Up-country Wet,Supported envelope,Up Country Wet Zone,Cabbage,17.723965952919272
Nuwara Eliya,Maha,Carrot,2019,98.26,1354.56,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,13.78546712802768
Nuwara Eliya,Maha,Carrot,2019,113.03,1803.57,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,15.956560205255242
Nuwara Eliya,Maha,Cassava,2019,130.67,2580.66,Up-country Wet,Supported envelope,Up Country Wet Zone,Manioc,19.74944516721512
Nuwara Eliya,Maha,Cassava,2019,84.93,1965.55,Up-country Wet,Supported envelope,Up Country Wet Zone,Manioc,23.14317673378076
Nuwara Eliya,Maha,Cauliflower,2019,104.49,1421.91,Up-country Wet,Supported envelope,Up Country Wet Zone,Cauliflower,13.608096468561586
Nuwara Eliya,Maha,Cauliflower,2019,61.1,750.55,Up-country Wet,Supported envelope,Up Country Wet Zone,Cauliflower,12.283960720130931
Nuwara Eliya,Maha,Cauliflower,2019,62.77,655.47,Up-country Wet,Supported envelope,Up Country Wet Zone,Cauliflower,10.442408794009877
Nuwara Eliya,Maha,Ginger,2019,57.52,592.73,Up-country Wet,Supported envelope,Up Country Wet Zone,Ginger,10.304763560500696
Nuwara Eliya,Maha,Ginger,2019,43.54,499.07,Up-country Wet,Supported envelope,Up Country Wet Zone,Ginger,11.462333486449243
Nuwara Eliya,Maha,Groundnut,2019,57.97,596.75,Up-country Wet,Supported envelope,Up Country Wet Zone,Ground Nuts,10.294117647058824
Nuwara Eliya,Maha,Leeks,2019,119.04,1153.77,Up-country Wet,Supported envelope,Up Country Wet Zone,Leeks,9.692288306451612
Nuwara Eliya,Maha,Leeks,2019,107.07,1236.21,Up-country Wet,Supported envelope,Up Country Wet Zone,Leeks,11.545811151583077
Nuwara Eliya,Maha,Leeks,2019,138.88,1664.13,Up-country Wet,Supported envelope,Up Country Wet Zone,Leeks,11.982502880184333
Nuwara Eliya,Maha,Maize,2019,93.69,1644.87,Up-country Wet,Supported envelope,Up Country Wet Zone,Maize,17.556516170349024
Nuwara Eliya,Maha,Red Onion,2019,44.83,477.22,Up-country Wet,Supported envelope,Up Country Wet Zone,Red Onion,10.645103725184029
Nuwara Eliya,Maha,Sweet Potato,2019,68.54,812.49,Up-country Wet,Supported envelope,Up Country Wet Zone,Sweet Potatoes,11.854245695943973
Nuwara Eliya,Maha,Tea,2019,265.46,7057.91,Up-country Wet,Supported envelope,Up Country Wet Zone,Tea,26.58747080539441
Nuwara Eliya,Maha,Turmeric,2019,96.91,920.61,Up-country Wet,Supported envelope,Up Country Wet Zone,Turmeric,9.499638840160975
Nuwara Eliya,Yala,Beans,2019,76.34,634.02,Up-country Wet,Supported envelope,Up Country Wet Zone,Beans,8.305213518470001
Nuwara Eliya,Yala,Beans,2019,73.84,630.68,Up-country Wet,Supported envelope,Up Country Wet Zone,Beans,8.541170097508125
Nuwara Eliya,Yala,Beans,2019,119.13,1122.06,Up-country Wet,Supported envelope,Up Country Wet Zone,Beans,9.418786199949635
Nuwara Eliya,Yala,Carrot,2019,148.87,2485.27,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,16.69422986498287
Nuwara Eliya,Yala,Carrot,2019,176.01,3009.49,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,17.098403499801147
Nuwara Eliya,Yala,Carrot,2019,167.13,2737.06,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,16.376832405911564
Nuwara Eliya,Yala,Carrot,2019,128.85,2049.38,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,15.905161039968958
Nuwara Eliya,Yala,Carrot,2019,138.63,2024.23,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,14.601673519440237
Nuwara Eliya,Yala,Chilli,2019,55.2,402.79,Up-country Wet,Supported envelope,Up Country Wet Zone,Chillies (Green),7.2969202898550725
Nuwara Eliya,Yala,Chilli,2019,33.85,319.2,Up-country Wet,Supported envelope,Up Country Wet Zone,Chillies (Green),9.42983751846381
Nuwara Eliya,Yala,Groundnut,2019,86.9,924.25,Up-country Wet,Supported envelope,Up Country Wet Zone,Ground Nuts,10.63578826237054
Nuwara Eliya,Yala,Leeks,2019,91.99,841.55,Up-country Wet,Supported envelope,Up Country Wet Zone,Leeks,9.148276986628982
Nuwara Eliya,Yala,Leeks,2019,100.24,1437.8,Up-country Wet,Supported envelope,Up Country Wet Zone,Leeks,14.343575418994414
Nuwara Eliya,Yala,Maize,2019,49.01,776.72,Up-country Wet,Supported envelope,Up Country Wet Zone,Maize,15.84819424607223
Nuwara Eliya,Yala,Maize,2019,94.2,1168.05,Up-country Wet,Supported envelope,Up Country Wet Zone,Maize,12.39968152866242
Nuwara Eliya,Yala,Tea,2019,168.92,3267.53,Up-country Wet,Supported envelope,Up Country Wet Zone,Tea,19.34365380061568
Nuwara Eliya,Yala,Tea,2019,302.11,8232.0,Up-country Wet,Supported envelope,Up Country Wet Zone,Tea,27.248353248816656
Nuwara Eliya,Yala,Turmeric,2019,58.56,656.53,Up-country Wet,Supported envelope,Up Country Wet Zone,Turmeric,11.211236338797812
Polonnaruwa,Maha,Big Onion,2019,106.89,1175.69,Dry,Supported envelope,Dry Zone,Big Onion,10.99906445878941
Polonnaruwa,Maha,Carrot,2019,77.04,1112.17,Dry,Supported envelope,Dry Zone,Carrot,14.436266874350986
Polonnaruwa,Maha,Carrot,2019,84.51,1400.0,Dry,Supported envelope,Dry Zone,Carrot,16.56608685362679
Polonnaruwa,Maha,Carrot,2019,74.22,1133.06,Dry,Supported envelope,Dry Zone,Carrot,15.266235516033413
Polonnaruwa,Maha,Cassava,2019,197.16,4511.85,Dry,Supported envelope,Dry Zone,Manioc,22.884205721241635
Polonnaruwa,Maha,Groundnut,2019,88.4,962.34,Dry,Supported envelope,Dry Zone,Ground Nuts,10.886199095022624
Polonnaruwa,Maha,Potato,2019,101.64,1956.66,Dry,Supported envelope,Dry Zone,Potatoes,19.250885478158207
