District,Season,Crop,Year,Cultivated Area,Production,Agro_Ecological_Zone,Spatial_Check,AEZ_standardized,Crop_standardized,Yield
Matale,Maha,Chilli,2019,76.48,530.98,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),6.9427301255230125
Matale,Maha,Cowpea,2019,60.44,447.12,Intermediate/Up-country,Supported envelope,Intermediate Zone,Cowpea,7.397749834546659
Matale,Maha,Groundnut,2019,55.38,575.33,Intermediate/Up-country,Supported envelope,Intermediate Zone,Ground Nuts,10.388768508486818
Matale,Maha,Groundnut,2019,78.27,616.16,Intermediate/Up-country,Supported envelope,Intermediate Zone,Ground Nuts,7.872237127890635
Matale,Maha,Groundnut,2019,64.6,769.0,Intermediate/Up-country,Supported envelope,Intermediate Zone,Ground Nuts,11.90402476780186
Matale,Maha,Leeks,2019,33.57,424.97,Intermediate/Up-country,Supported envelope,Intermediate Zone,Leeks,12.659219541257075
Matale,Maha,Leeks,2019,67.06,890.52,Intermediate/Up-country,Supported envelope,Intermediate Zone,Leeks,13.279451237697584
Matale,Maha,Long Bean,2019,69.41,527.97,Intermediate/Up-country,Unverified,Intermediate Zone,Long Bean,7.606540844258753
Matale,Maha,Long Bean,2019,47.39,455.22,Intermediate/Up-country,Unverified,Intermediate Zone,Long Bean,9.605824013504959
Matale,Maha,Long Bean,2019,55.42,418.89,Intermediate/Up-country,Unverified,Intermediate Zone,Long Bean,7.558462648863226
Matale,Maha,Maize,2019,101.17,1532.33,Intermediate/Up-country,Supported envelope,Intermediate Zone,Maize,15.146090738361174
Matale,Maha,Papaya,2019,126.0,3404.23,Intermediate/Up-country,Unverified,Intermediate Zone,Papaya,27.01769841269841
Matale,Maha,Papaya,2019,101.51,2639.11,Intermediate/Up-country,Unverified,Intermediate Zone,Papaya,25.998522313072602
Matale,Maha,Pumpkin,2019,83.52,1404.4,Intermediate/Up-country,Unverified,Intermediate Zone,Pumpkin,16.81513409961686
Matale,Maha,Red Onion,2019,46.11,558.87,Intermediate/Up-country,Supported envelope,Intermediate Zone,Red Onion,12.120364346128822
Matale,Maha,Red Onion,2019,49.98,525.21,Intermediate/Up-country,Supported envelope,Intermediate Zone,Red Onion,10.50840336134454
Matale,Maha,Rice,2019,129.91,2496.97,Intermediate/Up-country,Unverified,Intermediate Zone,Rice,19.220768224155183
Matale,Maha,Ridge Gourd,2019,62.6,554.01,Intermediate/Up-country,Unverified,Intermediate Zone,Ridge Gourd,8.85
Matale,Maha,Snake Gourd,2019,59.32,608.12,Intermediate/Up-country,Unverified,Intermediate Zone,Snake Gourd,10.251517194875253
Matale,Maha,Snake Gourd,2019,64.53,565.6,Intermediate/Up-country,Unverified,Intermediate Zone,Snake Gourd,8.76491554315822
Matale,Maha,Snake Gourd,2019,66.83,792.24,Intermediate/Up-country,Unverified,Intermediate Zone,Snake Gourd,11.854556336974413
Matale,Maha,Sweet Potato,2019,85.42,1170.38,Intermediate/Up-country,Supported envelope,Intermediate Zone,Sweet Potatoes,13.701475064387733
Matale,Maha,Sweet Potato,2019,66.32,870.96,Intermediate/Up-country,Supported envelope,Intermediate Zone,Sweet Potatoes,13.132689987937276
Matale,Maha,Tea,2019,152.33,2990.57,Intermediate/Up-country,Supported envelope,Intermediate Zone,Tea,19.63218013523272
Matale,Maha,Watermelon,2019,103.39,2555.16,Intermediate/Up-country,Unverified,Intermediate Zone,Watermelon,24.713802108521133
Matale,Maha,Watermelon,2019,146.81,2347.95,Intermediate/Up-country,Unverified,Intermediate Zone,Watermelon,15.993120359648524
Matale,Yala,Ash Plantain,2019,177.9,6353.98,Intermediate/Up-country,Unverified,Intermediate Zone,Ash Plantain,35.71658234963462
Matale,Yala,Beans,2019,47.78,454.69,Intermediate/Up-country,Supported envelope,Intermediate Zone,Beans,9.516324822101298
Matale,Yala,Beans,2019,46.04,427.68,Intermediate/Up-country,Supported envelope,Intermediate Zone,Beans,9.289313640312772
Matale,Yala,Bitter Gourd,2019,82.76,803.7,Intermediate/Up-country,Unverified,Intermediate Zone,Bitter Gourd,9.711213146447559
Matale,Yala,Black Gram,2019,43.38,326.67,Intermediate/Up-country,Unverified,Intermediate Zone,Black Gram,7.5304287690179805
Matale,Yala,Cabbage,2019,109.18,1873.97,Intermediate/Up-country,Supported envelope,Intermediate Zone,Cabbage,17.164041033156256
Matale,Yala,Carrot,2019,121.19,1603.7,Intermediate/Up-country,Supported envelope,Intermediate Zone,Carrot,13.23294001155211
Matale,Yala,Chilli,2019,41.25,230.5,Intermediate/Up-country,Supported envelope,Intermediate Zone,Chillies (Green),5.587878787878788
Matale,Yala,Cucumber,2019,79.65,1048.9,Intermediate/Up-country,Unverified,Intermediate Zone,Cucumber,13.16886377903327
Matale,Yala,Groundnut,2019,56.34,606.71,Intermediate/Up-country,Supported envelope,Intermediate Zone,Ground Nuts,10.768725594604188
Matale,Yala,Leeks,2019,73.56,948.44,Intermediate/Up-country,Supported envelope,Intermediate Zone,Leeks,12.89342033713975
Matale,Yala,Mango,2019,108.88,2889.19,Intermediate/Up-country,Unverified,Intermediate Zone,Mango,26.53554371785452
Matale,Yala,Pepper,2019,26.52,118.7,Intermediate/Up-country,Supported envelope,Intermediate Zone,Pepper,4.475867269984917
Matale,Yala,Pepper,2019,39.59,216.47,Intermediate/Up-country,Supported envelope,Intermediate Zone,Pepper,5.467794897701439
Matale,Yala,Ridge Gourd,2019,68.07,593.39,Intermediate/Up-country,Unverified,Intermediate Zone,Ridge Gourd,8.717349786983988
Matale,Yala,Snake Gourd,2019,61.02,635.7,Intermediate/Up-country,Unverified,Intermediate Zone,Snake Gourd,10.417895771878072
Matale,Yala,Snake Gourd,2019,65.67,642.98,Intermediate/Up-country,Unverified,Intermediate Zone,Snake Gourd,9.791076595096696
Matale,Yala,Sweet Potato,2019,108.26,1335.1,Intermediate/Up-country,Supported envelope,Intermediate Zone,Sweet Potatoes,12.33234805098836
Matara,Maha,Banana,2019,191.62,5272.8,Wet,Unverified,Wet Zone,Banana,27.51696065128901
Matara,Maha,Banana,2019,152.1,6435.53,Wet,Unverified,Wet Zone,Banana,42.3111768573307
Matara,Maha,Banana,2019,208.77,6523.42,Wet,Unverified,Wet Zone,Banana,31.24692245054366
Matara,Maha,Big Onion,2019,92.5,844.74,Wet,Supported envelope,Wet Zone,Big Onion,9.132324324324324
Matara,Maha,Big Onion,2019,107.89,1030.62,Wet,Supported envelope,Wet Zone,Big Onion,9.55250718324219
Matara,Maha,Black Gram,2019,73.93,443.55,Wet,Unverified,Wet Zone,Black Gram,5.999594210739889
Matara,Maha,Brinjal,2019,79.17,852.46,Wet,Unverified,Wet Zone,Brinjal,10.767462422634837
Matara,Maha,Carrot,2019,123.34,2209.0,Wet,Supported envelope,Wet Zone,Carrot,17.9098427112048
Matara,Maha,Carrot,2019,131.64,2467.62,Wet,Supported envelope,Wet Zone,Carrot,18.745214220601643
Matara,Maha,Chilli,2019,66.15,463.31,Wet,Supported envelope,Wet Zone,Chillies (Green),7.003930461073318
Matara,Maha,Chilli,2019,93.39,720.71,Wet,Supported envelope,Wet Zone,Chillies (Green),7.717207409786916
Matara,Maha,Cowpea,2019,109.7,869.12,Wet,Supported envelope,Wet Zone,Cowpea,7.922698268003646
Matara,Maha,Ginger,2019,105.51,1320.5,Wet,Supported envelope,Wet Zone,Ginger,12.515401383755094
Matara,Maha,Long Bean,2019,59.57,445.42,Wet,Unverified,Wet Zone,Long Bean,7.477253651166695
Matara,Maha,Maize,2019,172.5,3002.85,Wet,Supported envelope,Wet Zone,Maize,17.407826086956522
Matara,Maha,Mango,2019,201.1,4427.02,Wet,Unverified,Wet Zone,Mango,22.014022874191948
Matara,Maha,Pepper,2019,59.04,263.6,Wet,Supported envelope,Wet Zone,Pepper,4.464769647696477
Matara,Maha,Pumpkin,2019,109.2,1798.65,Wet,Unverified,Wet Zone,Pumpkin,16.471153846153847
Matara,Maha,Red Onion,2019,68.46,709.96,Wet,Supported envelope,Wet Zone,Red Onion,10.37043529068069
Matara,Maha,Rice,2019,159.17,3522.69,Wet,Unverified,Wet Zone,Rice,22.13162028020356
Matara,Maha,Snake Gourd,2019,81.99,1048.17,Wet,Unverified,Wet Zone,Snake Gourd,12.784120014635933
Matara,Maha,Soybean,2019,108.41,920.66,Wet,Unverified,Wet Zone,Soybean,8.492390000922423
Matara,Maha,Tomato,2019,158.3,1750.74,Wet,Unverified,Wet Zone,Tomato,11.059633607075172
Matara,Maha,Turmeric,2019,50.09,549.82,Wet,Supported envelope,Wet Zone,Turmeric,10.976642044320224
Matara,Maha,Watermelon,2019,192.65,3955.6,Wet,Unverified,Wet Zone,Watermelon,20.532572021801194
Matara,Maha,Watermelon,2019,176.48,3515.1,Wet,Unverified,Wet Zone,Watermelon,19.91783771532185
Matara,Yala,Ash Plantain,2019,218.34,6806.95,Wet,Unverified,Wet Zone,Ash Plantain,31.175918292571218
Matara,Yala,Banana,2019,266.66,8884.57,Wet,Unverified,Wet Zone,Banana,33.317970449261225
Matara,Yala,Banana,2019,163.23,4989.26,Wet,Unverified,Wet Zone,Banana,30.56582736016664
Matara,Yala,Banana,2019,258.94,7058.95,Wet,Unverified,Wet Zone,Banana,27.260948482273886
Matara,Yala,Banana,2019,472.66,16389.29,Wet,Unverified,Wet Zone,Banana,34.67458638344687
Matara,Yala,Bitter Gourd,2019,73.21,857.12,Wet,Unverified,Wet Zone,Bitter Gourd,11.707690206255977
Matara,Yala,Cinnamon,2019,63.68,272.31,Wet,Supported envelope,Wet Zone,Cinnamon,4.276224874371859
Matara,Yala,Cowpea,2019,77.13,595.49,Wet,Supported envelope,Wet Zone,Cowpea,7.720601581745107
Matara,Yala,Ginger,2019,97.55,1337.11,Wet,Supported envelope,Wet Zone,Ginger,13.70691952844695
Matara,Yala,Green Gram,2019,49.39,318.61,Wet,Supported envelope,Wet Zone,Green Gram,6.450900992103665
Matara,Yala,Maize,2019,182.67,3163.14,Wet,Supported envelope,Wet Zone,Maize,17.316143865987847
Matara,Yala,Mango,2019,105.47,2429.82,Wet,Unverified,Wet Zone,Mango,23.038020290129896
Matara,Yala,Papaya,2019,180.06,4273.82,Wet,Unverified,Wet Zone,Papaya,23.735532600244362
Matara,Yala,Papaya,2019,130.92,3547.93,Wet,Unverified,Wet Zone,Papaya,27.099984723495265
Matara,Yala,Papaya,2019,210.0,6061.09,Wet,Unverified,Wet Zone,Papaya,28.862333333333336
Matara,Yala,Potato,2019,167.94,2635.51,Wet,Supported envelope,Wet Zone,Potatoes,15.693164225318567
Matara,Yala,Potato,2019,148.77,2895.19,Wet,Supported envelope,Wet Zone,Potatoes,19.460845600591515
Matara,Yala,Rice,2019,160.31,3464.3,Wet,Unverified,Wet Zone,Rice,21.610005614122638
Matara,Yala,Taro,2019,129.83,1677.18,Wet,Unverified,Wet Zone,Taro,12.918277747824076
Matara,Yala,Tea,2019,197.02,4658.56,Wet,Supported envelope,Wet Zone,Tea,23.645112171353162
Matara,Yala,Tea,2019,180.08,4429.62,Wet,Supported envelope,Wet Zone,Tea,24.5980675255442
Matara,Yala,Turmeric,2019,79.13,767.39,Wet,Supported envelope,Wet Zone,Turmeric,9.69783899911538
Matara,Yala,Turmeric,2019,87.0,777.64,Wet,Supported envelope,Wet Zone,Turmeric,8.9383908045977
Monaragala,Maha,Ash Plantain,2019,194.69,6791.28,Unknown,Unverified,Unknown,Ash Plantain,34.88253120345164
Monaragala,Maha,Ash Plantain,2019,225.25,7215.81,Unknown,Unverified,Unknown,Ash Plantain,32.03467258601554
Monaragala,Maha,Banana,2019,155.18,3889.94,Unknown,Unverified,Unknown,Banana,25.067276710916353
Monaragala,Maha,Bitter Gourd,2019,71.06,782.69,Unknown,Unverified,Unknown,Bitter Gourd,11.014494793132565
Monaragala,Maha,Black Gram,2019,50.95,321.27,Unknown,Unverified,Unknown,Black Gram,6.305593719332679
Monaragala,Maha,Brinjal,2019,85.23,1016.9,Unknown,Unverified,Unknown,Brinjal,11.931244866830927
Monaragala,Maha,Brinjal,2019,100.21,1275.96,Unknown,Unverified,Unknown,Brinjal,12.732860991916976
Monaragala,Maha,Cucumber,2019,72.8,951.44,Unknown,Unverified,Unknown,Cucumber,13.06923076923077
Monaragala,Maha,Okra,2019,53.64,446.42,Unknown,Unverified,Unknown,Okra,8.322520507084265
Monaragala,Maha,Papaya,2019,204.27,4923.99,Unknown,Unverified,Unknown,Papaya,24.10530180643266
Monaragala,Maha,Rice,2019,126.48,2436.17,Unknown,Unverified,Unknown,Rice,19.26130613535737
Monaragala,Maha,Ridge Gourd,2019,70.6,652.44,Unknown,Unverified,Unknown,Ridge Gourd,9.241359773371107
Monaragala,Maha,Ridge Gourd,2019,69.47,721.31,Unknown,Unverified,Unknown,Ridge Gourd,10.38304304016122
Monaragala,Maha,Ridge Gourd,2019,51.05,520.12,Unknown,Unverified,Unknown,Ridge Gourd,10.188442703232125
Monaragala,Maha,Snake Gourd,2019,82.23,751.32,Unknown,Unverified,Unknown,Snake Gourd,9.136811382707041
Monaragala,Maha,Taro,2019,65.44,694.05,Unknown,Unverified,Unknown,Taro,10.605898533007334
Monaragala,Maha,Watermelon,2019,135.8,3098.13,Unknown,Unverified,Unknown,Watermelon,22.813917525773196
Monaragala,Yala,Banana,2019,315.91,8806.6,Unknown,Unverified,Unknown,Banana,27.87692697287202
Monaragala,Yala,Brinjal,2019,79.67,1072.79,Unknown,Unverified,Unknown,Brinjal,13.465419856909753
Monaragala,Yala,Coconut,2019,201.15,6579.94,Unknown,Unverified,Unknown,Coconut,32.71160825254785
Monaragala,Yala,Papaya,2019,107.94,2989.95,Unknown,Unverified,Unknown,Papaya,27.700111172873818
Monaragala,Yala,Pumpkin,2019,72.36,1260.68,Unknown,Unverified,Unknown,Pumpkin,17.422332780541737
Monaragala,Yala,Rice,2019,75.75,1542.22,Unknown,Unverified,Unknown,Rice,20.3593399339934
Monaragala,Yala,Soybean,2019,60.37,560.33,Unknown,Unverified,Unknown,Soybean,9.28159681961239
Monaragala,Yala,Tomato,2019,106.03,1403.78,Unknown,Unverified,Unknown,Tomato,13.239460530038668
Monaragala,Yala,Tomato,2019,96.37,1077.0,Unknown,Unverified,Unknown,Tomato,11.175677077928816
Mullaitivu,Maha,Banana,2019,164.97,4646.87,Dry,Unverified,Dry Zone,Banana,28.16796993392738
Mullaitivu,Maha,Black Gram,2019,99.83,660.3,Dry,Unverified,Dry Zone,Black Gram,6.614244215165781
Mullaitivu,Maha,Carrot,2019,90.83,1262.14,Dry,Supported envelope,Dry Zone,Carrot,13.89562919740174
Mullaitivu,Maha,Carrot,2019,207.62,3077.25,Dry,Supported envelope,Dry Zone,Carrot,14.821548983720257
Mullaitivu,Maha,Cassava,2019,208.82,4102.53,Dry,Supported envelope,Dry Zone,Manioc,19.646250359160998
Mullaitivu,Maha,Chilli,2019,95.39,820.38,Dry,Supported envelope,Dry Zone,Chillies (Green),8.600272565258413
Mullaitivu,Maha,Chilli,2019,77.35,539.97,Dry,Supported envelope,Dry Zone,Chillies (Green),6.9808661926308995
Mullaitivu,Maha,Cowpea,2019,78.0,562.59,Dry,Supported envelope,Dry Zone,Cowpea,7.212692307692308
Mullaitivu,Maha,Cowpea,2019,53.64,397.29,Dry,Supported envelope,Dry Zone,Cowpea,7.4065995525727075
Mullaitivu,Maha,Cucumber,2019,96.8,1520.32,Dry,Unverified,Dry Zone,Cucumber,15.705785123966942
Mullaitivu,Maha,Cucumber,2019,113.42,1786.05,Dry,Unverified,Dry Zone,Cucumber,15.747222712043731
Mullaitivu,Maha,Groundnut,2019,68.76,742.0,Dry,Supported envelope,Dry Zone,Ground Nuts,10.791157649796393
Mullaitivu,Maha,Groundnut,2019,93.35,761.77,Dry,Supported envelope,Dry Zone,Ground Nuts,8.16036422067488
Mullaitivu,Maha,Red Onion,2019,97.15,1008.76,Dry,Supported envelope,Dry Zone,Red Onion,10.383530622748326
Mullaitivu,Maha,Red Onion,2019,74.18,661.56,Dry,Supported envelope,Dry Zone,Red Onion,8.918306821245617
Mullaitivu,Maha,Ridge Gourd,2019,66.0,646.48,Dry,Unverified,Dry Zone,Ridge Gourd,9.795151515151515
Mullaitivu,Maha,Watermelon,2019,184.47,3882.28,Dry,Unverified,Dry Zone,Watermelon,21.045590068845883
Mullaitivu,Maha,Watermelon,2019,158.07,3490.52,Dry,Unverified,Dry Zone,Watermelon,22.0821155184412
Mullaitivu,Yala,Banana,2019,165.23,6220.91,Dry,Unverified,Dry Zone,Banana,37.65000302608485
Mullaitivu,Yala,Bitter Gourd,2019,136.3,1244.07,Dry,Unverified,Dry Zone,Bitter Gourd,9.127439471753483
Mullaitivu,Yala,Black Gram,2019,52.7,331.55,Dry,Unverified,Dry Zone,Black Gram,6.291271347248577
Mullaitivu,Yala,Black Gram,2019,56.53,388.65,Dry,Unverified,Dry Zone,Black Gram,6.875110560764195
Mullaitivu,Yala,Carrot,2019,111.77,1656.05,Dry,Supported envelope,Dry Zone,Carrot,14.816587635322538
Mullaitivu,Yala,Carrot,2019,130.59,1998.23,Dry,Supported envelope,Dry Zone,Carrot,15.30155448349797
Mullaitivu,Yala,Carrot,2019,132.53,1991.35,Dry,Supported envelope,Dry Zone,Carrot,15.02565456877688
Mullaitivu,Yala,Chilli,2019,96.36,594.75,Dry,Supported envelope,Dry Zone,Chillies (Green),6.172166874221669
Mullaitivu,Yala,Coconut,2019,298.44,10193.77,Dry,Unverified,Dry Zone,Coconut,34.156848947862215
Mullaitivu,Yala,Cucumber,2019,157.76,2039.6,Dry,Unverified,Dry Zone,Cucumber,12.928498985801218
Mullaitivu,Yala,Long Bean,2019,67.82,567.88,Dry,Unverified,Dry Zone,Long Bean,8.373341197286937
Mullaitivu,Yala,Potato,2019,160.68,2449.26,Dry,Supported envelope,Dry Zone,Potatoes,15.243091859596715
Mullaitivu,Yala,Rice,2019,162.68,2775.78,Dry,Unverified,Dry Zone,Rice,17.062822719449226
Mullaitivu,Yala,Rice,2019,182.55,3907.94,Dry,Unverified,Dry Zone,Rice,21.40750479320734
Mullaitivu,Yala,Taro,2019,81.64,898.41,Dry,Unverified,Dry Zone,Taro,11.00453209211171
Mullaitivu,Yala,Turmeric,2019,80.94,742.14,Dry,Supported envelope,Dry Zone,Turmeric,9.169014084507042
Mullaitivu,Yala,Watermelon,2019,128.39,2562.02,Dry,Unverified,Dry Zone,Watermelon,19.95498091751694
Nuwara Eliya,Maha,Ash Plantain,2019,143.53,4378.19,Up-country Wet,Unverified,Up Country Wet Zone,Ash Plantain,30.503657771894375
Nuwara Eliya,Maha,Banana,2019,234.19,7356.75,Up-country Wet,Unverified,Up Country Wet Zone,Banana,31.413595798283446
Nuwara Eliya,Maha,Banana,2019,189.96,4472.27,Up-country Wet,Unverified,Up Country Wet Zone,Banana,23.54321962518425
Nuwara Eliya,Maha,Banana,2019,122.66,3768.25,Up-country Wet,Unverified,Up Country Wet Zone,Banana,30.72109897277026
Nuwara Eliya,Maha,Banana,2019,180.52,6301.23,Up-country Wet,Unverified,Up Country Wet Zone,Banana,34.905993795701306
Nuwara Eliya,Maha,Banana,2019,201.33,6288.55,Up-country Wet,Unverified,Up Country Wet Zone,Banana,31.235037003923907
Nuwara Eliya,Maha,Banana,2019,136.01,3969.28,Up-country Wet,Unverified,Up Country Wet Zone,Banana,29.183736489963977
Nuwara Eliya,Maha,Banana,2019,147.4,5198.56,Up-country Wet,Unverified,Up Country Wet Zone,Banana,35.26838534599729
Nuwara Eliya,Maha,Beans,2019,106.1,969.59,Up-country Wet,Supported envelope,Up Country Wet Zone,Beans,9.138454288407164
Nuwara Eliya,Maha,Big Onion,2019,68.39,762.3,Up-country Wet,Supported envelope,Up Country Wet Zone,Big Onion,11.146366427840327
Nuwara Eliya,Maha,Brinjal,2019,66.75,864.81,Up-country Wet,Unverified,Up Country Wet Zone,Brinjal,12.955955056179775
Nuwara Eliya,Maha,Brinjal,2019,48.92,521.74,Up-country Wet,Unverified,Up Country Wet Zone,Brinjal,10.66516762060507
Nuwara Eliya,Maha,Cabbage,2019,150.38,2665.33,Up-country Wet,Supported envelope,Up Country Wet Zone,Cabbage,17.723965952919272
Nuwara Eliya,Maha,Carrot,2019,98.26,1354.56,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,13.78546712802768
Nuwara Eliya,Maha,Carrot,2019,113.03,1803.57,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,15.956560205255242
Nuwara Eliya,Maha,Cassava,2019,130.67,2580.66,Up-country Wet,Supported envelope,Up Country Wet Zone,Manioc,19.74944516721512
Nuwara Eliya,Maha,Cassava,2019,84.93,1965.55,Up-country Wet,Supported envelope,Up Country Wet Zone,Manioc,23.14317673378076
Nuwara Eliya,Maha,Cauliflower,2019,104.49,1421.91,Up-country Wet,Supported envelope,Up Country Wet Zone,Cauliflower,13.608096468561586
Nuwara Eliya,Maha,Cauliflower,2019,61.1,750.55,Up-country Wet,Supported envelope,Up Country Wet Zone,Cauliflower,12.283960720130931
Nuwara Eliya,Maha,Cauliflower,2019,62.77,655.47,Up-country Wet,Supported envelope,Up Country Wet Zone,Cauliflower,10.442408794009877
Nuwara Eliya,Maha,Coconut,2019,107.38,3431.09,Up-country Wet,Unverified,Up Country Wet Zone,Coconut,31.952784503631964
Nuwara Eliya,Maha,Cucumber,2019,126.16,2316.11,Up-country Wet,Unverified,Up Country Wet Zone,Cucumber,18.358512999365885
Nuwara Eliya,Maha,Ginger,2019,57.52,592.73,Up-country Wet,Supported envelope,Up Country Wet Zone,Ginger,10.304763560500696
Nuwara Eliya,Maha,Ginger,2019,43.54,499.07,Up-country Wet,Supported envelope,Up Country Wet Zone,Ginger,11.462333486449243
Nuwara Eliya,Maha,Groundnut,2019,57.97,596.75,Up-country Wet,Supported envelope,Up Country Wet Zone,Ground Nuts,10.294117647058824
Nuwara Eliya,Maha,Leeks,2019,119.04,1153.77,Up-country Wet,Supported envelope,Up Country Wet Zone,Leeks,9.692288306451612
Nuwara Eliya,Maha,Leeks,2019,107.07,1236.21,Up-country Wet,Supported envelope,Up Country Wet Zone,Leeks,11.545811151583077
Nuwara Eliya,Maha,Leeks,2019,138.88,1664.13,Up-country Wet,Supported envelope,Up Country Wet Zone,Leeks,11.982502880184333
Nuwara Eliya,Maha,Maize,2019,93.69,1644.87,Up-country Wet,Supported envelope,Up Country Wet Zone,Maize,17.556516170349024
Nuwara Eliya,Maha,Mango,2019,139.4,3634.9,Up-country Wet,Unverified,Up Country Wet Zone,Mango,26.07532281205165
Nuwara Eliya,Maha,Mango,2019,118.44,3232.84,Up-country Wet,Unverified,Up Country Wet Zone,Mango,27.2951705504897
Nuwara Eliya,Maha,Red Onion,2019,44.83,477.22,Up-country Wet,Supported envelope,Up Country Wet Zone,Red Onion,10.645103725184029
Nuwara Eliya,Maha,Rice,2019,110.44,2384.96,Up-country Wet,Unverified,Up Country Wet Zone,Rice,21.595074248460705
Nuwara Eliya,Maha,Sesame,2019,49.46,297.13,Up-country Wet,Unverified,Up Country Wet Zone,Gingelly,6.007480792559644
Nuwara Eliya,Maha,Snake Gourd,2019,81.86,983.08,Up-country Wet,Unverified,Up Country Wet Zone,Snake Gourd,12.009284143659908
Nuwara Eliya,Maha,Soybean,2019,48.47,388.93,Up-country Wet,Unverified,Up Country Wet Zone,Soybean,8.024138642459253
Nuwara Eliya,Maha,Sweet Potato,2019,68.54,812.49,Up-country Wet,Supported envelope,Up Country Wet Zone,Sweet Potatoes,11.854245695943973
Nuwara Eliya,Maha,Tea,2019,265.46,7057.91,Up-country Wet,Supported envelope,Up Country Wet Zone,Tea,26.58747080539441
Nuwara Eliya,Maha,Tomato,2019,61.84,588.66,Up-country Wet,Unverified,Up Country Wet Zone,Tomato,9.519081500646829
Nuwara Eliya,Maha,Tomato,2019,63.48,867.23,Up-country Wet,Unverified,Up Country Wet Zone,Tomato,13.661468178954003
Nuwara Eliya,Maha,Turmeric,2019,96.91,920.61,Up-country Wet,Supported envelope,Up Country Wet Zone,Turmeric,9.499638840160975
Nuwara Eliya,Maha,Watermelon,2019,119.28,2129.89,Up-country Wet,Unverified,Up Country Wet Zone,Watermelon,17.856220657276992
Nuwara Eliya,Maha,Watermelon,2019,108.29,2350.83,Up-country Wet,Unverified,Up Country Wet Zone,Watermelon,21.708652691845966
Nuwara Eliya,Maha,Yam,2019,74.05,1083.96,Up-country Wet,Unverified,Up Country Wet Zone,Yam,14.638217420661716
Nuwara Eliya,Yala,Ash Plantain,2019,169.42,6458.7,Up-country Wet,Unverified,Up Country Wet Zone,Ash Plantain,38.12241766025263
Nuwara Eliya,Yala,Banana,2019,162.97,4643.16,Up-country Wet,Unverified,Up Country Wet Zone,Banana,28.490887893477325
Nuwara Eliya,Yala,Beans,2019,76.34,634.02,Up-country Wet,Supported envelope,Up Country Wet Zone,Beans,8.305213518470001
Nuwara Eliya,Yala,Beans,2019,73.84,630.68,Up-country Wet,Supported envelope,Up Country Wet Zone,Beans,8.541170097508125
Nuwara Eliya,Yala,Beans,2019,119.13,1122.06,Up-country Wet,Supported envelope,Up Country Wet Zone,Beans,9.418786199949635
Nuwara Eliya,Yala,Black Gram,2019,43.83,323.34,Up-country Wet,Unverified,Up Country Wet Zone,Black Gram,7.377138945927447
Nuwara Eliya,Yala,Carrot,2019,148.87,2485.27,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,16.69422986498287
Nuwara Eliya,Yala,Carrot,2019,176.01,3009.49,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,17.098403499801147
Nuwara Eliya,Yala,Carrot,2019,167.13,2737.06,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,16.376832405911564
Nuwara Eliya,Yala,Carrot,2019,128.85,2049.38,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,15.905161039968958
Nuwara Eliya,Yala,Carrot,2019,138.63,2024.23,Up-country Wet,Supported envelope,Up Country Wet Zone,Carrot,14.601673519440237
Nuwara Eliya,Yala,Chilli,2019,55.2,402.79,Up-country Wet,Supported envelope,Up Country Wet Zone,Chillies (Green),7.2969202898550725
Nuwara Eliya,Yala,Chilli,2019,33.85,319.2,Up-country Wet,Supported envelope,Up Country Wet Zone,Chillies (Green),9.42983751846381
Nuwara Eliya,Yala,Cucumber,2019,94.41,1373.3,Up-country Wet,Unverified,Up Country Wet Zone,Cucumber,14.546128588073298
Nuwara Eliya,Yala,Cucumber,2019,80.54,1258.78,Up-country Wet,Unverified,Up Country Wet Zone,Cucumber,15.629252545319094
Nuwara Eliya,Yala,Groundnut,2019,86.9,924.25,Up-country Wet,Supported envelope,Up Country Wet Zone,Ground Nuts,10.63578826237054
Nuwara Eliya,Yala,Leeks,2019,91.99,841.55,Up-country Wet,Supported envelope,Up Country Wet Zone,Leeks,9.148276986628982
Nuwara Eliya,Yala,Leeks,2019,100.24,1437.8,Up-country Wet,Supported envelope,Up Country Wet Zone,Leeks,14.343575418994414
Nuwara Eliya,Yala,Long Bean,2019,39.45,336.86,Up-country Wet,Unverified,Up Country Wet Zone,Long Bean,8.53891001267427
Nuwara Eliya,Yala,Maize,2019,49.01,776.72,Up-country Wet,Supported envelope,Up Country Wet Zone,Maize,15.84819424607223
Nuwara Eliya,Yala,Maize,2019,94.2,1168.05,Up-country Wet,Supported envelope,Up Country Wet Zone,Maize,12.39968152866242
Nuwara Eliya,Yala,Pumpkin,2019,95.23,1487.46,Up-country Wet,Unverified,Up Country Wet Zone,Pumpkin,15.619657670902026
Nuwara Eliya,Yala,Rice,2019,166.76,3514.56,Up-country Wet,Unverified,Up Country Wet Zone,Rice,21.075557687694893
Nuwara Eliya,Yala,Ridge Gourd,2019,53.09,588.58,Up-country Wet,Unverified,Up Country Wet Zone,Ridge Gourd,11.08645695987945
