district,year,season,temperature_avg_c,temperature_max_c,temperature_min_c,rainfall_mm_total,humidity_percent,solar_radiation_mj_m2_day,wind_speed_m_s
Galle,2021,Maha,27.327217,30.06,24.17,1689.89,81.15548,17.708916,4.2373586
Galle,2021,Yala,27.879803,29.87,25.96,983.13,83.41287,18.46183,6.011961
Galle,2022,Maha,27.248444,29.91,25.03,1290.07,80.636086,18.02118,4.355613
Galle,2022,Yala,27.619673,29.96,25.47,1026.97,84.371895,17.396404,6.4599347
Galle,2023,Maha,27.40684,29.99,23.72,2466.38,81.24085,16.866934,3.8884904
Galle,2023,Yala,28.242615,30.78,26.72,788.3,83.07686,18.643333,5.7709804
Galle,2024,Maha,27.89507,30.78,24.99,1220.47,81.33267,18.574368,4.2729106
Galle,2024,Yala,28.54294,31.5,26.55,935.19,83.46405,17.341242,5.7297387
Galle,2025,Maha,27.462643,30.55,24.1,2252.04,81.59764,17.706179,4.0783963
Galle,2025,Yala,27.879478,29.84,25.77,817.09,85.38092,18.063988,5.9524183
Gampaha,2000,Maha,26.263193,34.25,18.79,659.56,79.314835,17.801502,4.2186384
Gampaha,2000,Yala,26.668432,32.6,23.23,528.8,82.33922,19.136797,5.471634
Gampaha,2001,Maha,26.300707,34.29,18.98,659.68,79.19637,18.612028,4.2154245
Gampaha,2001,Yala,26.633791,34.09,23.19,581.82,84.500984,19.16889,4.9037256
Gampaha,2002,Maha,26.741463,35.54,19.44,963.25,77.867836,18.761745,4.031038
Gampaha,2002,Yala,26.77915,33.71,23.53,597.53,84.33202,18.86281,4.9267974
Gampaha,2003,Maha,26.301369,32.65,19.91,800.58,80.90637,18.701698,4.127123
Gampaha,2003,Yala,26.97549,34.03,24.1,577.01,84.319016,19.199543,4.833595
Gampaha,2004,Maha,26.70474,35.54,19.13,971.14,78.262955,18.035587,4.1916904
Gampaha,2004,Yala,26.991373,33.7,23.91,568.51,82.46889,18.94745,5.4057517
Gampaha,2005,Maha,26.012548,32.67,19.9,1207.68,82.817505,18.197218,4.153349
Gampaha,2005,Yala,26.900982,31.36,24.04,604.55,84.95425,19.264313,5.0081043
Gampaha,2006,Maha,25.728018,30.68,18.18,1590.48,84.47575,17.843775,4.025
Gampaha,2006,Yala,26.552221,30.74,23.4,638.61,85.161896,19.427124,4.944248
Gampaha,2007,Maha,25.773819,33.36,19.14,965.63,81.68698,18.504528,4.0696697
Gampaha,2007,Yala,26.607712,31.31,23.51,788.47,85.767914,18.654118,4.685033
Gampaha,2008,Maha,25.88249,30.56,19.75,1108.77,82.781265,18.06202,3.7677934
Gampaha,2008,Yala,26.224445,29.96,23.49,921.68,86.98471,18.77974,4.847582
Gampaha,2009,Maha,26.114765,33.94,19.15,1144.8,80.2942,18.93514,3.6920753
Gampaha,2009,Yala,26.591568,32.05,23.82,821.47003,86.454315,18.455034,5.16549
Gampaha,2010,Maha,25.84236,33.34,19.68,1546.26,83.0309,17.859245,3.9357076
Gampaha,2010,Yala,26.606928,31.62,23.32,1302.99,87.22523,18.625097,4.7719607
Gampaha,2011,Maha,25.790188,30.29,19.52,1350.6,84.37406,17.453962,4.0082073
Gampaha,2011,Yala,26.313595,30.51,23.65,919.83,87.01105,19.172417,4.7691503
Gampaha,2012,Maha,26.021408,31.48,19.44,1586.73,81.906105,18.573803,3.463521
Gampaha,2012,Yala,26.57804,30.38,23.77,852.86,85.22314,19.402353,5.1415033
Gampaha,2013,Maha,25.91382,31.22,20.1,1195.06,83.58519,17.95118,4.0284433
Gampaha,2013,Yala,26.350653,30.91,23.98,1019.34,87.65673,18.232876,5.0867977
Gampaha,2014,Maha,26.126698,34.26,19.05,1501.33,81.75288,17.483679,3.6612263
Gampaha,2014,Yala,26.797321,32.95,23.7,877.31,85.97575,19.067387,4.9115686
Gampaha,2015,Maha,26.098112,31.94,19.84,1628.72,83.53066,18.253254,3.5582078
Gampaha,2015,Yala,26.868694,31.13,24.17,812.15,85.926735,19.633007,4.5452943
Gampaha,2016,Maha,26.37507,32.48,19.06,742.93,81.25192,19.135586,3.9415963
Gampaha,2016,Yala,27.030914,32.63,24.02,898.1,85.5151,19.157843,4.9473205
Gampaha,2017,Maha,26.173773,32.3,18.93,1229.75,81.03014,18.485565,3.881321
Gampaha,2017,Yala,27.01817,32.15,24.34,609.47,84.60667,20.14451,5.015294
Gampaha,2018,Maha,26.114481,32.29,19.19,1035.35,81.28019,18.944433,3.399481
Gampaha,2018,Yala,26.48294,32.9,23.44,1008.66,86.91784,18.702353,4.7442484
Gampaha,2019,Maha,26.430376,33.57,20.02,1637.12,81.82245,18.783585,3.3667924
Gampaha,2019,Yala,27.428236,33.47,23.35,739.9,82.45791,19.826994,4.9402614
Gampaha,2020,Maha,26.547558,33.26,20.43,1017.42,81.55897,18.999296,3.7881691
Gampaha,2020,Yala,27.153334,33.88,23.69,944.45,84.21771,19.603138,4.4479084
Gampaha,2021,Maha,26.143444,31.62,20.45,1567.23,83.74113,18.219292,3.9289622
Gampaha,2021,Yala,26.76523,32.02,24.11,1204.58,86.560196,19.690523,4.8368626
Gampaha,2022,Maha,26.045284,31.4,20.07,1269.62,83.03736,18.174387,4.083255
Gampaha,2022,Yala,26.509542,30.69,23.62,1166.22,86.996346,18.684444,5.1188235
Gampaha,2023,Maha,26.199339,30.95,19.25,2146.87,84.2242,17.630566,3.9473586
Gampaha,2023,Yala,27.232157,31.81,24.05,814.73,84.86438,20.161371,4.6383004
Gampaha,2024,Maha,26.780657,33.53,20.52,1066.72,83.09864,18.68878,3.8738499
Gampaha,2024,Yala,27.589151,34.02,24.04,925.27,85.077644,18.637123,4.6083007
Gampaha,2025,Maha,26.219952,31.74,20.62,1937.93,84.02576,17.790188,4.073302
Gampaha,2025,Yala,26.868364,30.92,24.1,852.15,87.21706,19.167452,4.816144
Hambantota,2000,Maha,27.100048,30.95,23.37,702.97,80.192955,18.222067,5.476667
Hambantota,2000,Yala,27.749413,31.88,25.42,358.21,80.439476,20.717974,7.6355553
Hambantota,2001,Maha,26.96802,32.06,21.75,1022.28,80.81472,19.25698,5.492453
Hambantota,2001,Yala,27.867125,32.55,24.89,492.42,80.95098,20.389347,6.9058166
Hambantota,2002,Maha,27.198679,31.27,22.92,1128.98,81.004005,18.945896,5.5850472
Hambantota,2002,Yala,27.767973,31.54,24.66,566.41,81.74595,20.441439,6.5913725
Hambantota,2003,Maha,27.068161,30.53,23.55,889.99,82.008255,19.327925,5.603868
Hambantota,2003,Yala,27.817188,30.75,25.16,592.93,83.573204,20.14634,6.6447716
Hambantota,2004,Maha,27.091738,31.6,23.37,1399.58,81.8778,18.50216,5.5888734
Hambantota,2004,Yala,27.919018,31.99,25.68,584.17,81.19477,20.862091,7.2903924
Hambantota,2005,Maha,27.028255,30.68,22.97,1204.31,82.418015,19.034622,5.6713204
Hambantota,2005,Yala,27.872875,30.89,25.62,572.88,83.06608,20.74085,6.825098
Hambantota,2006,Maha,26.696415,30.51,22.19,1808.01,83.99014,17.69066,5.3734436
Hambantota,2006,Yala,27.661503,30.75,24.87,587.53,82.95346,20.586666,6.8816996
Hambantota,2007,Maha,26.662924,29.99,23.08,1299.59,82.14609,18.99481,5.4857073
Hambantota,2007,Yala,27.565884,30.43,25.43,791.32,84.38915,20.46778,6.4558167
Hambantota,2008,Maha,26.907183,30.15,23.39,1268.89,81.8208,18.643616,4.7148356
Hambantota,2008,Yala,27.26098,29.84,25.7,794.87,84.68262,20.279346,6.688366
Hambantota,2009,Maha,27.038961,31.45,23.23,1328.36,80.165565,19.300802,4.92316
Hambantota,2009,Yala,27.659739,30.9,25.44,780.81,83.98987,20.75464,7.1066017
Hambantota,2010,Maha,26.875473,30.53,23.52,1958.62,82.50485,18.89151,5.4009905
Hambantota,2010,Yala,27.692616,30.49,25.6,1433.28,84.73144,20.27804,6.468497
Hambantota,2011,Maha,26.719763,29.57,23.22,2395.6,83.64057,17.830849,4.7842927
Hambantota,2011,Yala,27.369217,29.7,25.59,972.45,84.96542,20.925425,6.5383005
Hambantota,2012,Maha,26.755728,30.17,23.02,1940.03,82.35193,18.90601,4.5856338
Hambantota,2012,Yala,27.507385,30.0,25.77,852.82,83.63588,20.92353,6.814706
Hambantota,2013,Maha,26.811981,29.77,23.65,1660.92,83.424286,18.510141,5.1721225
Hambantota,2013,Yala,27.322289,30.54,25.34,1105.98,85.70072,20.072615,6.6695423
Hambantota,2014,Maha,26.9108,30.58,23.1,2047.24,82.256454,18.71665,5.2588205
Hambantota,2014,Yala,27.764511,30.91,25.54,825.49,83.560844,20.839804,6.573595
Hambantota,2015,Maha,26.974102,29.54,23.6,1651.27,83.263725,18.869009,4.773868
Hambantota,2015,Yala,27.877645,30.35,25.77,840.06,83.69314,20.873335,6.023987
Hambantota,2016,Maha,27.278778,31.25,23.39,919.14,81.17521,19.617746,5.417277
Hambantota,2016,Yala,27.970524,31.27,25.61,752.39,83.545685,21.04647,6.455098
Hambantota,2017,Maha,27.057217,30.09,22.95,1322.21,81.050285,18.719624,4.9287267
Hambantota,2017,Yala,27.921894,31.23,26.03,669.12,83.19327,20.944641,6.7626147
Hambantota,2018,Maha,26.886652,29.94,22.61,983.71,81.99542,18.585142,4.4832077
Hambantota,2018,Yala,27.30392,30.57,25.01,882.38,85.75536,19.690653,6.2303267
Hambantota,2019,Maha,27.171085,31.67,23.22,1725.52,82.49415,17.940094,4.9026413
Hambantota,2019,Yala,28.470196,31.72,25.65,559.11,79.93209,20.162354,6.607059
Hambantota,2020,Maha,27.297558,31.48,24.03,1069.58,82.06591,19.315962,5.541174
Hambantota,2020,Yala,28.098888,31.5,25.48,810.47,82.65922,19.936144,6.1866665
Hambantota,2021,Maha,27.07599,29.86,24.04,1630.22,83.579575,18.332312,5.4015565
Hambantota,2021,Yala,27.798758,30.56,25.32,925.93,83.77627,20.367647,6.423072
Hambantota,2022,Maha,27.015614,30.06,23.3,1409.01,82.31849,18.417643,5.0508966
Hambantota,2022,Yala,27.467451,30.25,25.2,971.22,85.35967,19.975752,6.705033
Hambantota,2023,Maha,27.141464,30.64,23.3,2570.24,83.63392,17.291084,5.074576
Hambantota,2023,Yala,28.138103,30.77,26.06,782.85,83.568695,21.114706,6.4241176
Hambantota,2024,Maha,27.718685,31.19,24.17,1139.0,82.64873,18.95,5.2627697
Hambantota,2024,Yala,28.570393,32.13,25.99,644.58,83.03627,19.758562,6.1599345
Hambantota,2025,Maha,27.236746,30.15,23.48,2441.02,83.32118,18.119009,5.3318396
Hambantota,2025,Yala,27.763857,30.59,25.42,795.8,85.64314,20.160719,6.540653
Jaffna,2000,Maha,27.24061,32.44,22.31,619.03,77.210754,18.265446,5.9477463
Jaffna,2000,Yala,28.921244,33.12,25.98,259.21,75.54817,21.10804,7.3060126
Jaffna,2001,Maha,27.180801,32.9,22.62,790.02,78.14585,18.032595,5.7121224
Jaffna,2001,Yala,28.750195,33.03,26.24,318.74,78.259674,20.919672,6.774248
Jaffna,2002,Maha,27.20099,31.83,23.13,646.21,78.66534,18.517311,5.7436323
Jaffna,2002,Yala,29.107843,32.8,26.63,226.46,76.84772,21.204445,6.894837
Jaffna,2003,Maha,27.363585,32.37,22.84,663.0,78.088394,18.430471,6.041887
Jaffna,2003,Yala,29.066406,33.88,26.41,298.19,77.36189,20.324118,6.7842484
Jaffna,2004,Maha,27.16629,33.03,22.6,898.84,77.77817,17.989202,5.9465256
Jaffna,2004,Yala,28.872942,34.57,26.04,286.57,77.212875,20.631243,6.9850326
Jaffna,2005,Maha,27.198019,32.39,23.46,932.42,79.27641,17.973585,5.701038
Jaffna,2005,Yala,28.914248,31.92,26.34,309.65,79.24915,20.899347,7.0352287
Jaffna,2006,Maha,27.003397,31.51,22.56,825.75,78.99335,18.277878,5.7197638
Jaffna,2006,Yala,28.945686,32.75,26.62,174.74,76.827126,21.414312,7.372811
Jaffna,2007,Maha,27.080944,33.3,22.73,792.76,76.69731,18.713774,5.8643866
Jaffna,2007,Yala,28.931437,33.27,26.43,191.5,77.71686,20.48464,6.9322877
Jaffna,2008,Maha,27.252724,31.88,22.93,812.02,77.65127,18.272957,5.732864
Jaffna,2008,Yala,28.63438,31.69,26.19,198.14,78.51307,21.230982,7.160327
Jaffna,2009,Maha,27.403963,32.51,23.34,909.69,76.08061,19.10085,5.576321
Jaffna,2009,Yala,29.003855,32.81,26.09,161.83,77.27895,20.97183,7.4601307
Jaffna,2010,Maha,27.19363,32.65,23.03,1162.03,79.10967,17.986462,5.307453
Jaffna,2010,Yala,29.489674,33.89,26.42,296.45,75.83295,20.617254,6.720588
Jaffna,2011,Maha,27.190094,31.49,23.03,1120.84,78.772316,17.476841,5.7533016
Jaffna,2011,Yala,28.98464,32.06,26.34,267.77,76.204704,21.092352,6.9375157
Jaffna,2012,Maha,27.358545,32.28,22.82,960.24,77.67305,18.703098,5.673615
Jaffna,2012,Yala,29.257124,32.83,26.91,113.29,75.39607,21.189346,7.6893463
Jaffna,2013,Maha,27.219763,31.06,24.08,877.96,78.517265,18.27651,6.011651
Jaffna,2013,Yala,29.090717,32.27,26.7,187.6,76.72261,20.739542,6.922222
Jaffna,2014,Maha,27.223679,33.94,23.22,1137.51,78.313965,17.582357,5.9466043
Jaffna,2014,Yala,29.466797,33.37,26.46,260.59,75.755486,21.257973,6.730458
Jaffna,2015,Maha,27.342216,31.56,23.96,1233.33,79.671745,18.284056,5.5490093
Jaffna,2015,Yala,29.09595,32.14,27.09,425.26,78.46177,21.184837,6.428758
Jaffna,2016,Maha,27.720375,33.19,22.94,429.29,75.29578,19.27155,5.3929577
Jaffna,2016,Yala,29.721437,34.03,26.86,373.15,75.10137,20.780914,6.290719
Jaffna,2017,Maha,27.32316,32.12,22.91,781.95,77.70755,18.293112,5.7017455
Jaffna,2017,Yala,29.666275,33.37,26.57,193.57,75.29373,21.045883,6.652418
Jaffna,2018,Maha,27.276178,32.27,23.2,692.05,77.50439,18.243208,5.4095283
Jaffna,2018,Yala,29.201044,33.89,26.06,232.75,76.52902,20.171568,6.67085
Jaffna,2019,Maha,27.662876,33.78,23.5,1114.1,77.42515,19.206982,5.3712263
Jaffna,2019,Yala,29.793463,34.22,26.93,170.55,74.534706,21.062353,7.311111
Jaffna,2020,Maha,27.67122,32.89,24.27,1114.6799,77.52648,18.309858,5.968075
Jaffna,2020,Yala,29.581636,33.53,26.26,287.82,75.40432,20.50693,6.2911763
Jaffna,2021,Maha,27.398396,31.61,23.5,1520.98,79.90599,18.077595,5.543962
Jaffna,2021,Yala,29.24026,32.15,26.19,309.4,77.26124,20.381504,6.5598693
Jaffna,2022,Maha,27.331934,31.66,22.21,1033.88,79.00085,17.91868,5.5658016
Jaffna,2022,Yala,28.891308,32.08,26.29,549.72,78.62908,19.989412,6.2496734
Jaffna,2023,Maha,27.477688,32.1,23.43,1272.98,79.418724,17.935,5.8596225
Jaffna,2023,Yala,29.49281,33.19,26.98,303.37,76.93242,20.788301,6.3732677
Jaffna,2024,Maha,27.954037,32.51,24.42,858.73,79.06028,18.258217,5.6826763
Jaffna,2024,Yala,29.908302,35.09,27.48,286.94,76.27752,20.182352,6.232941
Jaffna,2025,Maha,27.529245,32.47,23.88,1335.55,79.23685,17.574953,5.6146703
Jaffna,2025,Yala,29.568302,32.74,26.47,269.7,76.88961,20.926863,6.394706
Kalutara,2000,Maha,26.506948,32.21,21.21,651.23,80.11301,19.723005,3.9109392
Kalutara,2000,Yala,26.817778,31.44,23.4,549.08,83.22216,20.112549,5.7306533
Kalutara,2001,Maha,26.61368,33.98,20.63,660.47,79.681786,20.395094,3.8947642
Kalutara,2001,Yala,26.893398,32.68,23.73,520.01,84.4151,20.725817,5.1902614
Kalutara,2002,Maha,27.03901,35.04,20.86,968.57,78.04684,20.405943,3.480849
Kalutara,2002,Yala,26.999739,33.21,23.86,573.22,84.23804,20.830065,5.136536
Kalutara,2003,Maha,26.610615,32.29,21.46,810.15,81.14496,20.836319,3.6153774
Kalutara,2003,Yala,27.158758,32.83,24.52,629.04,84.623535,19.692352,5.0093465
Kalutara,2004,Maha,26.888453,33.64,20.67,1040.24,79.30822,20.338875,3.5085447
Kalutara,2004,Yala,27.149609,32.24,24.38,577.5,83.21615,20.260326,5.6690197
Kalutara,2005,Maha,26.324339,31.37,21.11,1154.9,82.95141,19.854057,4.046368
Kalutara,2005,Yala,27.073006,30.82,24.52,614.37,85.3483,20.690197,5.1451635
Kalutara,2006,Maha,26.192263,30.76,19.69,1568.68,83.608536,19.790236,3.3857076
Kalutara,2006,Yala,26.753792,30.17,24.2,671.33,85.69922,19.725687,5.1032023
Kalutara,2007,Maha,26.117168,31.47,20.64,1068.07,81.82387,20.28467,3.6069338
Kalutara,2007,Yala,26.813007,30.18,23.84,910.38,86.09947,19.848953,4.863072
Kalutara,2008,Maha,26.231548,30.19,21.06,1092.49,82.5353,20.311266,3.3214552
Kalutara,2008,Yala,26.5,29.56,24.12,1023.28,86.56582,19.489868,4.932026
Kalutara,2009,Maha,26.31453,32.19,21.01,1183.55,81.45401,20.992218,3.3550944
Kalutara,2009,Yala,26.849348,30.87,24.31,971.26,86.34085,19.912025,5.419477
Kalutara,2010,Maha,26.201557,32.0,20.93,1642.92,82.97882,19.929104,3.781368
Kalutara,2010,Yala,26.880655,31.0,24.1,1417.26,86.91699,19.03647,4.9762745
Kalutara,2011,Maha,26.18349,30.26,20.62,1522.46,84.0284,19.872925,3.6357076
Kalutara,2011,Yala,26.619282,29.85,24.35,998.61,86.68967,20.631243,4.946928
Kalutara,2012,Maha,26.287182,30.58,20.82,1723.48,82.0322,20.139437,3.0347419
Kalutara,2012,Yala,26.816275,29.92,24.55,984.67,85.151764,20.345295,5.162549
Kalutara,2013,Maha,26.341179,30.73,21.46,1299.2,82.87047,19.992546,3.4898584
Kalutara,2013,Yala,26.624838,30.27,24.55,1107.81,87.45294,19.676666,5.2846403
Kalutara,2014,Maha,26.322357,32.24,20.22,1598.49,82.542496,20.104906,3.3182545
Kalutara,2014,Yala,26.970718,30.91,24.33,994.87,86.301895,20.044706,5.1345754
Kalutara,2015,Maha,26.447218,31.0,21.26,1991.63,83.13259,20.272972,3.0891979
Kalutara,2015,Yala,27.116077,30.21,24.53,983.27997,85.83314,20.583792,4.616013
Kalutara,2016,Maha,26.668732,31.45,20.91,935.19,81.85582,21.120516,3.5311737
Kalutara,2016,Yala,27.232418,31.46,24.32,965.39,85.77098,20.809086,5.15902
Kalutara,2017,Maha,26.360708,31.25,19.98,1541.46,82.00085,20.089293,3.5245283
Kalutara,2017,Yala,27.122417,30.46,24.9,730.62,85.61562,20.908497,5.178562
Kalutara,2018,Maha,26.333538,30.93,20.24,1370.22,82.09887,20.062923,3.0630188
Kalutara,2018,Yala,26.66464,30.83,24.1,1144.57,87.268105,19.501503,4.8955555
Kalutara,2019,Maha,26.623114,32.14,21.28,1989.17,82.5325,20.018162,2.8773112
Kalutara,2019,Yala,27.464314,31.83,23.74,906.58,83.82137,19.43464,4.853595
Kalutara,2020,Maha,26.819483,31.58,22.07,1163.54,82.0254,20.664928,3.4034271
Kalutara,2020,Yala,27.341959,32.18,23.9,1034.25,84.581566,19.993334,4.6186275
Kalutara,2021,Maha,26.52566,30.87,21.68,1805.54,83.283066,19.594717,3.5919812
Kalutara,2021,Yala,27.05124,30.36,24.75,1176.56,86.09967,20.304314,5.0620914
Kalutara,2022,Maha,26.437122,30.5,21.99,1359.33,82.76024,20.031038,3.8447642
Kalutara,2022,Yala,26.796928,29.96,24.15,1180.19,86.71902,19.238693,5.43098
Kalutara,2023,Maha,26.595425,30.79,20.22,2525.73,83.49406,18.734812,3.3648584
Kalutara,2023,Yala,27.459805,31.49,24.74,851.88,85.17294,20.756733,4.7915688
Kalutara,2024,Maha,27.110987,31.77,21.7,1299.03,83.10897,19.97202,3.5475118
Kalutara,2024,Yala,27.769152,32.71,25.09,1013.83,85.53778,18.588432,4.7811766
Kalutara,2025,Maha,26.653301,31.34,21.84,2193.1099,83.64325,19.436838,3.6256132
Kalutara,2025,Yala,27.131699,30.05,24.73,829.06,87.17719,19.986666,5.0154247
Kandy,2000,Maha,24.85061,36.52,14.67,654.36,80.16502,17.801502,3.856291
Kandy,2000,Yala,26.273596,37.51,21.38,422.92,76.375755,19.136797,5.688497
Kandy,2001,Maha,24.483725,37.56,12.99,754.9,82.084816,18.612028,3.8499057
Kandy,2001,Yala,25.901438,37.76,20.79,491.43,80.848175,19.16889,5.159477
Kandy,2002,Maha,24.908915,36.53,15.14,870.33,81.47103,18.761745,3.7861319
Kandy,2002,Yala,26.275686,36.77,21.51,424.11,79.35314,18.86281,5.267059
Kandy,2003,Maha,24.705662,35.22,16.36,728.47,82.93114,18.701698,4.0651417
Kandy,2003,Yala,26.349936,36.23,20.58,342.62,79.78438,19.199543,4.9056864
Kandy,2004,Maha,24.94737,37.27,15.75,1103.58,81.24643,18.035587,3.8960092
Kandy,2004,Yala,26.357712,37.7,21.51,372.68,78.075035,18.94745,5.602026
Kandy,2005,Maha,24.267122,34.02,15.9,943.51,85.87736,18.197218,3.8217454
Kandy,2005,Yala,26.345947,34.78,21.97,360.66,80.25601,19.264313,5.0662746
Kandy,2006,Maha,23.999199,32.27,13.61,1391.74,87.28538,17.843775,3.6659906
Kandy,2006,Yala,25.957712,34.45,20.74,410.88,80.233986,19.427124,5.2162747
Kandy,2007,Maha,23.885235,35.51,15.68,962.79,84.61873,18.504528,3.8266037
Kandy,2007,Yala,25.801308,34.58,21.71,511.1,82.5483,18.654118,4.8071895
Kandy,2008,Maha,24.280561,34.36,15.49,1065.85,84.95948,18.06202,3.396432
Kandy,2008,Yala,25.0983,31.61,20.28,457.43,86.2366,18.77974,4.7711763
Kandy,2009,Maha,24.769056,37.8,15.74,1076.3,80.26868,18.93514,3.6059904
Kandy,2009,Yala,25.832157,33.7,21.33,456.79,82.634315,18.455034,5.4663396
Kandy,2010,Maha,24.027924,35.5,15.85,1547.29,86.69637,17.859245,3.5725944
Kandy,2010,Yala,25.580328,34.54,21.46,779.01,85.62346,18.625097,4.7791505
Kandy,2011,Maha,24.049246,33.14,15.69,1848.28,87.56424,17.453962,3.5110848
Kandy,2011,Yala,25.12804,31.39,18.66,554.65,86.075035,19.172417,4.8382354
Kandy,2012,Maha,24.331877,35.13,15.52,1500.49,84.43986,18.573803,3.2929108
Kandy,2012,Yala,25.897516,33.62,20.42,421.99,80.92797,19.402353,5.347778
Kandy,2013,Maha,24.07632,32.22,15.98,1200.67,87.14981,17.95118,3.7086792
Kandy,2013,Yala,25.216406,31.91,21.14,581.71,86.85229,18.232876,5.139804
Kandy,2014,Maha,24.532074,37.25,15.15,1726.5,83.761086,17.483679,3.6191983
Kandy,2014,Yala,26.199478,37.67,21.6,534.32,81.3432,19.067387,4.941503
Kandy,2015,Maha,24.24335,33.21,16.28,1497.7,87.42816,18.253254,3.2403774
Kandy,2015,Yala,25.844248,32.95,21.35,537.0,83.9383,19.633007,4.4598036
Kandy,2016,Maha,24.902582,35.73,16.19,593.51,81.958405,19.135586,3.76831
Kandy,2016,Yala,26.347647,36.56,21.84,607.88,81.47876,19.157843,4.9852285
Kandy,2017,Maha,24.779009,35.46,16.08,1003.37,81.53429,18.485565,3.515613
Kandy,2017,Yala,26.618824,36.87,21.46,380.99,78.49412,20.14451,4.936601
Kandy,2018,Maha,24.49198,35.47,15.9,900.93,83.506226,18.944433,3.097264
Kandy,2018,Yala,25.727713,35.24,20.81,666.81,83.24006,18.702353,4.934967
Kandy,2019,Maha,24.76,37.9,15.73,1399.75,84.17081,18.783585,3.2086792
Kandy,2019,Yala,27.479282,38.69,21.16,332.99,73.297386,19.826994,5.1033335
Kandy,2020,Maha,24.725258,36.34,16.29,934.08,84.13812,18.999296,3.8701878
Kandy,2020,Yala,26.352484,36.99,18.98,623.09,81.04196,19.603138,4.3652287
Kandy,2021,Maha,24.230282,32.13,15.93,1481.51,88.08873,18.219292,3.6194339
Kandy,2021,Yala,25.487778,32.79,20.34,793.5,86.66745,19.690523,4.61085
Kandy,2022,Maha,24.141838,31.93,15.96,1293.73,87.05939,18.174387,3.5047169
Kandy,2022,Yala,25.42889,31.96,21.62,767.57,86.02326,18.684444,4.9232025
Kandy,2023,Maha,24.392593,33.17,15.1,1921.39,87.89674,17.630566,3.4613206
Kandy,2023,Yala,26.323463,35.42,20.27,461.71,81.88738,20.161371,4.7237253
Kandy,2024,Maha,25.015821,35.37,16.69,1032.58,86.06939,18.68878,3.664695
Kandy,2024,Yala,27.023726,37.3,21.67,540.43,80.09438,18.637123,4.6384315
Kandy,2025,Maha,24.25821,31.65,16.51,1978.84,88.19311,17.790188,3.6784434
Kandy,2025,Yala,25.566275,31.8,21.31,672.73,86.6702,19.167452,4.9931374
Kegalle,2000,Maha,24.85061,36.52,14.67,654.36,80.16502,17.801502,3.856291
Kegalle,2000,Yala,26.273596,37.51,21.38,422.92,76.375755,19.136797,5.688497
Kegalle,2001,Maha,24.483725,37.56,12.99,754.9,82.084816,18.612028,3.8499057
Kegalle,2001,Yala,25.901438,37.76,20.79,491.43,80.848175,19.16889,5.159477
Kegalle,2002,Maha,24.908915,36.53,15.14,870.33,81.47103,18.761745,3.7861319
Kegalle,2002,Yala,26.275686,36.77,21.51,424.11,79.35314,18.86281,5.267059
Kegalle,2003,Maha,24.705662,35.22,16.36,728.47,82.93114,18.701698,4.0651417
Kegalle,2003,Yala,26.349936,36.23,20.58,342.62,79.78438,19.199543,4.9056864
Kegalle,2004,Maha,24.94737,37.27,15.75,1103.58,81.24643,18.035587,3.8960092
Kegalle,2004,Yala,26.357712,37.7,21.51,372.68,78.075035,18.94745,5.602026
Kegalle,2005,Maha,24.267122,34.02,15.9,943.51,85.87736,18.197218,3.8217454
Kegalle,2005,Yala,26.345947,34.78,21.97,360.66,80.25601,19.264313,5.0662746
Kegalle,2006,Maha,23.999199,32.27,13.61,1391.74,87.28538,17.843775,3.6659906
Kegalle,2006,Yala,25.957712,34.45,20.74,410.88,80.233986,19.427124,5.2162747
Kegalle,2007,Maha,23.885235,35.51,15.68,962.79,84.61873,18.504528,3.8266037
Kegalle,2007,Yala,25.801308,34.58,21.71,511.1,82.5483,18.654118,4.8071895
Kegalle,2008,Maha,24.280561,34.36,15.49,1065.85,84.95948,18.06202,3.396432
Kegalle,2008,Yala,25.0983,31.61,20.28,457.43,86.2366,18.77974,4.7711763
Kegalle,2009,Maha,24.769056,37.8,15.74,1076.3,80.26868,18.93514,3.6059904
Kegalle,2009,Yala,25.832157,33.7,21.33,456.79,82.634315,18.455034,5.4663396
Kegalle,2010,Maha,24.027924,35.5,15.85,1547.29,86.69637,17.859245,3.5725944
Kegalle,2010,Yala,25.580328,34.54,21.46,779.01,85.62346,18.625097,4.7791505
Kegalle,2011,Maha,24.049246,33.14,15.69,1848.28,87.56424,17.453962,3.5110848
Kegalle,2011,Yala,25.12804,31.39,18.66,554.65,86.075035,19.172417,4.8382354
Kegalle,2012,Maha,24.331877,35.13,15.52,1500.49,84.43986,18.573803,3.2929108
Kegalle,2012,Yala,25.897516,33.62,20.42,421.99,80.92797,19.402353,5.347778
Kegalle,2013,Maha,24.07632,32.22,15.98,1200.67,87.14981,17.95118,3.7086792
Kegalle,2013,Yala,25.216406,31.91,21.14,581.71,86.85229,18.232876,5.139804
Kegalle,2014,Maha,24.532074,37.25,15.15,1726.5,83.761086,17.483679,3.6191983
Kegalle,2014,Yala,26.199478,37.67,21.6,534.32,81.3432,19.067387,4.941503
Kegalle,2015,Maha,24.24335,33.21,16.28,1497.7,87.42816,18.253254,3.2403774
Kegalle,2015,Yala,25.844248,32.95,21.35,537.0,83.9383,19.633007,4.4598036
Kegalle,2016,Maha,24.902582,35.73,16.19,593.51,81.958405,19.135586,3.76831
