district,year,month,temperature_avg_c,temperature_max_c,temperature_min_c,rainfall_mm_total,humidity_percent,solar_radiation_mj_m2_day,wind_speed_m_s
Gampaha,2011,1,24.750967,29.05,19.52,207.29001,87.22484,12.993548,4.9538713
Gampaha,2011,2,25.32893,29.88,20.94,193.21,84.96679,17.073214,4.1032143
Gampaha,2011,3,26.319355,30.29,21.15,138.9,82.05775,21.552904,3.076129
Gampaha,2011,4,26.452667,30.51,23.65,393.43,85.14267,19.918,3.0453334
Gampaha,2011,5,26.967419,30.01,24.69,175.95,87.00291,20.83355,5.049032
Gampaha,2011,6,26.485332,28.59,24.08,110.78,87.37066,19.34,5.2913337
Gampaha,2011,7,25.770645,28.27,24.01,110.44,88.49806,17.659355,5.1274195
Gampaha,2011,8,25.901936,28.45,23.8,129.23,86.992256,18.140644,5.293871
Gampaha,2011,9,26.157665,29.2,23.89,135.7,85.884,19.994999,5.187667
Gampaha,2011,10,26.25742,29.41,23.76,275.02,84.10258,19.391935,3.2164516
Gampaha,2011,11,26.113335,30.02,22.35,270.78,83.15134,16.170666,3.4173331
Gampaha,2011,12,25.581291,29.79,22.0,129.7,83.297745,15.004193,4.1309676
Gampaha,2012,1,25.129354,29.68,19.44,63.56,78.17709,19.419355,3.4974194
Gampaha,2012,2,25.848274,30.94,20.45,120.18,79.02276,18.760344,3.2793102
Gampaha,2012,3,27.037418,31.48,23.0,133.71,76.951614,22.760323,2.1906452
Gampaha,2012,4,26.991667,30.38,24.44,361.80002,83.679665,19.150667,3.326
Gampaha,2012,5,26.930645,30.07,23.77,98.4,83.99129,20.836775,5.491613
Gampaha,2012,6,26.483334,29.16,24.29,133.45,86.808,18.528332,5.919667
Gampaha,2012,7,26.288387,29.32,24.53,88.020004,86.73613,19.135485,5.517742
Gampaha,2012,8,26.206453,29.11,24.15,171.19,84.90193,19.324194,5.4190326
Gampaha,2012,9,26.223999,29.34,24.15,175.36,85.538994,19.857332,5.0966663
Gampaha,2012,10,26.14516,30.65,23.6,488.97998,85.18452,18.410967,3.5054839
Gampaha,2012,11,26.137,30.06,23.28,300.61,83.298996,16.806,3.0806665
Gampaha,2012,12,25.627743,29.95,20.93,304.33,85.14484,13.99871,3.622903
Gampaha,2013,1,25.029354,29.23,20.1,137.89,84.299355,16.32742,4.908387
Gampaha,2013,2,25.706785,29.78,20.53,153.03,81.475716,18.87607,3.5496428
Gampaha,2013,3,27.038065,31.22,21.94,186.2,80.87645,20.70129,2.3293548
Gampaha,2013,4,27.51,30.91,24.74,197.63,82.87133,21.45,2.9193335
Gampaha,2013,5,27.027742,30.01,25.3,280.84,87.899025,17.662258,5.5174193
Gampaha,2013,6,25.976665,28.0,24.12,298.63,89.498665,15.751,6.2216663
Gampaha,2013,7,25.621614,27.58,23.98,167.46,89.30129,17.236774,5.4451613
Gampaha,2013,8,25.64258,28.48,24.0,74.78,88.618385,19.088064,5.297097
Gampaha,2013,9,25.861666,28.77,23.99,188.86,86.72233,18.279667,5.573667
Gampaha,2013,10,26.032581,29.08,23.81,230.14,86.67387,19.888386,4.475161
Gampaha,2013,11,26.359999,30.16,22.78,213.7,81.38799,17.53,2.6613333
Gampaha,2013,12,25.360968,29.39,21.01,85.24,83.48678,14.141935,4.660968
Gampaha,2014,1,25.292257,29.71,20.06,76.05,81.49387,16.320322,4.604839
Gampaha,2014,2,26.221786,32.08,19.05,24.25,72.913216,21.6225,3.084643
Gampaha,2014,3,27.604515,34.26,21.81,71.67,71.270325,22.170324,2.4925807
Gampaha,2014,4,27.473667,32.95,24.61,260.07,81.86366,21.421999,2.6543334
Gampaha,2014,5,27.244839,30.43,24.98,172.89,86.189026,19.440323,4.664839
Gampaha,2014,6,26.944,29.02,25.14,164.28,87.69133,18.074001,5.9926667
Gampaha,2014,7,26.41355,28.86,24.46,74.71,87.57967,18.235483,5.845161
Gampaha,2014,8,25.937096,28.79,23.7,205.36,86.477745,18.209032,5.362903
Gampaha,2014,9,26.276667,29.12,24.3,218.09,86.26833,19.772667,5.0053334
Gampaha,2014,10,26.021612,29.31,24.02,459.83,87.24838,17.846775,3.487742
Gampaha,2014,11,25.801332,30.09,22.75,268.93,85.07667,13.297,3.2993333
Gampaha,2014,12,25.672258,29.66,22.88,382.51,87.396774,11.695484,3.6299999
Gampaha,2015,1,25.075161,29.47,20.28,27.39,81.546776,19.637096,4.0090322
Gampaha,2015,2,25.493572,29.85,19.84,111.48,81.04071,19.214285,3.7571428
Gampaha,2015,3,27.14258,31.94,22.5,132.33,76.06613,22.66645,2.053871
Gampaha,2015,4,27.281,31.13,24.51,293.69,82.98766,21.099333,2.5093334
Gampaha,2015,5,27.210001,29.64,24.7,178.79001,86.17806,19.279676,4.396129
Gampaha,2015,6,26.922333,29.18,24.33,144.49,87.11267,18.873667,4.8563333
Gampaha,2015,7,26.43032,29.05,24.17,81.04,87.23839,19.084839,5.455484
Gampaha,2015,8,26.51484,29.04,24.25,114.14,86.060326,19.850323,5.4535484
Gampaha,2015,9,26.281334,29.13,23.92,269.59,86.75466,18.617,5.0360003
Gampaha,2015,10,26.203548,29.85,22.94,408.07,87.45871,17.47903,3.585484
Gampaha,2015,11,26.187,30.23,23.71,426.03,86.36833,15.1,3.2333333
Gampaha,2015,12,26.25387,30.12,21.89,253.83,85.43387,15.061936,3.2890322
Gampaha,2016,1,25.711613,30.63,20.57,43.43,82.65323,18.45,4.5225806
Gampaha,2016,2,26.630346,31.47,20.5,76.86,78.766205,20.083794,3.2148278
Gampaha,2016,3,28.033226,32.48,23.96,86.73,77.03935,23.035807,2.2887096
Gampaha,2016,4,28.531668,32.63,25.58,150.39,81.00466,23.230001,2.7596667
Gampaha,2016,5,27.736452,31.69,24.78,529.73,85.14839,17.064194,4.7877417
Gampaha,2016,6,26.668667,29.33,24.6,117.62,87.35567,17.895666,6.0333333
Gampaha,2016,7,26.047098,28.89,24.02,68.01,87.62452,18.410322,5.1777415
Gampaha,2016,8,26.207418,29.06,24.15,32.35,86.35613,19.279676,5.9425807
Gampaha,2016,9,26.072666,29.04,23.4,30.04,84.123665,19.583668,5.840667
Gampaha,2016,10,26.40613,30.01,23.87,134.03,81.93162,19.643871,4.451613
Gampaha,2016,11,26.06,30.25,21.5,292.23,83.71834,15.493,3.3036666
Gampaha,2016,12,25.708065,30.23,19.06,79.61,80.54291,17.617098,3.9629033
Gampaha,2017,1,25.300646,30.79,18.93,54.1,75.82161,17.680645,4.1412907
Gampaha,2017,2,26.1975,32.3,20.14,59.03,71.65392,21.127142,3.4771428
Gampaha,2017,3,26.960644,32.02,22.4,223.18001,79.61193,22.112257,2.461613
Gampaha,2017,4,27.687,32.15,25.12,85.229996,82.448,23.279667,3.5719998
Gampaha,2017,5,27.52387,31.28,24.85,283.29,83.83161,18.824839,4.805484
Gampaha,2017,6,26.675,28.96,24.96,95.25,86.43867,19.629,5.6943336
Gampaha,2017,7,26.716774,29.68,24.82,44.8,85.03645,20.357098,5.3574195
Gampaha,2017,8,26.49871,29.22,24.34,100.9,85.26807,18.716452,5.6225805
Gampaha,2017,9,26.344,30.37,24.38,174.93,85.958664,18.490665,5.2929997
Gampaha,2017,10,26.540968,29.45,24.33,270.63,86.18452,17.558064,4.3983874
Gampaha,2017,11,26.182335,30.1,23.36,287.26,84.77966,15.162667,3.53
Gampaha,2017,12,25.698387,29.93,21.71,160.62,82.57323,17.41613,3.862903
Gampaha,2018,1,25.067421,29.91,19.19,31.92,78.299675,18.349998,3.9229033
Gampaha,2018,2,26.46893,31.93,20.23,67.26,75.66071,20.910357,2.920357
Gampaha,2018,3,27.423548,32.29,23.14,123.42,76.90064,21.244516,2.3341935
Gampaha,2018,4,27.698334,32.9,24.04,264.77,80.59866,21.598,2.2313335
Gampaha,2018,5,26.94742,30.93,24.6,413.27,87.01065,17.250322,4.45
Gampaha,2018,6,26.519335,28.32,24.21,165.8,88.56567,18.278002,5.99
Gampaha,2018,7,25.84,28.1,23.88,76.26,89.03484,18.768064,5.5151615
Gampaha,2018,8,25.45,28.21,23.44,88.56,89.228714,17.697096,5.4938707
Gampaha,2018,9,26.193333,29.78,24.02,116.29,83.597,21.864,4.3710003
Gampaha,2018,10,25.990646,29.98,23.88,277.71,86.255806,17.490322,3.1516128
Gampaha,2018,11,26.138,30.24,22.31,297.89,84.615,16.425,3.1813333
Gampaha,2018,12,25.557096,30.19,20.31,120.86,83.270966,16.53,3.8929033
Gampaha,2019,1,25.345484,30.44,20.02,26.539999,79.86323,19.710646,4.710645
Gampaha,2019,2,26.676071,31.82,20.7,119.57,79.1425,20.34107,3.2099998
Gampaha,2019,3,27.757095,33.57,22.72,47.48,72.533875,24.137419,2.1080644
Gampaha,2019,4,28.235332,33.47,24.33,208.14,76.56167,21.745333,2.695
Gampaha,2019,5,27.865162,30.99,25.3,78.87,83.687744,21.861935,4.9490323
Gampaha,2019,6,27.667334,30.54,25.75,116.28,83.63066,19.090668,5.933
Gampaha,2019,7,26.899355,30.25,24.45,90.86,83.75194,19.268711,5.2438707
Gampaha,2019,8,26.507742,29.5,23.35,245.75,84.50516,17.206453,5.8399997
Gampaha,2019,9,26.411333,29.98,23.79,333.04,85.63833,17.546667,4.587
Gampaha,2019,10,26.02,30.16,23.37,509.06,86.687744,16.428387,3.1935484
Gampaha,2019,11,26.618334,30.63,23.49,344.98,84.42467,18.000668,2.5163333
Gampaha,2019,12,26.213549,30.04,21.99,256.45,84.41452,15.405806,3.2387097
Gampaha,2020,1,26.07355,30.78,20.43,58.53,80.299355,20.18613,3.6816127
Gampaha,2020,2,26.517931,31.78,20.73,18.92,77.314476,21.23862,3.7310348
Gampaha,2020,3,28.018387,33.26,22.95,48.14,72.728714,23.630968,1.9716128
Gampaha,2020,4,28.385,33.88,23.71,197.19,77.39167,23.074333,2.4146667
Gampaha,2020,5,27.72484,32.06,25.78,347.96,85.40742,18.29871,4.4658065
Gampaha,2020,6,27.055,29.57,24.5,142.75,85.28333,19.196333,5.4683332
Gampaha,2020,7,26.292904,28.99,23.69,131.14,86.203224,17.720644,4.939032
Gampaha,2020,8,26.345484,29.31,24.5,125.41,86.617096,19.824516,4.9190326
Gampaha,2020,9,26.179333,28.62,24.27,236.46,86.78933,16.638,5.3883333
Gampaha,2020,10,26.429031,29.25,24.01,104.83,85.3358,19.518387,4.7841935
Gampaha,2020,11,26.640999,31.23,23.57,328.71,84.022995,16.948666,2.9463334
Gampaha,2020,12,25.962902,29.94,21.54,221.83,84.396454,14.836452,4.0348387
Gampaha,2021,1,25.59871,30.28,20.75,221.42,84.1229,15.866451,3.4183872
Gampaha,2021,2,25.867498,30.6,20.45,34.86,81.08429,21.664999,4.2850003
Gampaha,2021,3,26.905483,31.62,20.87,177.91,76.17968,21.260967,2.2348387
Gampaha,2021,4,27.385334,32.02,24.44,183.93,82.859665,22.301332,3.0686667
Gampaha,2021,5,27.29387,31.17,25.39,436.98,86.37645,18.162256,4.5251613
Gampaha,2021,6,26.707333,29.01,24.87,225.82,87.32734,20.312666,5.4110003
Gampaha,2021,7,26.362257,28.5,24.52,187.73999,88.22128,19.679356,5.7596774
Gampaha,2021,8,26.095484,28.43,24.11,170.11,87.921616,18.101292,5.3812904
Gampaha,2021,9,26.475334,29.21,24.76,189.0,87.120995,18.460667,5.446
Gampaha,2021,10,26.276775,28.8,23.97,393.38,87.22968,17.198065,4.3845162
Gampaha,2021,11,25.909666,29.18,23.56,455.71,87.35567,14.641666,4.138
Gampaha,2021,12,25.947096,30.3,20.46,94.95,83.063225,18.668066,3.6861289
Gampaha,2022,1,25.977419,30.56,20.89,69.1,81.70129,19.292904,3.8096774
Gampaha,2022,2,25.886429,30.89,20.07,155.95,78.97821,20.222141,3.5707142
Gampaha,2022,3,26.99613,31.4,22.4,82.32,80.14096,20.83258,3.6319354
Gampaha,2022,4,27.117,30.69,24.26,426.51,84.814995,20.232,2.7823334
Gampaha,2022,5,27.22,29.67,25.34,301.7,87.44484,18.172903,6.154516
Gampaha,2022,6,26.461666,29.0,24.55,115.17,87.744,19.083668,5.537333
Gampaha,2022,7,26.012259,29.86,24.05,110.64,87.07452,17.889032,5.234516
Gampaha,2022,8,25.754839,28.72,23.62,212.2,87.8571,18.10742,5.8235483
Gampaha,2022,9,26.026333,29.03,24.05,96.55,86.621,20.026667,5.2149997
Gampaha,2022,10,25.973871,30.0,22.61,332.97,85.95387,16.647743,4.686129
Gampaha,2022,11,25.797333,29.71,22.08,273.72,83.458,16.948666,3.3336668
Gampaha,2022,12,25.635485,30.42,21.03,259.01,84.144516,13.468387,4.298387
Gampaha,2023,1,24.723225,28.97,19.61,90.45,82.7271,17.29387,5.0574193
Gampaha,2023,2,25.427856,30.41,19.25,95.07,81.46393,19.838928,4.5946426
Gampaha,2023,3,27.080645,30.95,22.63,143.31999,79.71806,20.932579,2.7774193
Gampaha,2023,4,27.870667,31.81,24.05,219.6,79.50767,22.519999,2.2373335
Gampaha,2023,5,27.496775,30.21,25.11,249.17,85.45484,19.676773,4.543871
Gampaha,2023,6,27.240665,29.57,25.36,159.98,86.75167,18.894335,5.8970003
Gampaha,2023,7,26.619356,29.69,24.57,105.67,87.54548,18.506775,5.3590326
Gampaha,2023,8,26.954195,29.97,24.79,80.31,84.950325,21.244194,5.1174192
Gampaha,2023,9,26.571001,29.39,24.68,407.88,86.063995,17.291332,5.568
Gampaha,2023,10,26.269354,30.19,23.94,557.37,86.950325,17.139677,3.4583871
Gampaha,2023,11,26.689333,30.67,23.86,504.34,85.256996,17.064667,2.3686666
Gampaha,2023,12,26.587097,30.35,23.2,348.44,87.214516,14.037419,3.8709676
Gampaha,2024,1,25.938389,30.32,20.52,178.38,83.629036,17.29613,3.9590323
Gampaha,2024,2,26.68862,31.78,20.93,27.6,82.12827,21.16483,4.3124137
Gampaha,2024,3,27.876451,33.53,22.73,59.43,74.148705,23.501612,2.1425805
Gampaha,2024,4,28.833334,34.02,25.04,164.53,79.65034,21.915,2.211
Gampaha,2024,5,28.187096,31.73,26.01,322.35,85.105804,16.619678,5.0612903
Gampaha,2024,6,27.232334,29.6,25.37,156.42,87.35934,17.945333,5.649667
Gampaha,2024,7,26.991613,29.63,24.04,114.4,86.784195,18.294516,4.9864516
Gampaha,2024,8,26.73,29.37,24.58,167.57,86.3871,18.494516,5.089355
Gampaha,2024,9,27.158667,30.74,24.77,102.93,85.730995,19.499332,5.294667
Gampaha,2024,10,26.685806,30.86,24.56,217.65,86.769356,17.772581,4.100645
Gampaha,2024,11,26.664,31.07,24.08,357.36,85.208,15.133667,3.8976667
Gampaha,2024,12,26.45516,30.16,22.89,123.369995,84.16645,16.524517,3.4848387
Gampaha,2025,1,25.51258,29.62,21.19,162.02,85.72549,13.223548,5.0551615
Gampaha,2025,2,26.095,31.22,20.62,49.14,79.42214,22.242144,4.0485716
Gampaha,2025,3,27.296774,31.74,21.6,256.8,78.42065,21.305483,2.3861291
Gampaha,2025,4,27.367334,30.92,24.74,301.9,85.09467,20.048668,3.181
Gampaha,2025,5,27.569677,30.7,25.21,264.14,86.27613,18.314838,4.794839
Gampaha,2025,6,26.900333,29.27,25.12,130.23999,88.094,19.017,5.351
Gampaha,2025,7,26.394838,29.02,24.1,74.159996,88.74741,19.017097,5.6719356
Gampaha,2025,8,26.126774,29.38,24.12,81.71,87.83291,19.463224,5.0464516
Gampaha,2025,9,26.595667,29.15,24.78,178.85,86.37066,19.234001,4.9853334
Gampaha,2025,10,26.46613,29.77,24.57,520.77,86.55354,18.225807,3.5329034
Gampaha,2025,11,26.073334,30.24,23.18,627.14,86.22966,14.978333,4.0436664
Gampaha,2025,12,25.495483,29.6,21.47,143.21,85.159355,15.70871,4.4874196
Hambantota,2000,1,26.261936,29.54,23.37,13.23,81.73678,16.770645,6.339032
Hambantota,2000,2,26.996553,29.99,24.47,95.14,78.367584,19.09931,3.9386208
Hambantota,2000,3,27.742903,30.95,25.43,86.18,76.70677,20.18871,3.3651612
Hambantota,2000,4,28.258667,31.88,26.4,62.649998,79.329994,22.715,6.0053334
Hambantota,2000,5,28.494194,31.66,26.47,12.69,79.63548,21.658386,7.2625804
Hambantota,2000,6,27.507,29.96,25.42,69.81,81.081665,18.964666,8.651667
Hambantota,2000,7,27.423548,30.67,25.77,97.340004,79.89033,21.228065,8.036775
Hambantota,2000,8,27.072258,30.86,25.47,115.72,82.24484,19.031612,8.201612
Hambantota,2000,9,27.3,30.14,25.59,87.4,82.31567,20.44,7.371333
Hambantota,2000,10,27.535482,30.33,25.52,87.89,79.799355,19.945807,6.71
Hambantota,2000,11,27.279667,30.56,24.4,216.34999,80.093,16.08,5.0193334
Hambantota,2000,12,26.589355,29.71,24.45,116.78,82.27903,15.089032,5.540323
Hambantota,2001,1,26.036129,28.63,23.66,297.13,83.95549,16.19387,5.2832255
Hambantota,2001,2,25.95143,28.82,21.75,71.1,80.284996,20.589285,3.8064287
Hambantota,2001,3,28.015806,32.06,24.45,13.190001,74.686775,23.372257,4.406774
Hambantota,2001,4,28.096668,31.59,25.74,160.36,79.027,19.292,2.931
Hambantota,2001,5,28.538387,32.55,26.84,105.79,82.91129,21.36129,7.338064
Hambantota,2001,6,27.911001,30.45,26.06,94.67,81.03634,20.499666,8.028
Hambantota,2001,7,27.257742,30.69,24.89,110.29,81.17677,19.484194,7.8706455
Hambantota,2001,8,27.540646,30.62,25.44,21.31,80.5442,21.277742,8.269355
Hambantota,2001,9,27.677,30.69,26.04,142.24,79.307335,20.902668,7.8613334
Hambantota,2001,10,27.294516,29.83,25.64,122.66,83.1629,19.410967,6.951613
Hambantota,2001,11,27.138,30.26,24.12,231.81,82.193,17.453667,4.6060004
Hambantota,2001,12,26.593225,29.51,23.84,144.15,82.0571,17.0,5.416452
Hambantota,2002,1,26.644192,29.96,22.92,60.440002,79.827736,17.429356,5.8125806
Hambantota,2002,2,27.31,30.12,24.2,71.02,78.63607,20.053928,6.5235715
Hambantota,2002,3,28.050322,31.27,24.85,60.31,76.55581,22.149033,4.895807
Hambantota,2002,4,28.256666,31.54,26.35,180.36,77.83833,20.507666,2.474
Hambantota,2002,5,28.110323,29.92,26.52,184.73,84.90355,20.227741,6.8493547
Hambantota,2002,6,27.799665,30.97,26.22,78.0,82.777,19.854668,7.687333
Hambantota,2002,7,27.510323,30.79,25.62,41.72,80.45806,20.924839,8.590645
Hambantota,2002,8,27.179678,30.1,24.66,81.6,82.659996,20.675484,7.2580647
Hambantota,2002,9,27.966333,30.37,26.33,43.86,78.452,22.648335,7.600333
Hambantota,2002,10,27.224516,30.33,25.53,321.29,83.4771,19.580645,5.607742
Hambantota,2002,11,26.907665,29.96,25.26,258.15,84.349,16.728,3.7103333
Hambantota,2002,12,26.31387,28.9,23.18,313.91,85.52678,14.187097,5.040323
Hambantota,2003,1,26.131937,29.44,23.55,101.38,83.87645,17.186451,5.7432256
Hambantota,2003,2,26.992498,29.44,24.37,80.7,81.3375,20.138214,5.401071
Hambantota,2003,3,27.554516,30.01,24.74,122.64,80.05839,21.341934,3.6880646
Hambantota,2003,4,28.142666,30.75,26.01,212.68,80.43367,20.803001,3.4886668
Hambantota,2003,5,28.174839,30.02,26.65,181.96,85.59677,19.420967,7.395161
Hambantota,2003,6,27.717335,29.23,26.13,61.98,84.85367,20.654,7.1586666
Hambantota,2003,7,27.604193,29.62,25.26,67.64,84.174835,19.143227,7.504516
Hambantota,2003,8,27.454195,30.16,25.16,68.67,82.74709,20.748064,7.591613
Hambantota,2003,9,27.465668,30.15,25.42,67.53,82.65933,22.032999,7.768
Hambantota,2003,10,27.873873,30.53,25.64,131.78,79.76194,21.039354,6.6161294
Hambantota,2003,11,26.774332,29.61,25.32,350.63,85.66333,14.438001,4.524667
Hambantota,2003,12,26.680323,29.2,24.16,35.329998,80.77484,19.126451,5.5012903
Hambantota,2004,1,26.938387,29.94,23.83,67.14,80.382904,18.130968,6.597742
Hambantota,2004,2,27.401035,30.52,23.95,105.18,76.424484,19.963102,5.391034
Hambantota,2004,3,27.915808,31.6,23.96,51.18,77.28838,22.451612,4.222258
Hambantota,2004,4,28.303999,31.99,26.04,157.46,80.548996,21.002666,3.5003333
Hambantota,2004,5,28.29871,31.41,26.46,191.3,82.08097,19.614515,8.026129
Hambantota,2004,6,27.814,30.15,25.72,116.78,82.10533,20.886333,7.9946666
Hambantota,2004,7,27.338064,30.11,25.68,62.35,81.83194,20.950968,8.510646
Hambantota,2004,8,27.849356,30.98,25.96,56.28,79.41517,21.86129,8.320645
Hambantota,2004,9,27.295666,30.45,25.56,223.07,82.286,19.444334,7.1896667
Hambantota,2004,10,26.835806,29.07,25.38,288.66,86.03355,18.903225,5.2935486
Hambantota,2004,11,26.880001,28.98,25.25,303.72,86.38799,15.174334,4.589333
Hambantota,2004,12,26.39516,28.6,23.37,360.63,84.14806,15.464839,5.845161
Hambantota,2005,1,26.363226,28.4,23.85,114.64,84.45871,15.644194,5.5596776
Hambantota,2005,2,27.006071,29.72,24.2,21.23,79.66893,22.363928,5.8760715
Hambantota,2005,3,27.839033,30.68,25.16,129.63,80.28065,21.34871,4.4009676
Hambantota,2005,4,28.011333,30.49,26.08,152.92,82.357,20.609333,3.4796667
Hambantota,2005,5,28.303226,30.89,26.89,146.25,83.980644,20.54613,6.75871
Hambantota,2005,6,27.820667,30.21,25.91,93.79,84.11767,20.708,8.195666
Hambantota,2005,7,27.40258,30.25,25.62,131.16,84.0529,20.161613,8.082258
Hambantota,2005,8,27.829355,30.45,26.04,48.76,80.83323,21.673872,7.545484
Hambantota,2005,9,27.44,30.41,25.76,90.89,81.79933,21.008333,8.133666
Hambantota,2005,10,27.407742,30.61,25.93,279.61,83.55226,18.707743,6.8329034
Hambantota,2005,11,26.722666,29.07,24.62,413.93,84.499664,16.471333,4.3716664
Hambantota,2005,12,26.420324,29.01,22.97,154.38,82.44774,18.00129,4.581613
Hambantota,2006,1,25.510323,27.95,22.19,249.91,85.11,17.224194,5.8080645
Hambantota,2006,2,26.426786,28.77,23.8,92.71,83.45679,18.6625,5.8217854
Hambantota,2006,3,27.499353,30.51,25.43,129.86,81.5929,20.641613,3.717742
Hambantota,2006,4,28.105333,30.75,26.37,95.86,81.31067,20.943666,4.8553333
Hambantota,2006,5,28.041292,30.49,26.42,166.81,82.90193,20.779354,6.935484
Hambantota,2006,6,27.840334,30.26,25.86,87.07,82.70167,20.664667,7.648667
Hambantota,2006,7,27.128386,29.98,24.87,96.3,84.273544,19.71226,7.699355
Hambantota,2006,8,27.21226,30.18,25.39,141.49,83.51839,20.84742,7.2290325
Hambantota,2006,9,27.277334,29.19,25.95,216.64,83.53467,19.480001,7.1340003
Hambantota,2006,10,26.954838,29.22,25.3,392.16,83.89323,18.578064,4.793871
Hambantota,2006,11,26.708334,28.43,25.18,396.47,85.47667,16.6,3.5486667
Hambantota,2006,12,26.490967,28.45,22.89,330.26,84.84839,12.764838,6.8312902
Hambantota,2007,1,26.077742,28.29,23.2,250.11,82.70516,17.004839,6.671613
Hambantota,2007,2,26.351427,28.23,23.39,39.68,80.14036,21.371784,4.8224998
Hambantota,2007,3,27.09387,29.99,23.94,45.43,77.43484,24.037098,3.6425805
Hambantota,2007,4,27.729668,29.93,26.06,346.76,83.667336,19.572,3.635
Hambantota,2007,5,28.03129,30.43,26.31,56.309998,85.37774,22.709032,6.5825806
Hambantota,2007,6,27.695333,30.12,25.84,146.26,84.849,18.826666,7.1679997
Hambantota,2007,7,27.091934,29.29,25.43,79.05,85.00516,20.316452,7.4041934
Hambantota,2007,8,27.290646,29.45,25.81,162.94,83.03806,20.832903,7.4212904
Hambantota,2007,9,27.232332,29.1,25.17,192.24,84.310005,19.454668,7.5293336
Hambantota,2007,10,26.838387,29.65,25.41,327.32,85.11484,17.760323,6.815161
Hambantota,2007,11,26.827,29.97,24.8,205.86,81.14767,18.797333,3.3856666
Hambantota,2007,12,26.213224,28.52,23.08,238.95,84.01322,14.776129,5.467097
Hambantota,2008,1,26.253548,28.79,23.39,141.72,82.962585,16.743547,4.9641933
Hambantota,2008,2,26.603104,28.77,23.69,112.44,80.677925,19.46138,4.353103
Hambantota,2008,3,26.95,29.33,25.11,350.78,83.093544,18.793226,3.8554838
Hambantota,2008,4,27.378332,29.84,25.77,344.41,84.15367,19.325666,4.5933332
Hambantota,2008,5,27.558388,29.15,26.23,68.03,84.76548,21.586128,7.140645
Hambantota,2008,6,27.294668,29.01,25.93,146.16,85.09,19.383333,6.9543333
Hambantota,2008,7,27.055483,29.37,25.7,150.67,85.26,20.479355,7.5867743
Hambantota,2008,8,27.022903,28.73,25.78,85.6,84.14,20.56258,7.107742
Hambantota,2008,9,27.448,29.85,25.94,81.44,82.10233,22.865,6.544
Hambantota,2008,10,27.466452,30.15,25.27,212.98,81.023224,18.720646,4.403226
Hambantota,2008,11,27.184666,29.74,25.07,234.43001,80.93166,16.520666,3.9586668
Hambantota,2008,12,26.45129,28.68,23.52,135.1,81.86097,17.52129,4.9364514
Hambantota,2009,1,26.276451,28.62,23.41,52.83,77.91549,19.061935,6.1419353
Hambantota,2009,2,26.867498,30.69,23.23,5.4,73.431435,22.29143,4.435
Hambantota,2009,3,27.779354,31.45,24.78,169.07,77.19516,22.80258,2.8809676
Hambantota,2009,4,28.178667,30.9,26.26,212.4,82.187004,20.559334,4.847
Hambantota,2009,5,28.075161,30.2,26.62,179.20999,85.32161,20.047419,7.370645
Hambantota,2009,6,27.431667,29.77,25.69,146.92,85.222664,21.423,8.091
Hambantota,2009,7,27.29613,30.03,25.49,67.9,83.64903,21.321613,7.4790325
Hambantota,2009,8,27.326452,29.82,25.44,174.38,83.550644,20.437096,7.7041936
Hambantota,2009,9,27.439667,29.73,26.07,143.90001,83.006,21.562666,7.840667
Hambantota,2009,10,27.272903,29.64,24.77,182.73,80.36581,20.548063,4.5648384
Hambantota,2009,11,27.019999,29.74,25.01,536.11,83.461006,14.343333,4.488333
Hambantota,2009,12,26.612581,28.79,24.69,238.32,85.33032,14.698065,4.1432257
Hambantota,2010,1,26.372257,28.53,23.52,179.55,82.35807,17.980646,5.37129
Hambantota,2010,2,26.873215,29.19,24.39,62.15,81.70965,20.770716,5.6310716
Hambantota,2010,3,27.904839,30.53,24.43,122.72,77.50613,22.51097,3.9551613
Hambantota,2010,4,28.398668,30.49,26.62,429.17,82.344,21.543667,3.7743335
Hambantota,2010,5,28.400002,30.29,26.94,427.18,85.212585,19.541613,6.3999996
Hambantota,2010,6,27.511333,29.95,26.09,198.36,85.36967,19.892668,7.2710004
Hambantota,2010,7,27.061935,29.19,25.8,177.35,85.462585,20.05613,6.995484
Hambantota,2010,8,27.108065,28.91,25.6,201.22,85.21194,20.384516,7.8406453
Hambantota,2010,9,26.981667,29.35,25.6,256.19,85.142334,19.430332,6.6803336
Hambantota,2010,10,27.139677,29.2,25.59,213.45,83.09129,20.630644,7.137097
Hambantota,2010,11,26.809,28.95,24.86,641.3,83.107,16.398,4.2139997
Hambantota,2010,12,26.04871,28.27,24.14,483.26,84.6471,14.638064,4.843226
Hambantota,2011,1,25.634838,27.39,23.22,731.55,86.64193,15.021613,4.7880645
Hambantota,2011,2,25.95107,28.41,23.82,421.19998,85.42678,16.773928,4.077857
Hambantota,2011,3,27.15129,29.43,24.03,300.12,81.95612,20.72,3.6277418
Hambantota,2011,4,27.454,29.7,25.59,364.66,81.845665,21.181667,4.157
Hambantota,2011,5,27.68742,29.19,26.53,220.05,86.464516,22.214518,6.5854836
Hambantota,2011,6,27.509,29.34,26.01,91.19,85.79867,21.392334,7.1169996
Hambantota,2011,7,27.004194,29.0,25.76,116.83,85.96162,19.347097,7.321613
Hambantota,2011,8,27.19871,28.89,25.76,179.72,84.6829,20.51484,7.452258
Hambantota,2011,9,27.302334,29.57,25.92,161.69,83.543,21.873,7.209
